"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia DANIEL ALCIDES CARRION (000)",47803,673,14266,13639,8786,6976,3463
"Hombres (001)",24029,347,7428,6726,4400,3427,1701
"Mujeres (002)",23774,326,6838,6913,4386,3549,1762
"Viviendas particulares (003)",47634,671,14260,13564,8713,6965,3461
"Hombres (004)",23901,345,7424,6680,4336,3417,1699
"Mujeres (005)",23733,326,6836,6884,4377,3548,1762
"Viviendas colectivas (006)",132,2,6,56,57,10,1
"Hombres (007)",105,2,4,38,51,9,1
"Mujeres (008)",27,,2,18,6,1,
"Otro tipo (009)",37,,,19,16,1,1
"Hombres (010)",23,,,8,13,1,1
"Mujeres (011)",14,,,11,3,,
,,,,,,,
"URBANA (012)",27967,357,7682,8111,5277,4306,2234
"Hombres (013)",13880,172,3930,4007,2620,2059,1092
"Mujeres (014)",14087,185,3752,4104,2657,2247,1142
"Viviendas particulares (015)",27802,355,7676,8038,5205,4296,2232
"Hombres (016)",13754,170,3926,3961,2557,2050,1090
"Mujeres (017)",14048,185,3750,4077,2648,2246,1142
"Viviendas colectivas (018)",128,2,6,54,56,9,1
"Hombres (019)",103,2,4,38,50,8,1
"Mujeres (020)",25,,2,16,6,1,
"Otro tipo (021)",37,,,19,16,1,1
"Hombres (022)",23,,,8,13,1,1
"Mujeres (023)",14,,,11,3,,
,,,,,,,
"RURAL (024)",19836,316,6584,5528,3509,2670,1229
"Hombres (025)",10149,175,3498,2719,1780,1368,609
"Mujeres (026)",9687,141,3086,2809,1729,1302,620
"Viviendas particulares (027)",19832,316,6584,5526,3508,2669,1229
"Hombres (028)",10147,175,3498,2719,1779,1367,609
"Mujeres (029)",9685,141,3086,2807,1729,1302,620
"Viviendas colectivas (030)",4,,,2,1,1,
"Hombres (031)",2,,,,1,1,
"Mujeres (032)",2,,,2,,,
