"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia LUCANAS (000)",57604,13035,15272,11896,10372,7029
"Hombres (001)",29589,6740,7972,6215,5350,3312
"Mujeres (002)",28015,6295,7300,5681,5022,3717
"PEA (003)",24581,451,6888,8025,6337,2880
"Hombres (004)",16832,300,4812,5388,4296,2036
"Mujeres (005)",7749,151,2076,2637,2041,844
"Ocupada (006)",23580,433,6391,7729,6186,2841
"Hombres (007)",16090,289,4468,5162,4167,2004
"Mujeres (008)",7490,144,1923,2567,2019,837
"Desocupada (009)",1001,18,497,296,151,39
"Hombres (010)",742,11,344,226,129,32
"Mujeres (011)",259,7,153,70,22,7
"No PEA (012)",33023,12584,8384,3871,4035,4149
"Hombres (013)",12757,6440,3160,827,1054,1276
"Mujeres (014)",20266,6144,5224,3044,2981,2873
,,,,,,
"URBANA (018)",34103,7761,9120,7178,5961,4083
"Hombres (019)",16899,3991,4567,3536,2985,1820
"Mujeres (020)",17204,3770,4553,3642,2976,2263
"PEA (021)",14537,276,3884,5035,3786,1556
"Hombres (022)",9182,180,2462,3094,2417,1029
"Mujeres (023)",5355,96,1422,1941,1369,527
"Ocupada (024)",13922,268,3584,4851,3687,1532
"Hombres (025)",8738,178,2258,2957,2333,1012
"Mujeres (026)",5184,90,1326,1894,1354,520
"Desocupada (027)",615,8,300,184,99,24
"Hombres (028)",444,2,204,137,84,17
"Mujeres (029)",171,6,96,47,15,7
"No PEA (030)",19566,7485,5236,2143,2175,2527
"Hombres (031)",7717,3811,2105,442,568,791
"Mujeres (032)",11849,3674,3131,1701,1607,1736
,,,,,,
"RURAL (036)",23501,5274,6152,4718,4411,2946
"Hombres (037)",12690,2749,3405,2679,2365,1492
"Mujeres (038)",10811,2525,2747,2039,2046,1454
"PEA (039)",10044,175,3004,2990,2551,1324
"Hombres (040)",7650,120,2350,2294,1879,1007
"Mujeres (041)",2394,55,654,696,672,317
"Ocupada (042)",9658,165,2807,2878,2499,1309
"Hombres (043)",7352,111,2210,2205,1834,992
"Mujeres (044)",2306,54,597,673,665,317
"Desocupada (045)",386,10,197,112,52,15
"Hombres (046)",298,9,140,89,45,15
"Mujeres (047)",88,1,57,23,7,
"No PEA (048)",13457,5099,3148,1728,1860,1622
"Hombres (049)",5040,2629,1055,385,486,485
"Mujeres (050)",8417,2470,2093,1343,1374,1137
