"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia PAUCARTAMBO",,,,
"Viviendas particulares (001)",6164,1559,4021,584
"Ocupantes presentes (002)",25397,6409,16503,2485
"Casa independiente",,,,
"Viviendas particulares (004)",5706,1496,3780,430
"Ocupantes presentes (005)",23721,6192,15704,1825
"Departamento en edificio",,,,
"Viviendas particulares (007)",2,2,,
"Ocupantes presentes (008)",3,3,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",19,10,9,
"Ocupantes presentes (011)",47,22,25,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",282,46,229,7
"Ocupantes presentes (014)",953,169,763,21
"Choza o cabaña",,,,
"Viviendas particulares (016)",144,,,144
"Ocupantes presentes (017)",629,,,629
"Vivienda improvisada",,,,
"Viviendas particulares (019)",2,1,1,
"Ocupantes presentes (020)",3,2,1,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",9,4,2,3
"Ocupantes presentes (023)",41,21,10,10
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",5544,1470,3569,505
"Ocupantes presentes (029)",22768,6038,14604,2126
"Casa independiente",,,,
"Viviendas particulares (031)",5140,1408,3340,392
"Ocupantes presentes (032)",21327,5823,13860,1644
"Departamento en edificio",,,,
"Viviendas particulares (034)",2,2,,
"Ocupantes presentes (035)",3,3,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",19,10,9,
"Ocupantes presentes (038)",47,22,25,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",271,46,218,7
"Ocupantes presentes (041)",904,169,714,21
"Choza o cabaña",,,,
"Viviendas particulares (043)",103,,,103
"Ocupantes presentes (044)",451,,,451
"Vivienda improvisada",,,,
"Viviendas particulares (046)",1,,1,
"Ocupantes presentes (047)",1,,1,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",8,4,1,3
"Ocupantes presentes (050)",35,21,4,10
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",620,89,452,79
"Ocupantes presentes (056)",2629,371,1899,359
"Casa independiente",,,,
"Viviendas particulares (058)",566,88,440,38
"Ocupantes presentes (059)",2394,369,1844,181
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",11,,11,
"Ocupantes presentes (068)",49,,49,
"Choza o cabaña",,,,
"Viviendas particulares (070)",41,,,41
"Ocupantes presentes (071)",178,,,178
"Vivienda improvisada",,,,
"Viviendas particulares (073)",1,1,,
"Ocupantes presentes (074)",2,2,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",1,,1,
"Ocupantes presentes (077)",6,,6,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",1871,480,1354,37
"Ocupantes presentes (110)",7093,1864,5092,137
"Casa independiente",,,,
"Viviendas particulares (112)",1562,419,1113,30
"Ocupantes presentes (113)",6065,1656,4293,116
"Departamento en edificio",,,,
"Viviendas particulares (115)",2,2,,
"Ocupantes presentes (116)",3,3,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",19,10,9,
"Ocupantes presentes (119)",47,22,25,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",282,46,229,7
"Ocupantes presentes (122)",953,169,763,21
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",2,1,1,
"Ocupantes presentes (128)",3,2,1,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",4,2,2,
"Ocupantes presentes (131)",22,12,10,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",1629,434,1161,34
"Ocupantes presentes (137)",6185,1690,4371,124
"Casa independiente",,,,
"Viviendas particulares (139)",1333,374,932,27
"Ocupantes presentes (140)",5214,1484,3627,103
"Departamento en edificio",,,,
"Viviendas particulares (142)",2,2,,
"Ocupantes presentes (143)",3,3,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",19,10,9,
"Ocupantes presentes (146)",47,22,25,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",271,46,218,7
"Ocupantes presentes (149)",904,169,714,21
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",1,,1,
"Ocupantes presentes (155)",1,,1,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",3,2,1,
"Ocupantes presentes (158)",16,12,4,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",242,46,193,3
"Ocupantes presentes (164)",908,174,721,13
"Casa independiente",,,,
"Viviendas particulares (166)",229,45,181,3
"Ocupantes presentes (167)",851,172,666,13
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",11,,11,
"Ocupantes presentes (176)",49,,49,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",1,1,,
"Ocupantes presentes (182)",2,2,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",1,,1,
"Ocupantes presentes (185)",6,,6,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",4293,1079,2667,547
"Ocupantes presentes (218)",18304,4545,11411,2348
"Casa independiente",,,,
"Viviendas particulares (220)",4144,1077,2667,400
"Ocupantes presentes (221)",17656,4536,11411,1709
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",144,,,144
"Ocupantes presentes (233)",629,,,629
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",5,2,,3
"Ocupantes presentes (239)",19,9,,10
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",3915,1036,2408,471
"Ocupantes presentes (245)",16583,4348,10233,2002
"Casa independiente",,,,
"Viviendas particulares (247)",3807,1034,2408,365
"Ocupantes presentes (248)",16113,4339,10233,1541
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",103,,,103
"Ocupantes presentes (260)",451,,,451
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (265)",5,2,,3
"Ocupantes presentes (266)",19,9,,10
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",378,43,259,76
"Ocupantes presentes (272)",1721,197,1178,346
"Casa independiente",,,,
"Viviendas particulares (274)",337,43,259,35
"Ocupantes presentes (275)",1543,197,1178,168
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",41,,,41
"Ocupantes presentes (287)",178,,,178
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
