"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SANDIA (000)",26380,2893,18,10532,10541,528,706,289,873
"Empleado (001)",1586,4,,38,240,116,449,80,659
"Obrero (002)",2512,120,3,794,1435,67,34,33,26
"Trabajador independiente (003)",14784,1822,9,6649,5590,265,159,128,162
"Empleador o patrono (004)",654,47,,331,253,10,6,2,5
"Trabajador familiar no remunerado (005)",6728,892,6,2680,2962,66,56,46,20
"Trabajador del hogar (006)",116,8,,40,61,4,2,,1
"Hombres (008)",16910,1019,9,6486,7685,393,459,242,617
"Empleado (009)",1048,3,,22,154,80,277,62,450
"Obrero (010)",2139,83,2,613,1288,62,34,33,24
"Trabajador independiente (011)",10811,852,4,4956,4458,200,110,109,122
"Empleador o patrono (012)",530,20,,265,222,10,6,2,5
"Trabajador familiar no remunerado (013)",2351,61,3,622,1544,39,31,36,15
"Trabajador del hogar (014)",31,,,8,19,2,1,,1
"Mujeres (016)",9470,1874,9,4046,2856,135,247,47,256
"Empleado (017)",538,1,,16,86,36,172,18,209
"Obrero (018)",373,37,1,181,147,5,,,2
"Trabajador independiente (019)",3973,970,5,1693,1132,65,49,19,40
"Empleador o patrono (020)",124,27,,66,31,,,,
"Trabajador familiar no remunerado (021)",4377,831,3,2058,1418,27,25,10,5
"Trabajador del hogar (022)",85,8,,32,42,2,1,,
,,,,,,,,,
"URBANA (024)",6229,549,3,1776,2453,264,428,138,618
"Empleado (025)",1163,2,,22,174,79,319,63,504
"Obrero (026)",639,36,,155,372,37,16,11,12
"Trabajador independiente (027)",3241,381,1,1205,1314,125,71,51,93
"Empleador o patrono (028)",79,3,,32,39,2,,,3
"Trabajador familiar no remunerado (029)",1058,123,2,355,520,18,22,13,5
"Trabajador del hogar (030)",49,4,,7,34,3,,,1
"Hombres (032)",3698,180,,947,1609,189,254,103,416
"Empleado (033)",749,1,,13,112,56,183,47,337
"Obrero (034)",575,25,,129,346,36,16,11,12
"Trabajador independiente (035)",1899,145,,683,852,82,41,36,60
"Empleador o patrono (036)",58,1,,22,30,2,,,3
"Trabajador familiar no remunerado (037)",409,8,,99,265,11,14,9,3
"Trabajador del hogar (038)",8,,,1,4,2,,,1
"Mujeres (040)",2531,369,3,829,844,75,174,35,202
"Empleado (041)",414,1,,9,62,23,136,16,167
"Obrero (042)",64,11,,26,26,1,,,
"Trabajador independiente (043)",1342,236,1,522,462,43,30,15,33
"Empleador o patrono (044)",21,2,,10,9,,,,
"Trabajador familiar no remunerado (045)",649,115,2,256,255,7,8,4,2
"Trabajador del hogar (046)",41,4,,6,30,1,,,
,,,,,,,,,
"RURAL (048)",20151,2344,15,8756,8088,264,278,151,255
"Empleado (049)",423,2,,16,66,37,130,17,155
"Obrero (050)",1873,84,3,639,1063,30,18,22,14
"Trabajador independiente (051)",11543,1441,8,5444,4276,140,88,77,69
"Empleador o patrono (052)",575,44,,299,214,8,6,2,2
"Trabajador familiar no remunerado (053)",5670,769,4,2325,2442,48,34,33,15
"Trabajador del hogar (054)",67,4,,33,27,1,2,,
"Hombres (056)",13212,839,9,5539,6076,204,205,139,201
"Empleado (057)",299,2,,9,42,24,94,15,113
"Obrero (058)",1564,58,2,484,942,26,18,22,12
"Trabajador independiente (059)",8912,707,4,4273,3606,118,69,73,62
"Empleador o patrono (060)",472,19,,243,192,8,6,2,2
"Trabajador familiar no remunerado (061)",1942,53,3,523,1279,28,17,27,12
"Trabajador del hogar (062)",23,,,7,15,,1,,
"Mujeres (064)",6939,1505,6,3217,2012,60,73,12,54
"Empleado (065)",124,,,7,24,13,36,2,42
"Obrero (066)",309,26,1,155,121,4,,,2
"Trabajador independiente (067)",2631,734,4,1171,670,22,19,4,7
"Empleador o patrono (068)",103,25,,56,22,,,,
"Trabajador familiar no remunerado (069)",3728,716,1,1802,1163,20,17,6,3
"Trabajador del hogar (070)",44,4,,26,12,1,1,,
