"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia HUAURA",,,,,,,,,
"Viviendas particulares (001)",31062,6245,7000,3948,3900,1294,1443,668,6564
"Ocupantes presentes (002)",133871,27756,31732,17511,17156,5690,6198,2649,25179
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",28128,5955,6501,3592,3525,1139,1241,566,5609
"Ocupantes presentes (005)",123262,26616,29756,16132,15824,5123,5484,2339,21988
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",1085,59,142,89,127,48,76,23,521
"Ocupantes presentes (008)",3688,209,541,313,441,145,289,80,1670
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",984,68,219,172,146,68,77,47,187
"Ocupantes presentes (011)",3691,267,916,681,521,258,253,133,662
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",648,86,113,84,83,33,44,31,174
"Ocupantes presentes (014)",2427,364,441,347,314,152,159,96,554
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",5,,,,,,,,5
"Ocupantes presentes (017)",8,,,,,,,,8
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",145,68,11,3,6,1,1,,55
"Ocupantes presentes (020)",603,263,32,12,23,4,2,,267
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",67,9,14,8,13,5,4,1,13
"Ocupantes presentes (023)",192,37,46,26,33,8,11,1,30
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",30007,6183,6949,3936,3854,1286,1443,668,5688
"Ocupantes presentes (029)",129998,27527,31526,17467,16963,5653,6198,2649,22015
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",27078,5893,6450,3580,3479,1131,1241,566,4738
"Ocupantes presentes (032)",119397,26387,29550,16088,15631,5086,5484,2339,18832
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",1085,59,142,89,127,48,76,23,521
"Ocupantes presentes (035)",3688,209,541,313,441,145,289,80,1670
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",984,68,219,172,146,68,77,47,187
"Ocupantes presentes (038)",3691,267,916,681,521,258,253,133,662
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",648,86,113,84,83,33,44,31,174
"Ocupantes presentes (041)",2427,364,441,347,314,152,159,96,554
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",145,68,11,3,6,1,1,,55
"Ocupantes presentes (047)",603,263,32,12,23,4,2,,267
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",67,9,14,8,13,5,4,1,13
"Ocupantes presentes (050)",192,37,46,26,33,8,11,1,30
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1055,62,51,12,46,8,,,876
"Ocupantes presentes (056)",3873,229,206,44,193,37,,,3164
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1050,62,51,12,46,8,,,871
"Ocupantes presentes (059)",3865,229,206,44,193,37,,,3156
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",5,,,,,,,,5
"Ocupantes presentes (071)",8,,,,,,,,8
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
