"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia EL DORADO",,,,,,,,,
"Viviendas particulares (001)",7376,2546,2336,1230,696,283,131,69,85
"Ocupantes presentes (002)",33628,10766,10612,5964,3454,1432,655,330,415
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6135,1911,1989,1080,634,248,124,66,83
"Ocupantes presentes (005)",28007,8105,9003,5182,3096,1260,630,324,407
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",2,,2,,,,,,
"Ocupantes presentes (008)",9,,9,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",68,39,9,4,1,3,7,3,2
"Ocupantes presentes (011)",217,112,42,17,2,5,25,6,8
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",20,15,3,1,1,,,,
"Ocupantes presentes (014)",48,29,11,4,4,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1127,565,327,144,59,32,,,
"Ocupantes presentes (017)",5244,2463,1518,753,343,167,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",9,8,,1,,,,,
"Ocupantes presentes (020)",40,32,,8,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",7,,6,,1,,,,
"Ocupantes presentes (023)",38,,29,,9,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",8,8,,,,,,,
"Ocupantes presentes (026)",25,25,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2921,665,867,613,406,174,90,48,58
"Ocupantes presentes (029)",13077,2665,3774,2927,1980,836,420,197,278
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2816,602,849,607,403,171,83,45,56
"Ocupantes presentes (032)",12732,2490,3692,2898,1965,831,395,191,270
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",2,,2,,,,,,
"Ocupantes presentes (035)",9,,9,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",68,39,9,4,1,3,7,3,2
"Ocupantes presentes (038)",217,112,42,17,2,5,25,6,8
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",20,15,3,1,1,,,,
"Ocupantes presentes (041)",48,29,11,4,4,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",9,8,,1,,,,,
"Ocupantes presentes (047)",40,32,,8,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",5,,4,,1,,,,
"Ocupantes presentes (050)",29,,20,,9,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,1,,,,,,,
"Ocupantes presentes (053)",2,2,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",4455,1881,1469,617,290,109,41,21,27
"Ocupantes presentes (056)",20551,8101,6838,3037,1474,596,235,133,137
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3319,1309,1140,473,231,77,41,21,27
"Ocupantes presentes (059)",15275,5615,5311,2284,1131,429,235,133,137
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1127,565,327,144,59,32,,,
"Ocupantes presentes (071)",5244,2463,1518,753,343,167,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,2,,,,,,
"Ocupantes presentes (077)",9,,9,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",7,7,,,,,,,
"Ocupantes presentes (080)",23,23,,,,,,,
