"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHINCHA (000)",194315,13112,62177,12115,107709
"Menos de 1 año (001)",4064,856,1253,131,1827
"De 1 a 14 años (002)",54597,8056,17709,2235,26701
"De 15 a 29 años (003)",53202,2301,13443,3301,34302
"De 30 a 44 años (004)",39978,1069,14198,3387,21669
"De 45 a 64 años (005)",29842,560,9545,2219,17681
"De 65 y mas años (006)",12632,270,6029,842,5529
"Hombres (008)",95977,6324,31196,6817,52161
"Menos de 1 año (009)",2106,446,657,73,931
"De 1 a 14 años (010)",27828,4191,9019,1184,13487
"De 15 a 29 años (011)",26520,882,6872,1919,16938
"De 30 a 44 años (012)",19162,392,6899,1886,10220
"De 45 a 64 años (013)",14215,261,4581,1280,8209
"De 65 y mas años (014)",6146,152,3168,475,2376
"Mujeres (016)",98338,6788,30981,5298,55548
"Menos de 1 año (017)",1958,410,596,58,896
"De 1 a 14 años (018)",26769,3865,8690,1051,13214
"De 15 a 29 años (019)",26682,1419,6571,1382,17364
"De 30 a 44 años (020)",20816,677,7299,1501,11449
"De 45 a 64 años (021)",15627,299,4964,939,9472
"De 65 y mas años (022)",6486,118,2861,367,3153
,,,,,
"URBANA (024)",172733,11522,55493,11176,95305
"Menos de 1 año (025)",3595,761,1105,117,1615
"De 1 a 14 años (026)",48561,6943,15902,2047,23767
"De 15 a 29 años (027)",47340,2066,11927,3032,30455
"De 30 a 44 años (028)",35788,980,12736,3138,19263
"De 45 a 64 años (029)",26439,525,8610,2052,15409
"De 65 y mas años (030)",11010,247,5213,790,4796
"Hombres (032)",85081,5504,27689,6248,46131
"Menos de 1 año (033)",1871,397,586,64,825
"De 1 a 14 años (034)",24765,3584,8133,1081,12015
"De 15 a 29 años (035)",23577,787,6094,1752,15032
"De 30 a 44 años (036)",17054,350,6082,1735,9108
"De 45 a 64 años (037)",12507,246,4066,1173,7132
"De 65 y mas años (038)",5307,140,2728,443,2019
"Mujeres (040)",87652,6018,27804,4928,49174
"Menos de 1 año (041)",1724,364,519,53,790
"De 1 a 14 años (042)",23796,3359,7769,966,11752
"De 15 a 29 años (043)",23763,1279,5833,1280,15423
"De 30 a 44 años (044)",18734,630,6654,1403,10155
"De 45 a 64 años (045)",13932,279,4544,879,8277
"De 65 y mas años (046)",5703,107,2485,347,2777
,,,,,
"RURAL (048)",21582,1590,6684,939,12404
"Menos de 1 año (049)",469,95,148,14,212
"De 1 a 14 años (050)",6036,1113,1807,188,2934
"De 15 a 29 años (051)",5862,235,1516,269,3847
"De 30 a 44 años (052)",4190,89,1462,249,2406
"De 45 a 64 años (053)",3403,35,935,167,2272
"De 65 y mas años (054)",1622,23,816,52,733
"Hombres (056)",10896,820,3507,569,6030
"Menos de 1 año (057)",235,49,71,9,106
"De 1 a 14 años (058)",3063,607,886,103,1472
"De 15 a 29 años (059)",2943,95,778,167,1906
"De 30 a 44 años (060)",2108,42,817,151,1112
"De 45 a 64 años (061)",1708,15,515,107,1077
"De 65 y mas años (062)",839,12,440,32,357
"Mujeres (064)",10686,770,3177,370,6374
"Menos de 1 año (065)",234,46,77,5,106
"De 1 a 14 años (066)",2973,506,921,85,1462
"De 15 a 29 años (067)",2919,140,738,102,1941
"De 30 a 44 años (068)",2082,47,645,98,1294
"De 45 a 64 años (069)",1695,20,420,60,1195
"De 65 y mas años (070)",783,11,376,20,376
