"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia ANTA",,,,,,,,,
"Viviendas particulares (001)",705,371,105,46,90,5,3,10,75
"Ocupantes presentes (002)",2995,1600,425,218,379,15,7,35,316
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",703,371,105,46,90,5,3,10,73
"Ocupantes presentes (005)",2988,1600,425,218,379,15,7,35,309
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",2,,,,,,,,2
"Ocupantes presentes (017)",7,,,,,,,,7
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",300,141,64,23,44,5,2,2,19
"Ocupantes presentes (029)",1250,602,271,105,182,15,6,3,66
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",300,141,64,23,44,5,2,2,19
"Ocupantes presentes (032)",1250,602,271,105,182,15,6,3,66
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",405,230,41,23,46,,1,8,56
"Ocupantes presentes (056)",1745,998,154,113,197,,1,32,250
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",403,230,41,23,46,,1,8,54
"Ocupantes presentes (059)",1738,998,154,113,197,,1,32,243
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",2,,,,,,,,2
"Ocupantes presentes (071)",7,,,,,,,,7
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
