"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TARATA (000)",7805,2705,664,163,4286
"Menos de 1 año (001)",111,88,6,,17
"De 1 a 14 años (002)",1760,1167,130,12,456
"De 15 a 29 años (003)",1851,537,81,43,1191
"De 30 a 44 años (004)",1587,325,182,52,1033
"De 45 a 64 años (005)",1502,341,168,35,959
"De 65 y mas años (006)",994,247,97,21,630
"Hombres (008)",4017,1280,350,124,2271
"Menos de 1 año (009)",55,45,3,,7
"De 1 a 14 años (010)",907,596,67,6,242
"De 15 a 29 años (011)",955,232,37,35,652
"De 30 a 44 años (012)",861,138,96,43,586
"De 45 a 64 años (013)",760,147,98,28,488
"De 65 y mas años (014)",479,122,49,12,296
"Mujeres (016)",3788,1425,314,39,2015
"Menos de 1 año (017)",56,43,3,,10
"De 1 a 14 años (018)",853,571,63,6,214
"De 15 a 29 años (019)",896,305,44,8,539
"De 30 a 44 años (020)",726,187,86,9,447
"De 45 a 64 años (021)",742,194,70,7,471
"De 65 y mas años (022)",515,125,48,9,334
,,,,,
"URBANA (024)",6073,1779,553,137,3616
"Menos de 1 año (025)",87,67,5,,15
"De 1 a 14 años (026)",1372,861,107,12,397
"De 15 a 29 años (027)",1448,337,63,29,1019
"De 30 a 44 años (028)",1240,168,138,43,896
"De 45 a 64 años (029)",1157,184,156,33,785
"De 65 y mas años (030)",769,162,84,20,504
"Hombres (032)",3100,818,292,104,1893
"Menos de 1 año (033)",41,33,2,,6
"De 1 a 14 años (034)",702,430,54,6,216
"De 15 a 29 años (035)",753,138,30,25,560
"De 30 a 44 años (036)",658,56,73,35,496
"De 45 a 64 años (037)",577,77,90,26,385
"De 65 y mas años (038)",369,84,43,12,230
"Mujeres (040)",2973,961,261,33,1723
"Menos de 1 año (041)",46,34,3,,9
"De 1 a 14 años (042)",670,431,53,6,181
"De 15 a 29 años (043)",695,199,33,4,459
"De 30 a 44 años (044)",582,112,65,8,400
"De 45 a 64 años (045)",580,107,66,7,400
"De 65 y mas años (046)",400,78,41,8,274
,,,,,
"RURAL (048)",1732,926,111,26,670
"Menos de 1 año (049)",24,21,1,,2
"De 1 a 14 años (050)",388,306,23,,59
"De 15 a 29 años (051)",403,200,18,14,172
"De 30 a 44 años (052)",347,157,44,9,137
"De 45 a 64 años (053)",345,157,12,2,174
"De 65 y mas años (054)",225,85,13,1,126
"Hombres (056)",917,462,58,20,378
"Menos de 1 año (057)",14,12,1,,1
"De 1 a 14 años (058)",205,166,13,,26
"De 15 a 29 años (059)",202,94,7,10,92
"De 30 a 44 años (060)",203,82,23,8,90
"De 45 a 64 años (061)",183,70,8,2,103
"De 65 y mas años (062)",110,38,6,,66
"Mujeres (064)",815,464,53,6,292
"Menos de 1 año (065)",10,9,,,1
"De 1 a 14 años (066)",183,140,10,,33
"De 15 a 29 años (067)",201,106,11,4,80
"De 30 a 44 años (068)",144,75,21,1,47
"De 45 a 64 años (069)",162,87,4,,71
"De 65 y mas años (070)",115,47,7,1,60
