"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CAÑETE (000)",151878,20966,29460,31722,25758,18375,25597
"Católica (001)",136115,18801,26154,28349,23147,16509,23155
"Cristiana/Evangélica (002)",10801,1523,2123,2245,1807,1330,1773
"Otra (003)",2867,400,576,602,461,354,474
"Ninguna (004)",2095,242,607,526,343,182,195
"Hombres (006)",75822,10662,14713,15648,12622,9223,12954
"Católica (007)",68087,9592,13046,13985,11341,8325,11798
"Cristiana/Evangélica (008)",5030,743,998,1039,829,618,803
"Otra (009)",1375,200,293,285,221,163,213
"Ninguna (010)",1330,127,376,339,231,117,140
"Mujeres (012)",76056,10304,14747,16074,13136,9152,12643
"Católica (013)",68028,9209,13108,14364,11806,8184,11357
"Cristiana/Evangélica (014)",5771,780,1125,1206,978,712,970
"Otra (015)",1492,200,283,317,240,191,261
"Ninguna (016)",765,115,231,187,112,65,55
,,,,,,,
"URBANA (018)",127256,17765,24810,26658,21677,15345,21001
"Católica (019)",114009,15918,21991,23811,19474,13804,19011
"Cristiana/Evangélica (020)",8968,1282,1781,1870,1517,1096,1422
"Otra (021)",2465,352,503,535,391,287,397
"Ninguna (022)",1814,213,535,442,295,158,171
"Hombres (024)",62887,9037,12302,13000,10450,7606,10492
"Católica (025)",56476,8143,10884,11625,9382,6879,9563
"Cristiana/Evangélica (026)",4092,605,829,839,687,497,635
"Otra (027)",1172,179,254,250,186,128,175
"Ninguna (028)",1147,110,335,286,195,102,119
"Mujeres (030)",64369,8728,12508,13658,11227,7739,10509
"Católica (031)",57533,7775,11107,12186,10092,6925,9448
"Cristiana/Evangélica (032)",4876,677,952,1031,830,599,787
"Otra (033)",1293,173,249,285,205,159,222
"Ninguna (034)",667,103,200,156,100,56,52
,,,,,,,
"RURAL (036)",24622,3201,4650,5064,4081,3030,4596
"Católica (037)",22106,2883,4163,4538,3673,2705,4144
"Cristiana/Evangélica (038)",1833,241,342,375,290,234,351
"Otra (039)",402,48,73,67,70,67,77
"Ninguna (040)",281,29,72,84,48,24,24
"Hombres (042)",12935,1625,2411,2648,2172,1617,2462
"Católica (043)",11611,1449,2162,2360,1959,1446,2235
"Cristiana/Evangélica (044)",938,138,169,200,142,121,168
"Otra (045)",203,21,39,35,35,35,38
"Ninguna (046)",183,17,41,53,36,15,21
"Mujeres (048)",11687,1576,2239,2416,1909,1413,2134
"Católica (049)",10495,1434,2001,2178,1714,1259,1909
"Cristiana/Evangélica (050)",895,103,173,175,148,113,183
"Otra (051)",199,27,34,32,35,32,39
"Ninguna (052)",98,12,31,31,12,9,3
