"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia SECHURA (000)",446,446,
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",72,72,
"Casa pensión (003)",18,18,
"Hospital, clinica (004)",12,12,
"Cárcel, centro de readaptación social (005)",10,10,
"Otro (008)",162,162,
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",172,172,
