"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia SAN MARTIN",,,,,,,,,
"Viviendas particulares (001)",35559,15216,12090,3498,3206,127,177,78,1167
"Ocupantes presentes (002)",157756,63841,54728,16164,16730,496,870,336,4591
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",31697,13718,11137,2774,2797,105,166,72,928
"Ocupantes presentes (005)",143666,59241,51284,12831,15061,420,823,313,3693
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",239,235,2,1,1,,,,
"Ocupantes presentes (008)",781,767,5,4,5,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",1810,1040,719,26,20,,,5,
"Ocupantes presentes (011)",5945,3103,2590,77,159,,,16,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",376,184,169,7,6,,,,10
"Ocupantes presentes (014)",1358,616,646,26,27,,,,43
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1130,,50,626,376,4,11,1,62
"Ocupantes presentes (017)",4909,,156,2993,1439,10,47,7,257
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",212,,,59,,18,,,135
"Ocupantes presentes (020)",811,,,221,,66,,,524
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",70,39,13,5,6,,,,7
"Ocupantes presentes (023)",227,114,47,12,39,,,,15
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",25,,,,,,,,25
"Ocupantes presentes (026)",59,,,,,,,,59
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",32067,14988,11708,1615,2369,113,151,70,1053
"Ocupantes presentes (029)",142969,63010,53242,7661,13408,449,733,297,4169
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",29340,13491,10805,1518,2336,95,151,65,879
"Ocupantes presentes (032)",133796,58413,49954,7322,13178,383,733,281,3532
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",239,235,2,1,1,,,,
"Ocupantes presentes (035)",781,767,5,4,5,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",1810,1040,719,26,20,,,5,
"Ocupantes presentes (038)",5945,3103,2590,77,159,,,16,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",376,184,169,7,6,,,,10
"Ocupantes presentes (041)",1358,616,646,26,27,,,,43
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",212,,,59,,18,,,135
"Ocupantes presentes (047)",811,,,221,,66,,,524
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",67,38,13,4,6,,,,6
"Ocupantes presentes (050)",222,111,47,11,39,,,,14
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",23,,,,,,,,23
"Ocupantes presentes (053)",56,,,,,,,,56
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",3492,228,382,1883,837,14,26,8,114
"Ocupantes presentes (056)",14787,831,1486,8503,3322,47,137,39,422
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2357,227,332,1256,461,10,15,7,49
"Ocupantes presentes (059)",9870,828,1330,5509,1883,37,90,32,161
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1130,,50,626,376,4,11,1,62
"Ocupantes presentes (071)",4909,,156,2993,1439,10,47,7,257
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,1,,1,,,,,1
"Ocupantes presentes (077)",5,3,,1,,,,,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",2,,,,,,,,2
"Ocupantes presentes (080)",3,,,,,,,,3
