"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SANTA (000)",355150,69402,107674,86112,64741,27221
"Sin nivel (001)",17680,1199,1353,3293,5597,6238
"Educación inicial (002)",5167,4839,242,86,,
"Primaria (003)",104260,47935,10565,13471,19766,12523
"Secundaria (004)",126132,15429,54276,32922,19494,4011
"Superior no univ. incompleta (005)",18692,,9527,5689,2845,631
"Superior no univ. completa (006)",23181,,6172,9923,5888,1198
"Superior univ. incompleta (007)",26887,,17553,5992,2676,666
"Superior univ. completa (008)",33151,,7986,14736,8475,1954
"PEA (010)",151560,1410,48605,57622,37709,6214
"Sin nivel (011)",5095,53,471,1513,2130,928
"Educación inicial (012)",150,16,92,42,,
"Primaria (013)",27899,829,5524,8009,10435,3102
"Secundaria (014)",57673,512,22612,21552,11938,1059
"Superior no univ. incompleta (015)",10081,,4244,3850,1814,173
"Superior no univ. completa (016)",15228,,4277,7030,3674,247
"Superior univ. incompleta (017)",11893,,5781,4166,1766,180
"Superior univ. completa (018)",23541,,5604,11460,5952,525
"Ocupada (020)",144012,1336,44978,55379,36344,5975
"Sin nivel (021)",4901,47,436,1462,2063,893
"Educación inicial (022)",132,16,77,39,,
"Primaria (023)",26634,787,5163,7669,10032,2983
"Secundaria (024)",54457,486,20872,20627,11461,1011
"Superior no univ. incompleta (025)",9531,,3925,3695,1743,168
"Superior no univ. completa (026)",14532,,3965,6785,3548,234
"Superior univ. incompleta (027)",11262,,5363,4018,1707,174
