"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia PARINACOCHAS",,,,,,,,,
"Viviendas particulares (001)",8040,259,6497,8,28,148,1059,13,28
"Ocupantes presentes (002)",29306,947,24410,30,88,490,3229,35,77
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",7320,258,6351,8,20,37,636,7,3
"Ocupantes presentes (005)",27090,939,23913,30,64,126,1992,21,5
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",28,,28,,,,,,
"Ocupantes presentes (011)",127,,127,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",35,1,34,,,,,,
"Ocupantes presentes (014)",117,8,109,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",552,,76,,8,28,422,6,12
"Ocupantes presentes (017)",1606,,236,,24,65,1234,14,33
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",85,,,,,83,,,2
"Ocupantes presentes (020)",319,,,,,299,,,20
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",10,,8,,,,1,,1
"Ocupantes presentes (023)",29,,25,,,,3,,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",10,,,,,,,,10
"Ocupantes presentes (026)",18,,,,,,,,18
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4328,197,3939,2,9,109,66,2,4
"Ocupantes presentes (029)",17079,764,15616,6,30,394,237,9,23
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4173,196,3871,2,9,26,66,2,1
"Ocupantes presentes (032)",16495,756,15360,6,30,95,237,9,2
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",28,,28,,,,,,
"Ocupantes presentes (038)",127,,127,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",35,1,34,,,,,,
"Ocupantes presentes (041)",117,8,109,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",85,,,,,83,,,2
"Ocupantes presentes (047)",319,,,,,299,,,20
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",7,,6,,,,,,1
"Ocupantes presentes (050)",21,,20,,,,,,1
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",3712,62,2558,6,19,39,993,11,24
"Ocupantes presentes (056)",12227,183,8794,24,58,96,2992,26,54
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3147,62,2480,6,11,11,570,5,2
"Ocupantes presentes (059)",10595,183,8553,24,34,31,1755,12,3
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",552,,76,,8,28,422,6,12
"Ocupantes presentes (071)",1606,,236,,24,65,1234,14,33
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,,2,,,,1,,
"Ocupantes presentes (077)",8,,5,,,,3,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",10,,,,,,,,10
"Ocupantes presentes (080)",18,,,,,,,,18
