"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUANCA SANCOS (000)",7726,1262,1183,1322,1311,951,1697
"Conviviente (001)",1646,22,370,637,338,160,119
"Separado(a) (002)",174,,14,41,52,31,36
"Casado(a) (003)",2755,3,48,373,752,623,956
"Viudo(a) (004)",652,,2,11,43,95,501
"Divorciado(a) (005)",33,,1,3,4,6,19
"Soltero(a) (006)",2466,1237,748,257,122,36,66
"Hombres (008)",3699,674,605,634,614,444,728
"Conviviente (009)",799,9,130,326,189,79,66
"Separado(a) (010)",48,,1,7,17,11,12
"Casado(a) (011)",1394,2,19,171,355,317,530
"Viudo(a) (012)",124,,1,3,5,19,96
"Divorciado(a) (013)",14,,,1,3,4,6
"Soltero(a) (014)",1320,663,454,126,45,14,18
"Mujeres (016)",4027,588,578,688,697,507,969
"Conviviente (017)",847,13,240,311,149,81,53
"Separado(a) (018)",126,,13,34,35,20,24
"Casado(a) (019)",1361,1,29,202,397,306,426
"Viudo(a) (020)",528,,1,8,38,76,405
"Divorciado(a) (021)",19,,1,2,1,2,13
"Soltero(a) (022)",1146,574,294,131,77,22,48
,,,,,,,
"URBANA (024)",5197,916,765,884,892,650,1090
"Conviviente (025)",1056,15,216,418,224,104,79
"Separado(a) (026)",120,,10,27,34,23,26
"Casado(a) (027)",1888,3,42,267,525,442,609
"Viudo(a) (028)",411,,2,7,26,56,320
"Divorciado(a) (029)",16,,1,2,2,3,8
"Soltero(a) (030)",1706,898,494,163,81,22,48
"Hombres (032)",2482,499,395,418,419,298,453
"Conviviente (033)",513,5,72,212,127,52,45
"Separado(a) (034)",30,,1,3,9,10,7
"Casado(a) (035)",938,2,17,116,249,220,334
"Viudo(a) (036)",62,,1,2,2,7,50
"Divorciado(a) (037)",6,,,1,1,2,2
"Soltero(a) (038)",933,492,304,84,31,7,15
"Mujeres (040)",2715,417,370,466,473,352,637
"Conviviente (041)",543,10,144,206,97,52,34
"Separado(a) (042)",90,,9,24,25,13,19
"Casado(a) (043)",950,1,25,151,276,222,275
"Viudo(a) (044)",349,,1,5,24,49,270
"Divorciado(a) (045)",10,,1,1,1,1,6
"Soltero(a) (046)",773,406,190,79,50,15,33
,,,,,,,
"RURAL (048)",2529,346,418,438,419,301,607
"Conviviente (049)",590,7,154,219,114,56,40
"Separado(a) (050)",54,,4,14,18,8,10
"Casado(a) (051)",867,,6,106,227,181,347
"Viudo(a) (052)",241,,,4,17,39,181
"Divorciado(a) (053)",17,,,1,2,3,11
"Soltero(a) (054)",760,339,254,94,41,14,18
"Hombres (056)",1217,175,210,216,195,146,275
"Conviviente (057)",286,4,58,114,62,27,21
"Separado(a) (058)",18,,,4,8,1,5
"Casado(a) (059)",456,,2,55,106,97,196
"Viudo(a) (060)",62,,,1,3,12,46
"Divorciado(a) (061)",8,,,,2,2,4
"Soltero(a) (062)",387,171,150,42,14,7,3
"Mujeres (064)",1312,171,208,222,224,155,332
"Conviviente (065)",304,3,96,105,52,29,19
"Separado(a) (066)",36,,4,10,10,7,5
"Casado(a) (067)",411,,4,51,121,84,151
"Viudo(a) (068)",179,,,3,14,27,135
"Divorciado(a) (069)",9,,,1,,1,7
"Soltero(a) (070)",373,168,104,52,27,7,15
