"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ISLAY (000)",20269,19280,5417,3216,3735,2527,2589,1080,490,226,989,43169
"De 12 a 14 años (001)",1475,1468,1464,4,,,,,,,7,4
"De 15 a 19 años (002)",2204,2174,1969,188,13,1,3,,,,30,229
"De 20 a 24 años (003)",2024,1763,886,645,197,25,7,3,,,261,1164
"De 25 a 29 años (004)",2068,1862,340,775,543,160,42,1,1,,206,2532
"De 30 a 34 años (005)",2078,1983,175,553,778,325,139,12,,1,95,3763
"De 35 a 39 años (006)",1921,1864,128,318,672,450,252,37,6,1,57,4367
"De 40 a 44 años (007)",1723,1665,92,213,508,398,348,82,20,4,58,4664
"De 45 a 49 años (008)",1449,1409,58,156,337,322,384,118,26,8,40,4537
"De 50 y más años (009)",5327,5092,305,364,687,846,1414,827,437,212,235,21909
"PEA (010)",8050,7442,1354,1556,1736,1147,1047,398,143,61,608,17432
"De 12 a 14 años (011)",40,40,38,2,,,,,,,,2
"De 15 a 19 años (012)",410,404,346,53,4,,1,,,,6,65
"De 20 a 24 años (013)",877,742,388,263,80,7,3,1,,,135,464
"De 25 a 29 años (014)",1044,910,225,371,226,68,19,,1,,134,1114
"De 30 a 34 años (015)",1083,1017,113,309,374,153,61,7,,,66,1823
"De 35 a 39 años (016)",1085,1044,82,206,368,244,119,21,4,,41,2338
"De 40 a 44 años (017)",980,943,57,133,267,232,196,45,11,2,37,2620
"De 45 a 49 años (018)",792,770,30,84,188,159,215,72,18,4,22,2529
"De 50 y más años (019)",1739,1572,75,135,229,284,433,252,109,55,167,6477
"Ocupada (020)",7636,7060,1253,1461,1673,1087,1006,382,138,60,576,16694
"De 12 a 14 años (021)",37,37,36,1,,,,,,,,1
