"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ASUNCION (000)",2370,24,685,879,568,214
"Empleado (001)",449,2,101,260,85,1
"Obrero (002)",431,2,165,166,73,25
"Trabajador independiente (003)",1067,4,233,352,332,146
"Empleador o patrono (004)",43,,8,14,14,7
"Trabajador familiar no remunerado (005)",219,15,106,39,38,21
"Trabajador del hogar (006)",69,1,33,15,13,7
"Desocupado (008)",92,,39,33,13,7
"Hombres (009)",1771,16,491,641,454,169
"Empleado (010)",241,,47,140,54,
"Obrero (011)",378,2,150,143,63,20
"Trabajador independiente (012)",916,2,184,305,300,125
"Empleador o patrono (013)",41,,8,12,14,7
"Trabajador familiar no remunerado (014)",113,12,68,12,12,9
"Trabajador del hogar (015)",5,,2,2,,1
"Desocupado (017)",77,,32,27,11,7
"Mujeres (018)",599,8,194,238,114,45
"Empleado (019)",208,2,54,120,31,1
"Obrero (020)",53,,15,23,10,5
"Trabajador independiente (021)",151,2,49,47,32,21
"Empleador o patrono (022)",2,,,2,,
"Trabajador familiar no remunerado (023)",106,3,38,27,26,12
"Trabajador del hogar (024)",64,1,31,13,13,6
"Desocupado (026)",15,,7,6,2,
,,,,,,
"URBANA (027)",847,11,261,379,157,39
"Empleado (028)",329,2,79,182,65,1
"Obrero (029)",161,2,69,65,18,7
"Trabajador independiente (030)",247,1,68,102,55,21
"Empleador o patrono (031)",11,,1,4,3,3
"Trabajador familiar no remunerado (032)",48,6,17,11,11,3
"Trabajador del hogar (033)",25,,15,5,3,2
"Desocupado (035)",26,,12,10,2,2
"Hombres (036)",536,7,164,230,110,25
"Empleado (037)",163,,35,88,40,
"Obrero (038)",145,2,66,54,18,5
"Trabajador independiente (039)",177,,46,77,42,12
"Empleador o patrono (040)",10,,1,3,3,3
"Trabajador familiar no remunerado (041)",20,5,6,1,5,3
"Trabajador del hogar (042)",1,,1,,,
"Desocupado (044)",20,,9,7,2,2
"Mujeres (045)",311,4,97,149,47,14
"Empleado (046)",166,2,44,94,25,1
"Obrero (047)",16,,3,11,,2
"Trabajador independiente (048)",70,1,22,25,13,9
"Empleador o patrono (049)",1,,,1,,
"Trabajador familiar no remunerado (050)",28,1,11,10,6,
"Trabajador del hogar (051)",24,,14,5,3,2
"Desocupado (053)",6,,3,3,,
,,,,,,
"RURAL (054)",1523,13,424,500,411,175
"Empleado (055)",120,,22,78,20,
"Obrero (056)",270,,96,101,55,18
"Trabajador independiente (057)",820,3,165,250,277,125
"Empleador o patrono (058)",32,,7,10,11,4
"Trabajador familiar no remunerado (059)",171,9,89,28,27,18
"Trabajador del hogar (060)",44,1,18,10,10,5
"Desocupado (062)",66,,27,23,11,5
"Hombres (063)",1235,9,327,411,344,144
"Empleado (064)",78,,12,52,14,
"Obrero (065)",233,,84,89,45,15
"Trabajador independiente (066)",739,2,138,228,258,113
"Empleador o patrono (067)",31,,7,9,11,4
"Trabajador familiar no remunerado (068)",93,7,62,11,7,6
"Trabajador del hogar (069)",4,,1,2,,1
"Desocupado (071)",57,,23,20,9,5
"Mujeres (072)",288,4,97,89,67,31
"Empleado (073)",42,,10,26,6,
"Obrero (074)",37,,12,12,10,3
"Trabajador independiente (075)",81,1,27,22,19,12
"Empleador o patrono (076)",1,,,1,,
"Trabajador familiar no remunerado (077)",78,2,27,17,20,12
"Trabajador del hogar (078)",40,1,17,8,10,4
"Desocupado (080)",9,,4,3,2,
