"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia BARRANCA (000)",104495,8595,22859,5401,67888
"Conviviente (001)",28204,2213,4677,1080,20278
"Separado(a) (002)",4498,324,661,191,3326
"Casado(a) (003)",28222,1239,10470,2074,14575
"Viudo(a) (004)",4401,249,1676,290,2194
"Divorciado(a) (005)",391,22,94,33,242
"Soltero(a) (006)",38779,4548,5281,1733,27273
"Hombres (008)",52318,3713,11928,3295,33539
"Conviviente (009)",13715,726,2687,712,9622
"Separado(a) (010)",1509,51,311,114,1035
"Casado(a) (011)",13903,527,5506,1277,6683
"Viudo(a) (012)",1210,74,525,88,527
"Divorciado(a) (013)",171,7,53,13,98
"Soltero(a) (014)",21810,2328,2846,1091,15574
"Mujeres (016)",52177,4882,10931,2106,34349
"Conviviente (017)",14489,1487,1990,368,10656
"Separado(a) (018)",2989,273,350,77,2291
"Casado(a) (019)",14319,712,4964,797,7892
"Viudo(a) (020)",3191,175,1151,202,1667
"Divorciado(a) (021)",220,15,41,20,144
"Soltero(a) (022)",16969,2220,2435,642,11699
,,,,,
"URBANA (024)",89455,6923,20361,5187,57226
"Conviviente (025)",23087,1780,3953,1023,16372
"Separado(a) (026)",3968,287,584,180,2921
"Casado(a) (027)",24747,1049,9485,1986,12361
"Viudo(a) (028)",3813,209,1480,276,1856
"Divorciado(a) (029)",361,21,82,33,225
"Soltero(a) (030)",33479,3577,4777,1689,23491
"Hombres (032)",44360,2960,10463,3155,27935
"Conviviente (033)",11151,581,2221,670,7708
"Separado(a) (034)",1325,43,274,109,901
"Casado(a) (035)",12144,458,4946,1218,5611
"Viudo(a) (036)",1038,65,457,85,435
"Divorciado(a) (037)",155,7,44,13,91
"Soltero(a) (038)",18547,1806,2521,1060,13189
"Mujeres (040)",45095,3963,9898,2032,29291
"Conviviente (041)",11936,1199,1732,353,8664
"Separado(a) (042)",2643,244,310,71,2020
"Casado(a) (043)",12603,591,4539,768,6750
"Viudo(a) (044)",2775,144,1023,191,1421
"Divorciado(a) (045)",206,14,38,20,134
"Soltero(a) (046)",14932,1771,2256,629,10302
,,,,,
"RURAL (048)",15040,1672,2498,214,10662
"Conviviente (049)",5117,433,724,57,3906
"Separado(a) (050)",530,37,77,11,405
"Casado(a) (051)",3475,190,985,88,2214
"Viudo(a) (052)",588,40,196,14,338
"Divorciado(a) (053)",30,1,12,,17
"Soltero(a) (054)",5300,971,504,44,3782
"Hombres (056)",7958,753,1465,140,5604
"Conviviente (057)",2564,145,466,42,1914
"Separado(a) (058)",184,8,37,5,134
"Casado(a) (059)",1759,69,560,59,1072
"Viudo(a) (060)",172,9,68,3,92
"Divorciado(a) (061)",16,,9,,7
"Soltero(a) (062)",3263,522,325,31,2385
"Mujeres (064)",7082,919,1033,74,5058
"Conviviente (065)",2553,288,258,15,1992
"Separado(a) (066)",346,29,40,6,271
"Casado(a) (067)",1716,121,425,29,1142
"Viudo(a) (068)",416,31,128,11,246
"Divorciado(a) (069)",14,1,3,,10
"Soltero(a) (070)",2037,449,179,13,1397
