"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia GENERAL SANCHEZ CERRO",,,
"Viviendas particulares (001)",7599,4233,3366
"Ocupantes presentes (002)",24250,14408,9842
"Casa independiente",,,
"Viviendas particulares (004)",7144,4100,3044
"Ocupantes presentes (005)",23199,14059,9140
"Departamento en edificio",,,
"Viviendas particulares (007)",3,3,
"Ocupantes presentes (008)",5,5,
"Vivienda en quinta",,,
"Viviendas particulares (010)",6,6,
"Ocupantes presentes (011)",7,7,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",120,104,16
"Ocupantes presentes (014)",332,297,35
"Choza o cabaña",,,
"Viviendas particulares (016)",308,12,296
"Ocupantes presentes (017)",675,29,646
"Vivienda improvisada",,,
"Viviendas particulares (019)",2,,2
"Ocupantes presentes (020)",4,,4
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",10,5,5
"Ocupantes presentes (023)",17,6,11
"Otro tipo",,,
"Viviendas particulares (025)",6,3,3
"Ocupantes presentes (026)",11,5,6
,,,
URBANA,,,
"Viviendas particulares (028)",3154,2328,826
"Ocupantes presentes (029)",10714,8187,2527
"Casa independiente",,,
"Viviendas particulares (031)",3013,2208,805
"Ocupantes presentes (032)",10349,7868,2481
"Departamento en edificio",,,
"Viviendas particulares (034)",3,3,
"Ocupantes presentes (035)",5,5,
"Vivienda en quinta",,,
"Viviendas particulares (037)",6,6,
"Ocupantes presentes (038)",7,7,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",120,104,16
"Ocupantes presentes (041)",332,297,35
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",2,,2
"Ocupantes presentes (047)",4,,4
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",6,4,2
"Ocupantes presentes (050)",8,5,3
"Otro tipo",,,
"Viviendas particulares (052)",4,3,1
"Ocupantes presentes (053)",9,5,4
,,,
RURAL,,,
"Viviendas particulares (055)",4445,1905,2540
"Ocupantes presentes (056)",13536,6221,7315
"Casa independiente",,,
"Viviendas particulares (058)",4131,1892,2239
"Ocupantes presentes (059)",12850,6191,6659
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",308,12,296
"Ocupantes presentes (071)",675,29,646
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",4,1,3
"Ocupantes presentes (077)",9,1,8
"Otro tipo",,,
"Viviendas particulares (079)",2,,2
"Ocupantes presentes (080)",2,,2
