"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ABANCAY (000)",90364,13026,2373,29870,26837,2830,3423,5967,6038
"Quechua (001)",43425,8879,606,17504,12162,923,1024,1120,1207
"Aymara (002)",189,31,4,53,51,10,9,9,22
"Ashaninca (003)",15,3,1,5,4,,1,1,
"Otra lengua nativa (004)",32,10,,9,7,1,,3,2
"Castellano (005)",46510,3984,1756,12274,14607,1895,2387,4824,4783
"Idioma extranjero (006)",41,2,1,4,2,1,1,8,22
"Es sordomudo/a (007)",152,117,5,21,4,,1,2,2
"Hombres (009)",44682,4607,1178,14925,14360,1438,1705,3208,3261
"Quechua (010)",21084,2581,280,8722,6922,506,600,690,783
"Aymara (011)",91,9,2,20,27,6,4,4,19
"Ashaninca (012)",9,2,,3,2,,1,1,
"Otra lengua nativa (013)",13,2,,5,4,1,,,1
"Castellano (014)",23391,1961,893,6161,7401,924,1099,2507,2445
"Idioma extranjero (015)",23,,1,3,1,1,1,5,11
"Es sordomudo/a (016)",71,52,2,11,3,,,1,2
"Mujeres (018)",45682,8419,1195,14945,12477,1392,1718,2759,2777
"Quechua (019)",22341,6298,326,8782,5240,417,424,430,424
"Aymara (020)",98,22,2,33,24,4,5,5,3
"Ashaninca (021)",6,1,1,2,2,,,,
"Otra lengua nativa (022)",19,8,,4,3,,,3,1
"Castellano (023)",23119,2023,863,6113,7206,971,1288,2317,2338
"Idioma extranjero (024)",18,2,,1,1,,,3,11
"Es sordomudo/a (025)",81,65,3,10,1,,1,1,
,,,,,,,,,
"URBANA (027)",57445,5381,1535,15105,18355,2484,3174,5645,5766
"Quechua (028)",18274,2349,111,5626,6436,759,883,1011,1099
"Aymara (029)",167,25,2,47,46,9,9,7,22
"Ashaninca (030)",10,2,1,1,4,,1,1,
"Otra lengua nativa (031)",21,5,,5,5,1,,3,2
"Castellano (032)",38869,2959,1415,9410,11860,1714,2279,4613,4619
"Idioma extranjero (033)",40,2,1,4,1,1,1,8,22
"Es sordomudo/a (034)",64,39,5,12,3,,1,2,2
"Hombres (036)",27904,1918,766,7072,9243,1237,1550,3014,3104
"Quechua (037)",8455,420,52,2404,3349,399,506,619,706
"Aymara (038)",80,8,1,16,25,5,4,2,19
"Ashaninca (039)",6,2,,,2,,1,1,
"Otra lengua nativa (040)",8,1,,2,3,1,,,1
"Castellano (041)",19307,1475,710,4640,5862,831,1038,2386,2365
"Idioma extranjero (042)",22,,1,3,,1,1,5,11
"Es sordomudo/a (043)",26,12,2,7,2,,,1,2
"Mujeres (045)",29541,3463,769,8033,9112,1247,1624,2631,2662
"Quechua (046)",9819,1929,59,3222,3087,360,377,392,393
"Aymara (047)",87,17,1,31,21,4,5,5,3
"Ashaninca (048)",4,,1,1,2,,,,
"Otra lengua nativa (049)",13,4,,3,2,,,3,1
"Castellano (050)",19562,1484,705,4770,5998,883,1241,2227,2254
"Idioma extranjero (051)",18,2,,1,1,,,3,11
"Es sordomudo/a (052)",38,27,3,5,1,,1,1,
,,,,,,,,,
"RURAL (054)",32919,7645,838,14765,8482,346,249,322,272
"Quechua (055)",25151,6530,495,11878,5726,164,141,109,108
"Aymara (056)",22,6,2,6,5,1,,2,
"Ashaninca (057)",5,1,,4,,,,,
"Otra lengua nativa (058)",11,5,,4,2,,,,
"Castellano (059)",7641,1025,341,2864,2747,181,108,211,164
"Idioma extranjero (060)",1,,,,1,,,,
"Es sordomudo/a (061)",88,78,,9,1,,,,
"Hombres (063)",16778,2689,412,7853,5117,201,155,194,157
"Quechua (064)",12629,2161,228,6318,3573,107,94,71,77
"Aymara (065)",11,1,1,4,2,1,,2,
"Ashaninca (066)",3,,,3,,,,,
"Otra lengua nativa (067)",5,1,,3,1,,,,
"Castellano (068)",4084,486,183,1521,1539,93,61,121,80
"Idioma extranjero (069)",1,,,,1,,,,
"Es sordomudo/a (070)",45,40,,4,1,,,,
"Mujeres (072)",16141,4956,426,6912,3365,145,94,128,115
"Quechua (073)",12522,4369,267,5560,2153,57,47,38,31
"Aymara (074)",11,5,1,2,3,,,,
"Ashaninca (075)",2,1,,1,,,,,
"Otra lengua nativa (076)",6,4,,1,1,,,,
"Castellano (077)",3557,539,158,1343,1208,88,47,90,84
"Es sordomudo/a (079)",43,38,,5,,,,,
