"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ILO (000)",57224,10423,16749,15232,11269,3551
"Hombres (001)",28931,5272,8323,7529,5835,1972
"Mujeres (002)",28293,5151,8426,7703,5434,1579
"PEA (003)",28096,161,8356,11192,7511,876
"Hombres (004)",17746,92,5075,6900,5066,613
"Mujeres (005)",10350,69,3281,4292,2445,263
"Ocupada (006)",26126,155,7411,10552,7168,840
"Hombres (007)",16445,87,4504,6472,4802,580
"Mujeres (008)",9681,68,2907,4080,2366,260
"Desocupada (009)",1970,6,945,640,343,36
"Hombres (010)",1301,5,571,428,264,33
"Mujeres (011)",669,1,374,212,79,3
"No PEA (012)",29128,10262,8393,4040,3758,2675
"Hombres (013)",11185,5180,3248,629,769,1359
"Mujeres (014)",17943,5082,5145,3411,2989,1316
,,,,,,
"URBANA (018)",56529,10387,16364,15100,11160,3518
"Hombres (019)",28362,5250,7982,7415,5760,1955
"Mujeres (020)",28167,5137,8382,7685,5400,1563
"PEA (021)",27758,159,8265,11074,7410,850
"Hombres (022)",17472,90,5000,6792,4991,599
"Mujeres (023)",10286,69,3265,4282,2419,251
"Ocupada (024)",25791,154,7321,10434,7068,814
"Hombres (025)",16173,86,4429,6364,4728,566
"Mujeres (026)",9618,68,2892,4070,2340,248
"Desocupada (027)",1967,5,944,640,342,36
"Hombres (028)",1299,4,571,428,263,33
"Mujeres (029)",668,1,373,212,79,3
"No PEA (030)",28771,10228,8099,4026,3750,2668
"Hombres (031)",10890,5160,2982,623,769,1356
"Mujeres (032)",17881,5068,5117,3403,2981,1312
,,,,,,
"RURAL (036)",695,36,385,132,109,33
"Hombres (037)",569,22,341,114,75,17
"Mujeres (038)",126,14,44,18,34,16
"PEA (039)",338,2,91,118,101,26
"Hombres (040)",274,2,75,108,75,14
"Mujeres (041)",64,,16,10,26,12
"Ocupada (042)",335,1,90,118,100,26
"Hombres (043)",272,1,75,108,74,14
"Mujeres (044)",63,,15,10,26,12
"Desocupada (045)",3,1,1,,1,
"Hombres (046)",2,1,,,1,
"Mujeres (047)",1,,1,,,
"No PEA (048)",357,34,294,14,8,7
"Hombres (049)",295,20,266,6,,3
"Mujeres (050)",62,14,28,8,8,4
