"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CORONGO (000)",7358,1760,1918,1520,1332,828
"Hombres (001)",3756,904,1016,774,672,390
"Mujeres (002)",3602,856,902,746,660,438
"PEA (003)",2582,23,715,884,711,249
"Hombres (004)",2059,14,579,685,573,208
"Mujeres (005)",523,9,136,199,138,41
"Ocupada (006)",2510,23,676,865,701,245
"Hombres (007)",1998,14,546,669,564,205
"Mujeres (008)",512,9,130,196,137,40
"Desocupada (009)",72,,39,19,10,4
"Hombres (010)",61,,33,16,9,3
"Mujeres (011)",11,,6,3,1,1
"No PEA (012)",4776,1737,1203,636,621,579
"Hombres (013)",1697,890,437,89,99,182
"Mujeres (014)",3079,847,766,547,522,397
,,,,,,
"URBANA (018)",3694,785,872,798,732,507
"Hombres (019)",1892,418,454,424,367,229
"Mujeres (020)",1802,367,418,374,365,278
"PEA (021)",1429,11,346,512,416,144
"Hombres (022)",1069,7,259,375,312,116
"Mujeres (023)",360,4,87,137,104,28
"Ocupada (024)",1389,11,328,501,408,141
"Hombres (025)",1036,7,246,365,304,114
"Mujeres (026)",353,4,82,136,104,27
"Desocupada (027)",40,,18,11,8,3
"Hombres (028)",33,,13,10,8,2
"Mujeres (029)",7,,5,1,,1
"No PEA (030)",2265,774,526,286,316,363
"Hombres (031)",823,411,195,49,55,113
"Mujeres (032)",1442,363,331,237,261,250
,,,,,,
"RURAL (036)",3664,975,1046,722,600,321
"Hombres (037)",1864,486,562,350,305,161
"Mujeres (038)",1800,489,484,372,295,160
"PEA (039)",1153,12,369,372,295,105
"Hombres (040)",990,7,320,310,261,92
"Mujeres (041)",163,5,49,62,34,13
"Ocupada (042)",1121,12,348,364,293,104
"Hombres (043)",962,7,300,304,260,91
"Mujeres (044)",159,5,48,60,33,13
"Desocupada (045)",32,,21,8,2,1
"Hombres (046)",28,,20,6,1,1
"Mujeres (047)",4,,1,2,1,
"No PEA (048)",2511,963,677,350,305,216
"Hombres (049)",874,479,242,40,44,69
"Mujeres (050)",1637,484,435,310,261,147
