"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CONCEPCION (000)",52546,4134,780,22029,17722,2163,2369,1351,1998
"Hombres (001)",25411,875,356,10125,9937,1104,1195,751,1068
"Mujeres (002)",27135,3259,424,11904,7785,1059,1174,600,930
"PEA (003)",19753,1038,14,5907,7764,1084,1733,689,1524
"Hombres (004)",12996,438,5,3818,5684,686,1014,461,890
"Mujeres (005)",6757,600,9,2089,2080,398,719,228,634
"Ocupada (006)",18961,1015,13,5722,7410,1038,1639,665,1459
"Hombres (007)",12466,424,4,3689,5422,653,966,445,863
"Mujeres (008)",6495,591,9,2033,1988,385,673,220,596
"Desocupada (009)",792,23,1,185,354,46,94,24,65
"Hombres (010)",530,14,1,129,262,33,48,16,27
"Mujeres (011)",262,9,,56,92,13,46,8,38
"No PEA (012)",32793,3096,766,16122,9958,1079,636,662,474
"Hombres (013)",12415,437,351,6307,4253,418,181,290,178
"Mujeres (014)",20378,2659,415,9815,5705,661,455,372,296
,,,,,,,,,
"URBANA (018)",27297,1353,396,9157,10166,1614,1843,1116,1652
"Hombres (019)",12936,246,186,4089,5346,782,852,588,847
"Mujeres (020)",14361,1107,210,5068,4820,832,991,528,805
"PEA (021)",11574,404,9,2584,4577,832,1348,563,1257
"Hombres (022)",6722,104,3,1312,3024,495,718,357,709
"Mujeres (023)",4852,300,6,1272,1553,337,630,206,548
"Ocupada (024)",11123,395,8,2509,4381,802,1280,545,1203
"Hombres (025)",6458,100,2,1266,2894,477,685,346,688
"Mujeres (026)",4665,295,6,1243,1487,325,595,199,515
"Desocupada (027)",451,9,1,75,196,30,68,18,54
"Hombres (028)",264,4,1,46,130,18,33,11,21
"Mujeres (029)",187,5,,29,66,12,35,7,33
"No PEA (030)",15723,949,387,6573,5589,782,495,553,395
"Hombres (031)",6214,142,183,2777,2322,287,134,231,138
"Mujeres (032)",9509,807,204,3796,3267,495,361,322,257
,,,,,,,,,
"RURAL (036)",25249,2781,384,12872,7556,549,526,235,346
"Hombres (037)",12475,629,170,6036,4591,322,343,163,221
"Mujeres (038)",12774,2152,214,6836,2965,227,183,72,125
"PEA (039)",8179,634,5,3323,3187,252,385,126,267
"Hombres (040)",6274,334,2,2506,2660,191,296,104,181
"Mujeres (041)",1905,300,3,817,527,61,89,22,86
"Ocupada (042)",7838,620,5,3213,3029,236,359,120,256
"Hombres (043)",6008,324,2,2423,2528,176,281,99,175
"Mujeres (044)",1830,296,3,790,501,60,78,21,81
"Desocupada (045)",341,14,,110,158,16,26,6,11
"Hombres (046)",266,10,,83,132,15,15,5,6
"Mujeres (047)",75,4,,27,26,1,11,1,5
"No PEA (048)",17070,2147,379,9549,4369,297,141,109,79
"Hombres (049)",6201,295,168,3530,1931,131,47,59,40
"Mujeres (050)",10869,1852,211,6019,2438,166,94,50,39
