"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia NAZCA (000)",24035,6234,6500,8682,408,767,531,913
"Agric., ganadería, caza y silvicultura (001)",3736,52,1958,1364,80,282,,
"Pesca (002)",289,,33,247,7,2,,
"Explotación de minas y canteras (003)",2706,518,1610,539,37,2,,
"Industrias manufactureras (004)",1088,114,406,533,22,13,,
"Suministro de electricidad, gas y agua (005)",70,29,36,5,,,,
"Construcción (006)",1664,93,1074,465,24,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",4359,844,256,2838,103,318,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",583,90,202,244,26,21,,
"Comercio al por mayor (009)",228,102,19,89,4,14,,
"Comercio al por menor (010)",3548,652,35,2505,73,283,,
"Hoteles y restaurantes (011)",1433,616,91,619,58,49,,
"Trans., almac. y comunicaciones (012)",2281,634,365,1223,31,28,,
"Intermediación financiera (013)",117,111,4,1,1,,,
"Activid.inmobil., empres. y alquileres (014)",1162,797,135,202,23,5,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",734,626,108,,,,,
"Enseñanza (016)",1058,1007,2,47,1,1,,
"Servicios sociales y de salud (017)",343,279,8,53,2,1,,
"Otras activ. serv.comun.soc y personales (018)",788,336,94,338,8,12,,
"Hogares privados con servicio doméstico (019)",531,,,,,,531,
"Organiz. y organos extraterritoriales (020)",1,1,,,,,,
"Actividad economica no especificada (021)",762,177,320,208,11,46,,
"Desocupado (022)",913,,,,,,,913
"Hombres (023)",16109,3492,5681,5670,270,336,76,584
"Agric., ganadería, caza y silvicultura (024)",2803,45,1440,1103,65,150,,
"Pesca (025)",274,,33,232,7,2,,
"Explotación de minas y canteras (026)",2560,441,1581,503,33,2,,
"Industrias manufactureras (027)",882,92,376,387,17,10,,
"Suministro de electricidad, gas y agua (028)",66,26,35,5,,,,
"Construcción (029)",1623,82,1052,460,21,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",1984,394,249,1197,52,92,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",527,69,198,224,23,13,,
"Comercio al por mayor (032)",136,64,19,49,3,1,,
"Comercio al por menor (033)",1321,261,32,924,26,78,,
"Hoteles y restaurantes (034)",406,204,35,134,21,12,,
"Trans., almac. y comunicaciones (035)",2068,495,354,1171,27,21,,
"Intermediación financiera (036)",58,54,3,,1,,,
"Activid.inmobil., empres. y alquileres (037)",823,554,112,139,14,4,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",468,396,72,,,,,
"Enseñanza (039)",366,349,2,15,,,,
"Servicios sociales y de salud (040)",122,89,3,30,,,,
"Otras activ. serv.comun.soc y personales (041)",442,180,76,174,4,8,,
"Hogares privados con servicio doméstico (042)",76,,,,,,76,
"Organiz. y organos extraterritoriales (043)",1,1,,,,,,
"Actividad economica no especificada (044)",503,90,258,120,8,27,,
"Desocupado (045)",584,,,,,,,584
"Mujeres (046)",7926,2742,819,3012,138,431,455,329
"Agric., ganadería, caza y silvicultura (047)",933,7,518,261,15,132,,
"Pesca (048)",15,,,15,,,,
"Explotación de minas y canteras (049)",146,77,29,36,4,,,
"Industrias manufactureras (050)",206,22,30,146,5,3,,
"Suministro de electricidad, gas y agua (051)",4,3,1,,,,,
"Construcción (052)",41,11,22,5,3,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",2375,450,7,1641,51,226,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",56,21,4,20,3,8,,
"Comercio al por mayor (055)",92,38,,40,1,13,,
"Comercio al por menor (056)",2227,391,3,1581,47,205,,
"Hoteles y restaurantes (057)",1027,412,56,485,37,37,,
"Trans., almac. y comunicaciones (058)",213,139,11,52,4,7,,
"Intermediación financiera (059)",59,57,1,1,,,,
"Activid.inmobil., empres. y alquileres (060)",339,243,23,63,9,1,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",266,230,36,,,,,
"Enseñanza (062)",692,658,,32,1,1,,
"Servicios sociales y de salud (063)",221,190,5,23,2,1,,
"Otras activ. serv.comun.soc y personales (064)",346,156,18,164,4,4,,
"Hogares privados con servicio doméstico (065)",455,,,,,,455,
"Actividad economica no especificada (067)",259,87,62,88,3,19,,
,,,,,,,,
"URBANA (068)",21167,6022,5132,7750,383,589,500,791
"Agric., ganadería, caza y silvicultura (069)",1883,39,904,759,63,118,,
"Pesca (070)",285,,33,243,7,2,,
"Explotación de minas y canteras (071)",2504,500,1508,459,36,1,,
"Industrias manufactureras (072)",1052,108,391,518,22,13,,
"Suministro de electricidad, gas y agua (073)",68,27,36,5,,,,
"Construcción (074)",1622,92,1046,452,24,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",4223,818,250,2740,101,314,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",561,83,198,234,25,21,,
"Comercio al por mayor (077)",224,102,19,85,4,14,,
"Comercio al por menor (078)",3438,633,33,2421,72,279,,
"Hoteles y restaurantes (079)",1400,603,84,607,58,48,,
"Trans., almac. y comunicaciones (080)",2196,622,350,1167,29,28,,
"Intermediación financiera (081)",116,110,4,1,1,,,
"Activid.inmobil., empres. y alquileres (082)",1112,756,131,199,21,5,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",718,613,105,,,,,
"Enseñanza (084)",1018,969,2,45,1,1,,
"Servicios sociales y de salud (085)",338,275,8,52,2,1,,
"Otras activ. serv.comun.soc y personales (086)",750,321,84,325,8,12,,
"Hogares privados con servicio doméstico (087)",500,,,,,,500,
"Organiz. y organos extraterritoriales (088)",1,1,,,,,,
"Actividad economica no especificada (089)",590,168,196,178,10,38,,
"Desocupado (090)",791,,,,,,,791
"Hombres (091)",13958,3365,4624,4925,248,236,71,489
"Agric., ganadería, caza y silvicultura (092)",1384,33,654,588,50,59,,
"Pesca (093)",270,,33,228,7,2,,
"Explotación de minas y canteras (094)",2368,429,1482,424,32,1,,
"Industrias manufactureras (095)",855,86,365,377,17,10,,
"Suministro de electricidad, gas y agua (096)",65,25,35,5,,,,
"Construcción (097)",1582,81,1025,447,21,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",1927,384,243,1160,50,90,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",508,64,194,215,22,13,,
"Comercio al por mayor (100)",133,64,19,46,3,1,,
"Comercio al por menor (101)",1286,256,30,899,25,76,,
"Hoteles y restaurantes (102)",400,202,32,133,21,12,,
"Trans., almac. y comunicaciones (103)",1989,487,339,1117,25,21,,
"Intermediación financiera (104)",57,53,3,,1,,,
"Activid.inmobil., empres. y alquileres (105)",781,519,108,137,13,4,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",459,389,70,,,,,
"Enseñanza (107)",352,336,2,14,,,,
"Servicios sociales y de salud (108)",121,88,3,30,,,,
"Otras activ. serv.comun.soc y personales (109)",415,169,68,166,4,8,,
