"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia HUAYTARA",,,,,,,,
"Viviendas particulares (001)",6777,6231,457,8,11,61,6,3
"Ocupantes presentes (002)",21756,20054,1484,32,32,126,18,10
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",5504,5024,400,7,9,56,6,2
"Ocupantes presentes (005)",17146,15640,1314,28,29,113,18,4
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",6,,3,1,,2,,
"Ocupantes presentes (008)",24,,14,4,,6,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",18,,18,,,,,
"Ocupantes presentes (011)",61,,61,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",34,9,24,,,1,,
"Ocupantes presentes (014)",105,35,67,,,3,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",1197,1186,8,,,2,,1
"Ocupantes presentes (017)",4387,4357,20,,,4,,6
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",3,3,,,,,,
"Ocupantes presentes (020)",5,5,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",11,5,4,,2,,,
"Ocupantes presentes (023)",18,7,8,,3,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",4,4,,,,,,
"Ocupantes presentes (026)",10,10,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",1965,1618,300,7,3,36,1,
"Ocupantes presentes (029)",6453,5348,982,29,14,77,3,
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",1901,1605,253,6,3,33,1,
"Ocupantes presentes (032)",6253,5307,836,25,14,68,3,
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",6,,3,1,,2,,
"Ocupantes presentes (035)",24,,14,4,,6,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",18,,18,,,,,
"Ocupantes presentes (038)",61,,61,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",34,9,24,,,1,,
"Ocupantes presentes (041)",105,35,67,,,3,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",3,3,,,,,,
"Ocupantes presentes (047)",5,5,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",2,,2,,,,,
"Ocupantes presentes (050)",4,,4,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (052)",1,1,,,,,,
"Ocupantes presentes (053)",1,1,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",4812,4613,157,1,8,25,5,3
"Ocupantes presentes (056)",15303,14706,502,3,18,49,15,10
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",3603,3419,147,1,6,23,5,2
"Ocupantes presentes (059)",10893,10333,478,3,15,45,15,4
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",1197,1186,8,,,2,,1
"Ocupantes presentes (071)",4387,4357,20,,,4,,6
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",9,5,2,,2,,,
"Ocupantes presentes (077)",14,7,4,,3,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",3,3,,,,,,
"Ocupantes presentes (080)",9,9,,,,,,
