"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia MARAÑON (000)",6126,634,513,3732,117,1044,86
"Sin nivel (001)",683,2,35,497,10,129,10
"Educación inicial (002)",8,,2,4,,1,1
"Primaria (003)",3117,10,258,2176,63,566,44
"Secundaria (004)",1564,69,193,915,39,318,30
"Superior no univ. incompleta (005)",90,35,10,32,1,11,1
"Superior no univ. completa (006)",325,263,3,46,2,11,
"Superior univ. incompleta (007)",97,45,9,37,1,5,
"Superior univ. completa (008)",242,210,3,25,1,3,
"Hombres (010)",5256,402,471,3423,114,808,38
"Sin nivel (011)",512,1,28,412,10,61,
"Educación inicial (012)",7,,2,4,,1,
"Primaria (013)",2834,6,240,2046,61,455,26
"Secundaria (014)",1404,51,179,856,39,268,11
"Superior no univ. incompleta (015)",68,20,8,29,1,9,1
"Superior no univ. completa (016)",195,154,3,29,1,8,
"Superior univ. incompleta (017)",69,29,8,27,1,4,
"Superior univ. completa (018)",167,141,3,20,1,2,
"Mujeres (020)",870,232,42,309,3,236,48
"Sin nivel (021)",171,1,7,85,,68,10
"Educación inicial (022)",1,,,,,,1
"Primaria (023)",283,4,18,130,2,111,18
"Secundaria (024)",160,18,14,59,,50,19
"Superior no univ. incompleta (025)",22,15,2,3,,2,
"Superior no univ. completa (026)",130,109,,17,1,3,
"Superior univ. incompleta (027)",28,16,1,10,,1,
"Superior univ. completa (028)",75,69,,5,,1,
,,,,,,,
"URBANA (030)",1202,439,91,489,6,142,35
"Sin nivel (031)",64,1,3,34,,17,9
"Primaria (033)",344,9,42,223,1,57,12
"Secundaria (034)",326,57,35,157,4,59,14
"Superior no univ. incompleta (035)",44,23,5,14,,2,
"Superior no univ. completa (036)",185,156,1,22,1,5,
"Superior univ. incompleta (037)",63,35,4,23,,1,
"Superior univ. completa (038)",176,158,1,16,,1,
"Hombres (040)",847,272,84,396,5,88,2
"Sin nivel (041)",27,,1,20,,6,
"Primaria (043)",276,5,39,195,1,35,1
"Secundaria (044)",253,40,33,134,4,41,1
"Superior no univ. incompleta (045)",30,12,5,11,,2,
"Superior no univ. completa (046)",98,86,1,9,,2,
"Superior univ. incompleta (047)",43,25,4,13,,1,
"Superior univ. completa (048)",120,104,1,14,,1,
"Mujeres (050)",355,167,7,93,1,54,33
"Sin nivel (051)",37,1,2,14,,11,9
"Primaria (053)",68,4,3,28,,22,11
"Secundaria (054)",73,17,2,23,,18,13
"Superior no univ. incompleta (055)",14,11,,3,,,
"Superior no univ. completa (056)",87,70,,13,1,3,
"Superior univ. incompleta (057)",20,10,,10,,,
"Superior univ. completa (058)",56,54,,2,,,
,,,,,,,
"RURAL (060)",4924,195,422,3243,111,902,51
"Sin nivel (061)",619,1,32,463,10,112,1
"Educación inicial (062)",8,,2,4,,1,1
"Primaria (063)",2773,1,216,1953,62,509,32
"Secundaria (064)",1238,12,158,758,35,259,16
"Superior no univ. incompleta (065)",46,12,5,18,1,9,1
"Superior no univ. completa (066)",140,107,2,24,1,6,
"Superior univ. incompleta (067)",34,10,5,14,1,4,
"Superior univ. completa (068)",66,52,2,9,1,2,
"Hombres (070)",4409,130,387,3027,109,720,36
"Sin nivel (071)",485,1,27,392,10,55,
"Educación inicial (072)",7,,2,4,,1,
"Primaria (073)",2558,1,201,1851,60,420,25
"Secundaria (074)",1151,11,146,722,35,227,10
"Superior no univ. incompleta (075)",38,8,3,18,1,7,1
"Superior no univ. completa (076)",97,68,2,20,1,6,
"Superior univ. incompleta (077)",26,4,4,14,1,3,
"Superior univ. completa (078)",47,37,2,6,1,1,
"Mujeres (080)",515,65,35,216,2,182,15
"Sin nivel (081)",134,,5,71,,57,1
"Educación inicial (082)",1,,,,,,1
"Primaria (083)",215,,15,102,2,89,7
"Secundaria (084)",87,1,12,36,,32,6
"Superior no univ. incompleta (085)",8,4,2,,,2,
"Superior no univ. completa (086)",43,39,,4,,,
"Superior univ. incompleta (087)",8,6,1,,,1,
"Superior univ. completa (088)",19,15,,3,,1,
