"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MANU (000)",18723,2646,1089,298,14728
"Sin Nivel (001)",2162,516,99,18,1530
"Educación Inicial (002)",555,177,20,1,357
"Primaria (003)",5857,1161,260,55,4388
"Secundaria (004)",7290,637,286,109,6269
"Sup. no Univ. Incompleta (005)",1016,62,49,24,881
"Sup. no Univ. Completa (006)",848,33,172,29,620
"Sup. Univ. Incompleta (007)",434,27,50,17,344
"Sup. Univ. Completa (008)",561,33,153,45,339
"Hombres (010)",10817,1278,596,207,8764
"Sin Nivel (011)",982,229,43,9,701
"Educación Inicial (012)",265,96,7,1,161
"Primaria (013)",3128,574,132,35,2392
"Secundaria (014)",4588,287,171,76,4063
"Sup. no Univ. Incompleta (015)",679,38,33,20,588
"Sup. no Univ. Completa (016)",502,15,86,21,383
"Sup. Univ. Incompleta (017)",309,17,37,15,244
"Sup. Univ. Completa (018)",364,22,87,30,232
"Mujeres (020)",7906,1368,493,91,5964
"Sin Nivel (021)",1180,287,56,9,829
"Educación Inicial (022)",290,81,13,,196
"Primaria (023)",2729,587,128,20,1996
"Secundaria (024)",2702,350,115,33,2206
"Sup. no Univ. Incompleta (025)",337,24,16,4,293
"Sup. no Univ. Completa (026)",346,18,86,8,237
"Sup. Univ. Incompleta (027)",125,10,13,2,100
"Sup. Univ. Completa (028)",197,11,66,15,107
,,,,,
"URBANA (030)",6704,914,597,123,5079
"Sin Nivel (031)",707,144,58,8,497
"Educación Inicial (032)",209,60,14,1,134
"Primaria (033)",2060,392,150,20,1498
"Secundaria (034)",2455,261,129,44,2022
"Sup. no Univ. Incompleta (035)",428,19,31,13,365
"Sup. no Univ. Completa (036)",370,13,88,15,257
"Sup. Univ. Incompleta (037)",190,15,28,9,138
"Sup. Univ. Completa (038)",285,10,99,13,168
"Hombres (040)",3440,429,297,82,2638
"Sin Nivel (041)",305,64,25,4,212
"Educación Inicial (042)",101,33,4,1,63
"Primaria (043)",955,188,66,13,688
"Secundaria (044)",1333,113,72,27,1122
"Sup. no Univ. Incompleta (045)",253,9,19,11,214
"Sup. no Univ. Completa (046)",194,5,41,10,139
"Sup. Univ. Incompleta (047)",132,8,18,9,97
"Sup. Univ. Completa (048)",167,9,52,7,103
"Mujeres (050)",3264,485,300,41,2441
"Sin Nivel (051)",402,80,33,4,285
"Educación Inicial (052)",108,27,10,,71
"Primaria (053)",1105,204,84,7,810
"Secundaria (054)",1122,148,57,17,900
"Sup. no Univ. Incompleta (055)",175,10,12,2,151
"Sup. no Univ. Completa (056)",176,8,47,5,118
"Sup. Univ. Incompleta (057)",58,7,10,,41
"Sup. Univ. Completa (058)",118,1,47,6,65
,,,,,
"RURAL (060)",12019,1732,492,175,9649
"Sin Nivel (061)",1455,372,41,10,1033
"Educación Inicial (062)",346,117,6,,223
"Primaria (063)",3797,769,110,35,2890
"Secundaria (064)",4835,376,157,65,4247
"Sup. no Univ. Incompleta (065)",588,43,18,11,516
"Sup. no Univ. Completa (066)",478,20,84,14,363
"Sup. Univ. Incompleta (067)",244,12,22,8,206
"Sup. Univ. Completa (068)",276,23,54,32,171
"Hombres (070)",7377,849,299,125,6126
"Sin Nivel (071)",677,165,18,5,489
"Educación Inicial (072)",164,63,3,,98
"Primaria (073)",2173,386,66,22,1704
"Secundaria (074)",3255,174,99,49,2941
"Sup. no Univ. Incompleta (075)",426,29,14,9,374
"Sup. no Univ. Completa (076)",308,10,45,11,244
"Sup. Univ. Incompleta (077)",177,9,19,6,147
"Sup. Univ. Completa (078)",197,13,35,23,129
"Mujeres (080)",4642,883,193,50,3523
"Sin Nivel (081)",778,207,23,5,544
"Educación Inicial (082)",182,54,3,,125
"Primaria (083)",1624,383,44,13,1186
"Secundaria (084)",1580,202,58,16,1306
"Sup. no Univ. Incompleta (085)",162,14,4,2,142
"Sup. no Univ. Completa (086)",170,10,39,3,119
"Sup. Univ. Incompleta (087)",67,3,3,2,59
"Sup. Univ. Completa (088)",79,10,19,9,42
