"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia LA MAR",,,,,,,,,
"Viviendas particulares (001)",633,415,78,17,53,5,5,4,56
"Ocupantes presentes (002)",2599,1635,347,64,195,36,23,28,271
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",548,340,77,17,49,4,5,4,52
"Ocupantes presentes (005)",2318,1387,345,64,181,32,23,28,258
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",72,69,,,,1,,,2
"Ocupantes presentes (011)",229,219,,,,4,,,6
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",6,1,1,,3,,,,1
"Ocupantes presentes (014)",23,9,2,,9,,,,3
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",3,3,,,,,,,
"Ocupantes presentes (017)",11,11,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",4,2,,,1,,,,1
"Ocupantes presentes (023)",18,9,,,5,,,,4
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",378,245,44,8,32,4,5,3,37
"Ocupantes presentes (029)",1564,956,211,29,115,29,23,20,181
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",296,173,43,8,28,3,5,3,33
"Ocupantes presentes (032)",1294,719,209,29,101,25,23,20,168
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",72,69,,,,1,,,2
"Ocupantes presentes (038)",229,219,,,,4,,,6
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",6,1,1,,3,,,,1
"Ocupantes presentes (041)",23,9,2,,9,,,,3
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,2,,,1,,,,1
"Ocupantes presentes (050)",18,9,,,5,,,,4
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",255,170,34,9,21,1,,1,19
"Ocupantes presentes (056)",1035,679,136,35,80,7,,8,90
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",252,167,34,9,21,1,,1,19
"Ocupantes presentes (059)",1024,668,136,35,80,7,,8,90
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",3,3,,,,,,,
"Ocupantes presentes (071)",11,11,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
