"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CAMANA (000)",52061,907,13950,14055,11406,8536,3207
"Jefe o Jefa (001)",15013,,26,2499,5419,5096,1973
"Esposa(o) / compañera(o) (002)",8526,,16,2121,3442,2353,594
"Hijo(a) / hijastro(a) (003)",20096,632,11111,6631,1366,350,6
"Yerno / nuera (004)",654,,8,333,259,51,3
"Nieto(a) (005)",2392,207,1788,375,20,2,
"Padres / suegros (006)",604,,,,18,156,430
"Otro(a) pariente (007)",3453,58,852,1426,580,373,164
"Trabajador(a) del hogar (008)",133,,13,98,15,5,2
"Pensionistas (009)",50,,2,27,13,5,3
"Otro(a) no pariente (010)",1140,10,134,545,274,145,32
"Hombres (011)",26933,461,7178,7130,5871,4594,1699
"Jefe o Jefa (012)",11300,,16,1925,4131,3836,1392
"Esposa(o) / compañera(o) (013)",553,,10,142,201,163,37
"Hijo(a) / hijastro(a) (014)",10433,326,5726,3473,725,179,4
"Yerno / nuera (015)",338,,3,116,179,39,1
"Nieto(a) (016)",1231,103,930,186,11,1,
"Padres / suegros (017)",208,,,,7,50,151
"Otro(a) pariente (018)",2047,27,427,901,392,213,87
"Trabajador(a) del hogar (019)",29,,3,20,4,1,1
"Pensionistas (020)",32,,,16,8,5,3
"Otro(a) no pariente (021)",762,5,63,351,213,107,23
"Mujeres (022)",25128,446,6772,6925,5535,3942,1508
"Jefe o Jefa (023)",3713,,10,574,1288,1260,581
"Esposa(o) / compañera(o) (024)",7973,,6,1979,3241,2190,557
"Hijo(a) / hijastro(a) (025)",9663,306,5385,3158,641,171,2
"Yerno / nuera (026)",316,,5,217,80,12,2
"Nieto(a) (027)",1161,104,858,189,9,1,
"Padres / suegros (028)",396,,,,11,106,279
"Otro(a) pariente (029)",1406,31,425,525,188,160,77
"Trabajador(a) del hogar (030)",104,,10,78,11,4,1
"Pensionistas (031)",18,,2,11,5,,
"Otro(a) no pariente (032)",378,5,71,194,61,38,9
,,,,,,,
"URBANA (033)",43808,744,12011,11234,9588,7415,2816
"Jefe o Jefa (034)",12266,,22,1682,4450,4415,1697
"Esposa(o) / compañera(o) (035)",7149,,13,1534,2983,2090,529
"Hijo(a) / hijastro(a) (036)",17460,497,9438,5930,1265,325,5
"Yerno / nuera (037)",605,,7,307,239,49,3
"Nieto(a) (038)",2215,189,1660,347,17,2,
"Padres / suegros (039)",548,,,,15,131,402
"Otro(a) pariente (040)",2585,50,737,949,409,289,151
"Trabajador(a) del hogar (041)",127,,13,94,14,4,2
"Pensionistas (042)",46,,2,23,13,5,3
"Otro(a) no pariente (043)",807,8,119,368,183,105,24
"Hombres (044)",21976,374,6181,5397,4702,3869,1453
"Jefe o Jefa (045)",8936,,13,1193,3304,3253,1173
"Esposa(o) / compañera(o) (046)",486,,8,129,168,147,34
"Hijo(a) / hijastro(a) (047)",9001,248,4865,3053,670,162,3
"Yerno / nuera (048)",316,,3,109,166,37,1
"Nieto(a) (049)",1147,98,866,171,11,1,
"Padres / suegros (050)",183,,,,5,38,140
"Otro(a) pariente (051)",1375,23,367,513,239,153,80
"Trabajador(a) del hogar (052)",25,,3,18,3,,1
"Pensionistas (053)",28,,,12,8,5,3
"Otro(a) no pariente (054)",479,5,56,199,128,73,18
"Mujeres (055)",21832,370,5830,5837,4886,3546,1363
"Jefe o Jefa (056)",3330,,9,489,1146,1162,524
"Esposa(o) / compañera(o) (057)",6663,,5,1405,2815,1943,495
"Hijo(a) / hijastro(a) (058)",8459,249,4573,2877,595,163,2
"Yerno / nuera (059)",289,,4,198,73,12,2
"Nieto(a) (060)",1068,91,794,176,6,1,
"Padres / suegros (061)",365,,,,10,93,262
"Otro(a) pariente (062)",1210,27,370,436,170,136,71
"Trabajador(a) del hogar (063)",102,,10,76,11,4,1
"Pensionistas (064)",18,,2,11,5,,
"Otro(a) no pariente (065)",328,3,63,169,55,32,6
,,,,,,,
"RURAL (066)",8253,163,1939,2821,1818,1121,391
"Jefe o Jefa (067)",2747,,4,817,969,681,276
"Esposa(o) / compañera(o) (068)",1377,,3,587,459,263,65
"Hijo(a) / hijastro(a) (069)",2636,135,1673,701,101,25,1
"Yerno / nuera (070)",49,,1,26,20,2,
"Nieto(a) (071)",177,18,128,28,3,,
"Padres / suegros (072)",56,,,,3,25,28
"Otro(a) pariente (073)",868,8,115,477,171,84,13
"Trabajador(a) del hogar (074)",6,,,4,1,1,
"Pensionistas (075)",4,,,4,,,
"Otro(a) no pariente (076)",333,2,15,177,91,40,8
"Hombres (077)",4957,87,997,1733,1169,725,246
"Jefe o Jefa (078)",2364,,3,732,827,583,219
"Esposa(o) / compañera(o) (079)",67,,2,13,33,16,3
"Hijo(a) / hijastro(a) (080)",1432,78,861,420,55,17,1
"Yerno / nuera (081)",22,,,7,13,2,
"Nieto(a) (082)",84,5,64,15,,,
"Padres / suegros (083)",25,,,,2,12,11
"Otro(a) pariente (084)",672,4,60,388,153,60,7
"Trabajador(a) del hogar (085)",4,,,2,1,1,
"Pensionistas (086)",4,,,4,,,
"Otro(a) no pariente (087)",283,,7,152,85,34,5
"Mujeres (088)",3296,76,942,1088,649,396,145
"Jefe o Jefa (089)",383,,1,85,142,98,57
"Esposa(o) / compañera(o) (090)",1310,,1,574,426,247,62
"Hijo(a) / hijastro(a) (091)",1204,57,812,281,46,8,
"Yerno / nuera (092)",27,,1,19,7,,
"Nieto(a) (093)",93,13,64,13,3,,
"Padres / suegros (094)",31,,,,1,13,17
"Otro(a) pariente (095)",196,4,55,89,18,24,6
"Trabajador(a) del hogar (096)",2,,,2,,,
"Otro(a) no pariente (098)",50,2,8,25,6,6,3
