"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia UCAYALI (000)",21074,737,7589,7030,4634,1084
"Empleado (001)",2757,14,937,1258,523,25
"Obrero (002)",3476,106,1577,1100,598,95
"Trabajador independiente (003)",9592,39,2748,3380,2662,763
"Empleador o patrono (004)",599,,190,195,164,50
"Trabajador familiar no remunerado (005)",3489,514,1568,774,523,110
"Trabajador del hogar (006)",440,28,242,106,58,6
"Desocupado (008)",721,36,327,217,106,35
"Hombres (009)",14923,495,5295,4933,3350,850
"Empleado (010)",1653,6,510,764,352,21
"Obrero (011)",2755,86,1246,886,463,74
"Trabajador independiente (012)",7680,25,2071,2705,2227,652
"Empleador o patrono (013)",477,,146,164,129,38
"Trabajador familiar no remunerado (014)",1751,351,1051,229,87,33
"Trabajador del hogar (015)",37,3,20,8,5,1
"Desocupado (017)",570,24,251,177,87,31
"Mujeres (018)",6151,242,2294,2097,1284,234
"Empleado (019)",1104,8,427,494,171,4
"Obrero (020)",721,20,331,214,135,21
"Trabajador independiente (021)",1912,14,677,675,435,111
"Empleador o patrono (022)",122,,44,31,35,12
"Trabajador familiar no remunerado (023)",1738,163,517,545,436,77
"Trabajador del hogar (024)",403,25,222,98,53,5
"Desocupado (026)",151,12,76,40,19,4
,,,,,,
"URBANA (027)",11877,340,4125,4083,2712,617
"Empleado (028)",2209,13,740,991,442,23
"Obrero (029)",1820,38,776,596,361,49
"Trabajador independiente (030)",5195,35,1446,1832,1458,424
"Empleador o patrono (031)",266,,81,76,85,24
"Trabajador familiar no remunerado (032)",1638,208,715,381,264,70
"Trabajador del hogar (033)",301,23,165,73,35,5
"Desocupado (035)",448,23,202,134,67,22
"Hombres (036)",8103,214,2776,2748,1889,476
"Empleado (037)",1328,6,406,599,297,20
"Obrero (038)",1513,32,654,500,287,40
"Trabajador independiente (039)",3944,21,1044,1377,1145,357
"Empleador o patrono (040)",202,,59,60,65,18
"Trabajador familiar no remunerado (041)",766,135,460,108,42,21
"Trabajador del hogar (042)",27,2,16,5,3,1
"Desocupado (044)",323,18,137,99,50,19
"Mujeres (045)",3774,126,1349,1335,823,141
"Empleado (046)",881,7,334,392,145,3
"Obrero (047)",307,6,122,96,74,9
"Trabajador independiente (048)",1251,14,402,455,313,67
"Empleador o patrono (049)",64,,22,16,20,6
"Trabajador familiar no remunerado (050)",872,73,255,273,222,49
"Trabajador del hogar (051)",274,21,149,68,32,4
"Desocupado (053)",125,5,65,35,17,3
,,,,,,
"RURAL (054)",9197,397,3464,2947,1922,467
"Empleado (055)",548,1,197,267,81,2
"Obrero (056)",1656,68,801,504,237,46
"Trabajador independiente (057)",4397,4,1302,1548,1204,339
"Empleador o patrono (058)",333,,109,119,79,26
"Trabajador familiar no remunerado (059)",1851,306,853,393,259,40
"Trabajador del hogar (060)",139,5,77,33,23,1
"Desocupado (062)",273,13,125,83,39,13
"Hombres (063)",6820,281,2519,2185,1461,374
"Empleado (064)",325,,104,165,55,1
"Obrero (065)",1242,54,592,386,176,34
"Trabajador independiente (066)",3736,4,1027,1328,1082,295
"Empleador o patrono (067)",275,,87,104,64,20
"Trabajador familiar no remunerado (068)",985,216,591,121,45,12
"Trabajador del hogar (069)",10,1,4,3,2,
"Desocupado (071)",247,6,114,78,37,12
"Mujeres (072)",2377,116,945,762,461,93
"Empleado (073)",223,1,93,102,26,1
"Obrero (074)",414,14,209,118,61,12
"Trabajador independiente (075)",661,,275,220,122,44
"Empleador o patrono (076)",58,,22,15,15,6
"Trabajador familiar no remunerado (077)",866,90,262,272,214,28
"Trabajador del hogar (078)",129,4,73,30,21,1
"Desocupado (080)",26,7,11,5,2,1
