"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SANTA CRUZ (000)",38668,10003,9858,7981,6699,4127
"Hombres (001)",19341,5120,5137,3855,3190,2039
"Mujeres (002)",19327,4883,4721,4126,3509,2088
"PEA (003)",11753,143,3345,4026,3056,1183
"Hombres (004)",9402,115,2691,3105,2476,1015
"Mujeres (005)",2351,28,654,921,580,168
"Ocupada (006)",11122,121,3033,3863,2953,1152
"Hombres (007)",8870,98,2451,2956,2380,985
"Mujeres (008)",2252,23,582,907,573,167
"Desocupada (009)",631,22,312,163,103,31
"Hombres (010)",532,17,240,149,96,30
"Mujeres (011)",99,5,72,14,7,1
"No PEA (012)",26915,9860,6513,3955,3643,2944
"Hombres (013)",9939,5005,2446,750,714,1024
"Mujeres (014)",16976,4855,4067,3205,2929,1920
,,,,,,
"URBANA (018)",8191,1878,2097,2031,1430,755
"Hombres (019)",4055,952,1009,993,731,370
"Mujeres (020)",4136,926,1088,1038,699,385
"PEA (021)",3195,28,748,1383,829,207
"Hombres (022)",2119,15,485,869,586,164
"Mujeres (023)",1076,13,263,514,243,43
"Ocupada (024)",3066,26,686,1341,811,202
"Hombres (025)",2023,13,443,838,570,159
"Mujeres (026)",1043,13,243,503,241,43
"Desocupada (027)",129,2,62,42,18,5
"Hombres (028)",96,2,42,31,16,5
"Mujeres (029)",33,,20,11,2,
"No PEA (030)",4996,1850,1349,648,601,548
"Hombres (031)",1936,937,524,124,145,206
"Mujeres (032)",3060,913,825,524,456,342
,,,,,,
"RURAL (036)",30477,8125,7761,5950,5269,3372
"Hombres (037)",15286,4168,4128,2862,2459,1669
"Mujeres (038)",15191,3957,3633,3088,2810,1703
"PEA (039)",8558,115,2597,2643,2227,976
"Hombres (040)",7283,100,2206,2236,1890,851
"Mujeres (041)",1275,15,391,407,337,125
"Ocupada (042)",8056,95,2347,2522,2142,950
"Hombres (043)",6847,85,2008,2118,1810,826
"Mujeres (044)",1209,10,339,404,332,124
"Desocupada (045)",502,20,250,121,85,26
"Hombres (046)",436,15,198,118,80,25
"Mujeres (047)",66,5,52,3,5,1
"No PEA (048)",21919,8010,5164,3307,3042,2396
"Hombres (049)",8003,4068,1922,626,569,818
"Mujeres (050)",13916,3942,3242,2681,2473,1578
