"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia SANDIA (000)",20751,53905,46761,,1185,86.7,2.2
"De 12 a 14 años (001)",2250,14,14,,,100,
"De 15 a 19 años (002)",2907,427,417,159,97.7,37.2,
"De 20 a 24 años (003)",2459,2130,2048,322,96.2,15.1,
"De 25 a 29 años (004)",2401,4188,3970,296,94.8,7.1,
"De 30 a 34 años (005)",2016,5309,4954,201,93.3,3.8,
"De 35 a 39 años (006)",1999,7129,6511,138,91.3,1.9,
"De 40 a 44 años (007)",1643,7279,6550,57,90,0.8,
"De 45 a 49 años (008)",1306,6564,5748,12,87.6,0.2,
"De 50 y más años (009)",3770,20865,16549,,79.3,,
"PEA (010)",9629,30222,26255,497,86.9,1.6,
"De 12 a 14 años (011)",99,2,2,,100,,
"De 15 a 19 años (012)",747,169,166,64,98.2,37.9,
"De 20 a 24 años (013)",1181,912,879,109,96.4,12,
"De 25 a 29 años (014)",1296,2125,2006,129,94.4,6.1,
"De 30 a 34 años (015)",1198,2960,2774,96,93.7,3.2,
"De 35 a 39 años (016)",1188,4085,3739,70,91.5,1.7,
"De 40 a 44 años (017)",978,4216,3789,22,89.9,0.5,
"De 45 a 49 años (018)",814,3992,3520,7,88.2,0.2,
"De 50 y más años (019)",2128,11761,9380,,79.8,,
"Ocupada (020)",9440,30089,26130,491,86.8,1.6,
"De 12 a 14 años (021)",93,2,2,,100,,
"De 15 a 19 años (022)",696,167,164,62,98.2,37.1,
"De 20 a 24 años (023)",1124,896,863,108,96.3,12.1,
"De 25 a 29 años (024)",1264,2099,1981,127,94.4,6.1,
"De 30 a 34 años (025)",1186,2946,2761,96,93.7,3.3,
"De 35 a 39 años (026)",1176,4068,3723,69,91.5,1.7,
"De 40 a 44 años (027)",973,4209,3782,22,89.9,0.5,
"De 45 a 49 años (028)",809,3973,3502,7,88.1,0.2,
"De 50 y más años (029)",2119,11729,9352,,79.7,,
"Desocupada (030)",189,133,125,6,94,4.5,
"De 12 a 14 años (031)",6,,,,,,
"De 15 a 19 años (032)",51,2,2,2,100,100,
"De 20 a 24 años (033)",57,16,16,1,100,6.3,
"De 25 a 29 años (034)",32,26,25,2,96.2,7.7,
"De 30 a 34 años (035)",12,14,13,,92.9,,
"De 35 a 39 años (036)",12,17,16,1,94.1,5.9,
