"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CARABAYA (000)",51601,9064,10880,11026,8654,5124,6853
"Católica (001)",42843,7535,9079,9159,7179,4259,5632
"Cristiana/Evangélica (002)",3072,492,597,632,557,339,455
"Otra (003)",4470,706,898,981,776,455,654
"Ninguna (004)",1216,331,306,254,142,71,112
"Hombres (006)",26909,4790,5568,5679,4678,2748,3446
"Católica (007)",22400,3994,4649,4723,3870,2287,2877
"Cristiana/Evangélica (008)",1564,259,289,341,289,179,207
"Otra (009)",2253,350,445,477,428,245,308
"Ninguna (010)",692,187,185,138,91,37,54
"Mujeres (012)",24692,4274,5312,5347,3976,2376,3407
"Católica (013)",20443,3541,4430,4436,3309,1972,2755
"Cristiana/Evangélica (014)",1508,233,308,291,268,160,248
"Otra (015)",2217,356,453,504,348,210,346
"Ninguna (016)",524,144,121,116,51,34,58
,,,,,,,
"URBANA (018)",20992,4031,4315,4579,3616,2048,2403
"Católica (019)",17876,3395,3707,3924,3096,1739,2015
"Cristiana/Evangélica (020)",1210,223,220,258,210,137,162
"Otra (021)",1418,299,247,289,244,145,194
"Ninguna (022)",488,114,141,108,66,27,32
"Hombres (024)",10575,2114,2126,2208,1898,1093,1136
"Católica (025)",9022,1790,1822,1893,1624,919,974
"Cristiana/Evangélica (026)",610,121,104,136,106,76,67
"Otra (027)",652,140,111,116,124,83,78
"Ninguna (028)",291,63,89,63,44,15,17
"Mujeres (030)",10417,1917,2189,2371,1718,955,1267
"Católica (031)",8854,1605,1885,2031,1472,820,1041
"Cristiana/Evangélica (032)",600,102,116,122,104,61,95
"Otra (033)",766,159,136,173,120,62,116
"Ninguna (034)",197,51,52,45,22,12,15
,,,,,,,
"RURAL (036)",30609,5033,6565,6447,5038,3076,4450
"Católica (037)",24967,4140,5372,5235,4083,2520,3617
"Cristiana/Evangélica (038)",1862,269,377,374,347,202,293
"Otra (039)",3052,407,651,692,532,310,460
"Ninguna (040)",728,217,165,146,76,44,80
"Hombres (042)",16334,2676,3442,3471,2780,1655,2310
"Católica (043)",13378,2204,2827,2830,2246,1368,1903
"Cristiana/Evangélica (044)",954,138,185,205,183,103,140
"Otra (045)",1601,210,334,361,304,162,230
"Ninguna (046)",401,124,96,75,47,22,37
"Mujeres (048)",14275,2357,3123,2976,2258,1421,2140
"Católica (049)",11589,1936,2545,2405,1837,1152,1714
"Cristiana/Evangélica (050)",908,131,192,169,164,99,153
"Otra (051)",1451,197,317,331,228,148,230
"Ninguna (052)",327,93,69,71,29,22,43
