"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MARAÑON (000)",22277,3420,494,12653,4611,170,402,242,285
"Hombres (001)",11484,864,262,6883,2814,100,224,153,184
"Mujeres (002)",10793,2556,232,5770,1797,70,178,89,101
"PEA (003)",6389,714,8,3272,1625,91,335,101,243
"Hombres (004)",5467,534,7,2961,1456,69,199,73,168
"Mujeres (005)",922,180,1,311,169,22,136,28,75
"Ocupada (006)",6180,693,8,3156,1569,90,325,97,242
"Hombres (007)",5300,518,7,2869,1407,68,195,69,167
"Mujeres (008)",880,175,1,287,162,22,130,28,75
"Desocupada (009)",209,21,,116,56,1,10,4,1
"Hombres (010)",167,16,,92,49,1,4,4,1
"Mujeres (011)",42,5,,24,7,,6,,
"No PEA (012)",15888,2706,486,9381,2986,79,67,141,42
"Hombres (013)",6017,330,255,3922,1358,31,25,80,16
"Mujeres (014)",9871,2376,231,5459,1628,48,42,61,26
,,,,,,,,,
"URBANA (018)",3524,255,59,1507,1068,65,218,152,200
"Hombres (019)",1832,45,29,798,584,35,113,98,130
"Mujeres (020)",1692,210,30,709,484,30,105,54,70
"PEA (021)",1252,65,,371,339,45,188,67,177
"Hombres (022)",883,28,,297,260,31,99,47,121
"Mujeres (023)",369,37,,74,79,14,89,20,56
"Ocupada (024)",1217,64,,356,329,44,185,63,176
"Hombres (025)",857,27,,285,254,30,98,43,120
"Mujeres (026)",360,37,,71,75,14,87,20,56
"Desocupada (027)",35,1,,15,10,1,3,4,1
"Hombres (028)",26,1,,12,6,1,1,4,1
"Mujeres (029)",9,,,3,4,,2,,
"No PEA (030)",2272,190,59,1136,729,20,30,85,23
"Hombres (031)",949,17,29,501,324,4,14,51,9
"Mujeres (032)",1323,173,30,635,405,16,16,34,14
,,,,,,,,,
"RURAL (036)",18753,3165,435,11146,3543,105,184,90,85
"Hombres (037)",9652,819,233,6085,2230,65,111,55,54
"Mujeres (038)",9101,2346,202,5061,1313,40,73,35,31
"PEA (039)",5137,649,8,2901,1286,46,147,34,66
"Hombres (040)",4584,506,7,2664,1196,38,100,26,47
"Mujeres (041)",553,143,1,237,90,8,47,8,19
"Ocupada (042)",4963,629,8,2800,1240,46,140,34,66
"Hombres (043)",4443,491,7,2584,1153,38,97,26,47
"Mujeres (044)",520,138,1,216,87,8,43,8,19
"Desocupada (045)",174,20,,101,46,,7,,
"Hombres (046)",141,15,,80,43,,3,,
"Mujeres (047)",33,5,,21,3,,4,,
"No PEA (048)",13616,2516,427,8245,2257,59,37,56,19
"Hombres (049)",5068,313,226,3421,1034,27,11,29,7
"Mujeres (050)",8548,2203,201,4824,1223,32,26,27,12
