"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ABANCAY (000)",33077,746,10369,12282,7913,1767
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",89,,5,37,41,6
"Profes., científicos e intelectuales (002)",4713,,845,2610,1219,39
"Técnicos de nivel medio y trab.asimilados (003)",1481,1,533,591,327,29
"Jefes y empleados de oficina (004)",1476,,538,573,351,14
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",4944,116,1599,1799,1188,242
"Agricult.trabaj. calif. agrop. y pesqueros (006)",4928,15,837,1668,1691,717
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1539,37,632,481,316,73
"Obreros construc., conf., papel, fab., instr. (008)",2622,3,965,1086,507,61
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",8860,560,3402,2575,1823,500
"Otra (010)",215,,38,135,42,
"Ocupación no especificada (011)",685,2,223,225,182,53
"Desocupado (012)",1525,12,752,502,226,33
"Hombres (013)",21104,500,6401,7595,5249,1359
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",69,,1,32,31,5
"Profes., científicos e intelectuales (015)",2482,,411,1309,729,33
"Técnicos de nivel medio y trab.asimilados (016)",975,1,341,393,217,23
"Jefes y empleados de oficina (017)",728,,205,291,221,11
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",1541,55,590,519,306,71
"Agricult.trabaj. calif. agrop. y pesqueros (019)",4464,14,762,1527,1513,648
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",1292,35,542,394,260,61
"Obreros construc., conf., papel, fab., instr. (021)",2554,2,934,1062,497,59
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",5461,385,2020,1508,1157,391
"Otra (023)",208,,35,131,42,
"Ocupación no especificada (024)",345,1,117,108,93,26
"Desocupado (025)",985,7,443,321,183,31
"Mujeres (026)",11973,246,3968,4687,2664,408
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",20,,4,5,10,1
"Profes., científicos e intelectuales (028)",2231,,434,1301,490,6
"Técnicos de nivel medio y trab.asimilados (029)",506,,192,198,110,6
"Jefes y empleados de oficina (030)",748,,333,282,130,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",3403,61,1009,1280,882,171
"Agricult.trabaj. calif. agrop. y pesqueros (032)",464,1,75,141,178,69
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",247,2,90,87,56,12
