"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia TAMBOPATA",,,,,,,,,
"Viviendas particulares (001)",1744,944,267,140,196,66,45,41,45
"Ocupantes presentes (002)",7058,3812,1119,543,768,295,168,185,168
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1546,857,235,120,163,58,37,34,42
"Ocupantes presentes (005)",6399,3519,1007,492,659,271,145,146,160
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",8,7,,,,,1,,
"Ocupantes presentes (008)",33,32,,,,,1,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",46,11,9,7,6,7,1,3,2
"Ocupantes presentes (011)",135,30,38,15,12,19,1,16,4
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",115,46,18,13,26,1,6,4,1
"Ocupantes presentes (014)",381,150,49,36,93,5,21,23,4
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",8,8,,,,,,,
"Ocupantes presentes (017)",34,34,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",17,11,5,,1,,,,
"Ocupantes presentes (020)",66,37,25,,4,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",4,4,,,,,,,
"Ocupantes presentes (023)",10,10,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1685,888,267,140,196,65,45,41,43
"Ocupantes presentes (029)",6797,3558,1119,543,768,294,168,185,162
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1495,809,235,120,163,57,37,34,40
"Ocupantes presentes (032)",6172,3299,1007,492,659,270,145,146,154
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",8,7,,,,,1,,
"Ocupantes presentes (035)",33,32,,,,,1,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",46,11,9,7,6,7,1,3,2
"Ocupantes presentes (038)",135,30,38,15,12,19,1,16,4
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",115,46,18,13,26,1,6,4,1
"Ocupantes presentes (041)",381,150,49,36,93,5,21,23,4
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",17,11,5,,1,,,,
"Ocupantes presentes (047)",66,37,25,,4,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,4,,,,,,,
"Ocupantes presentes (050)",10,10,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",59,56,,,,1,,,2
"Ocupantes presentes (056)",261,254,,,,1,,,6
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",51,48,,,,1,,,2
"Ocupantes presentes (059)",227,220,,,,1,,,6
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",8,8,,,,,,,
"Ocupantes presentes (071)",34,34,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
