"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",3869,3082,347,244,196
"Hombres (001)",2615,2102,218,158,137
"Mujeres (002)",1254,980,129,86,59
"De 06 a 14 años (003)",69,65,4,,
"Hombres (004)",49,46,3,,
"Mujeres (005)",20,19,1,,
"De 15 a 29 años (006)",1076,860,90,52,74
"Hombres (007)",731,586,60,39,46
"Mujeres (008)",345,274,30,13,28
"De 30 a 44 años (009)",1214,868,148,119,79
"Hombres (010)",776,575,79,67,55
"Mujeres (011)",438,293,69,52,24
"De 45 a 64 años (012)",1031,827,96,69,39
"Hombres (013)",718,568,69,49,32
"Mujeres (014)",313,259,27,20,7
"De 65 y más años (015)",479,462,9,4,4
"Hombres (016)",341,327,7,3,4
"Mujeres (017)",138,135,2,1,
,,,,,
"URBANA (018)",2857,2165,285,233,174
"Hombres (019)",1853,1410,174,148,121
"Mujeres (020)",1004,755,111,85,53
"De 06 a 14 años (021)",60,56,4,,
"Hombres (022)",43,40,3,,
"Mujeres (023)",17,16,1,,
"De 15 a 29 años (024)",835,640,79,48,68
"Hombres (025)",551,422,51,35,43
"Mujeres (026)",284,218,28,13,25
"De 30 a 44 años (027)",904,607,113,115,69
"Hombres (028)",553,385,56,64,48
"Mujeres (029)",351,222,57,51,21
"De 45 a 64 años (030)",749,566,82,67,34
"Hombres (031)",504,372,58,47,27
"Mujeres (032)",245,194,24,20,7
"De 65 y más años (033)",309,296,7,3,3
"Hombres (034)",202,191,6,2,3
"Mujeres (035)",107,105,1,1,
,,,,,
"RURAL (036)",1012,917,62,11,22
"Hombres (037)",762,692,44,10,16
"Mujeres (038)",250,225,18,1,6
"De 06 a 14 años (039)",9,9,,,
"Hombres (040)",6,6,,,
"Mujeres (041)",3,3,,,
"De 15 a 29 años (042)",241,220,11,4,6
"Hombres (043)",180,164,9,4,3
"Mujeres (044)",61,56,2,,3
"De 30 a 44 años (045)",310,261,35,4,10
"Hombres (046)",223,190,23,3,7
"Mujeres (047)",87,71,12,1,3
"De 45 a 64 años (048)",282,261,14,2,5
"Hombres (049)",214,196,11,2,5
"Mujeres (050)",68,65,3,,
"De 65 y más años (051)",170,166,2,1,1
"Hombres (052)",139,136,1,1,1
"Mujeres (053)",31,30,1,,
