"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia TUMBES (000)",124584,24852,40296,30841,21228,7367
"Hombres (001)",63957,12679,20614,15545,11241,3878
"Mujeres (002)",60627,12173,19682,15296,9987,3489
"PEA (003)",54707,568,18124,20772,13049,2194
"Hombres (004)",38842,419,12860,14138,9580,1845
"Mujeres (005)",15865,149,5264,6634,3469,349
"Ocupada (006)",51729,530,16675,19857,12559,2108
"Hombres (007)",36729,393,11936,13459,9171,1770
"Mujeres (008)",15000,137,4739,6398,3388,338
"Desocupada (009)",2978,38,1449,915,490,86
"Hombres (010)",2113,26,924,679,409,75
"Mujeres (011)",865,12,525,236,81,11
"No PEA (012)",69877,24284,22172,10069,8179,5173
"Hombres (013)",25115,12260,7754,1407,1661,2033
"Mujeres (014)",44762,12024,14418,8662,6518,3140
,,,,,,
"URBANA (018)",114643,22969,37139,28549,19471,6515
"Hombres (019)",58754,11747,18984,14348,10302,3373
"Mujeres (020)",55889,11222,18155,14201,9169,3142
"PEA (021)",50631,524,16707,19449,12095,1856
"Hombres (022)",35391,379,11703,13031,8760,1518
"Mujeres (023)",15240,145,5004,6418,3335,338
"Ocupada (024)",47949,494,15419,18614,11643,1779
"Hombres (025)",33508,359,10887,12423,8387,1452
"Mujeres (026)",14441,135,4532,6191,3256,327
"Desocupada (027)",2682,30,1288,835,452,77
"Hombres (028)",1883,20,816,608,373,66
"Mujeres (029)",799,10,472,227,79,11
"No PEA (030)",64012,22445,20432,9100,7376,4659
"Hombres (031)",23363,11368,7281,1317,1542,1855
"Mujeres (032)",40649,11077,13151,7783,5834,2804
,,,,,,
"RURAL (036)",9941,1883,3157,2292,1757,852
"Hombres (037)",5203,932,1630,1197,939,505
"Mujeres (038)",4738,951,1527,1095,818,347
"PEA (039)",4076,44,1417,1323,954,338
"Hombres (040)",3451,40,1157,1107,820,327
"Mujeres (041)",625,4,260,216,134,11
"Ocupada (042)",3780,36,1256,1243,916,329
"Hombres (043)",3221,34,1049,1036,784,318
"Mujeres (044)",559,2,207,207,132,11
"Desocupada (045)",296,8,161,80,38,9
"Hombres (046)",230,6,108,71,36,9
"Mujeres (047)",66,2,53,9,2,
"No PEA (048)",5865,1839,1740,969,803,514
"Hombres (049)",1752,892,473,90,119,178
"Mujeres (050)",4113,947,1267,879,684,336
