"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUANCAVELICA (000)",3318,1037,2281
"Sin nivel (001)",137,17,120
"Educación inicial (002)",4,,4
"Primaria (003)",864,182,682
"Secundaria (004)",1516,579,937
"Superior no univ. incompleta (005)",123,38,85
"Superior no univ. completa (006)",267,77,190
"Superior univ. incompleta (007)",108,36,72
"Superior univ. completa (008)",299,108,191
"De 14 a 29 años (010)",1934,852,1082
"Sin nivel (011)",20,8,12
"Educación inicial (012)",2,,2
"Primaria (013)",303,129,174
"Secundaria (014)",1113,510,603
"Superior no univ. incompleta (015)",70,26,44
"Superior no univ. completa (016)",163,63,100
"Superior univ. incompleta (017)",71,29,42
"Superior univ. completa (018)",192,87,105
"De 30 a 44 años (020)",794,152,642
"Sin nivel (021)",34,5,29
"Educación inicial (022)",2,,2
"Primaria (023)",216,35,181
"Secundaria (024)",288,59,229
"Superior no univ. incompleta (025)",44,11,33
"Superior no univ. completa (026)",92,14,78
"Superior univ. incompleta (027)",29,7,22
"Superior univ. completa (028)",89,21,68
"De 45 a 64 años (030)",470,33,437
"Sin nivel (031)",49,4,45
"Primaria (033)",269,18,251
"Secundaria (034)",109,10,99
"Superior no univ. incompleta (035)",8,1,7
"Superior no univ. completa (036)",12,,12
"Superior univ. incompleta (037)",8,,8
"Superior univ. completa (038)",15,,15
"De 65 y más años (040)",120,,120
"Sin nivel (041)",34,,34
"Primaria (043)",76,,76
"Secundaria (044)",6,,6
"Superior no univ. incompleta (045)",1,,1
"Superior univ. completa (048)",3,,3
,,,
"AREA URBANA (050)",1741,513,1228
"Sin nivel (051)",42,6,36
"Primaria (053)",289,43,246
"Secundaria (054)",723,242,481
"Superior no univ. incompleta (055)",96,26,70
"Superior no univ. completa (056)",227,63,164
"Superior univ. incompleta (057)",95,34,61
"Superior univ. completa (058)",269,99,170
"De 14 a 29 años (060)",1015,429,586
"Sin nivel (061)",5,3,2
"Primaria (063)",76,31,45
"Secundaria (064)",501,216,285
"Superior no univ. incompleta (065)",57,19,38
"Superior no univ. completa (066)",141,54,87
"Superior univ. incompleta (067)",61,27,34
"Superior univ. completa (068)",174,79,95
"De 30 a 44 años (070)",452,71,381
"Sin nivel (071)",13,1,12
"Primaria (073)",71,7,64
"Secundaria (074)",157,20,137
"Superior no univ. incompleta (075)",32,7,25
"Superior no univ. completa (076)",75,9,66
"Superior univ. incompleta (077)",26,7,19
"Superior univ. completa (078)",78,20,58
"De 45 a 64 años (080)",225,13,212
"Sin nivel (081)",16,2,14
"Primaria (083)",109,5,104
"Secundaria (084)",61,6,55
"Superior no univ. incompleta (085)",6,,6
"Superior no univ. completa (086)",11,,11
"Superior univ. incompleta (087)",8,,8
"Superior univ. completa (088)",14,,14
"De 65 y más años (090)",49,,49
"Sin nivel (091)",8,,8
"Primaria (093)",33,,33
"Secundaria (094)",4,,4
"Superior no univ. incompleta (095)",1,,1
"Superior univ. completa (098)",3,,3
,,,
"AREA RURAL (100)",1577,524,1053
"Sin nivel (101)",95,11,84
"Educación inicial (102)",4,,4
"Primaria (103)",575,139,436
"Secundaria (104)",793,337,456
"Superior no univ. incompleta (105)",27,12,15
"Superior no univ. completa (106)",40,14,26
"Superior univ. incompleta (107)",13,2,11
"Superior univ. completa (108)",30,9,21
"De 14 a 29 años (110)",919,423,496
"Sin nivel (111)",15,5,10
"Educación inicial (112)",2,,2
"Primaria (113)",227,98,129
"Secundaria (114)",612,294,318
"Superior no univ. incompleta (115)",13,7,6
"Superior no univ. completa (116)",22,9,13
"Superior univ. incompleta (117)",10,2,8
"Superior univ. completa (118)",18,8,10
"De 30 a 44 años (120)",342,81,261
"Sin nivel (121)",21,4,17
"Educación inicial (122)",2,,2
"Primaria (123)",145,28,117
"Secundaria (124)",131,39,92
"Superior no univ. incompleta (125)",12,4,8
"Superior no univ. completa (126)",17,5,12
"Superior univ. incompleta (127)",3,,3
"Superior univ. completa (128)",11,1,10
"De 45 a 64 años (130)",245,20,225
"Sin nivel (131)",33,2,31
"Primaria (133)",160,13,147
"Secundaria (134)",48,4,44
"Superior no univ. incompleta (135)",2,1,1
"Superior no univ. completa (136)",1,,1
"Superior univ. completa (138)",1,,1
"De 65 y más años (140)",71,,71
"Sin nivel (141)",26,,26
"Primaria (143)",43,,43
"Secundaria (144)",2,,2
