"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia ACOMAYO",,,,,,,,,
"Viviendas particulares (001)",7409,1795,2530,1347,917,376,220,78,146
"Ocupantes presentes (002)",27217,5581,9257,5189,3780,1506,931,327,646
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",7168,1658,2460,1325,909,373,220,78,145
"Ocupantes presentes (005)",26430,5214,8995,5088,3744,1488,931,327,643
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",5,3,,,1,,,,1
"Ocupantes presentes (011)",20,9,,,8,,,,3
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",16,6,4,1,3,2,,,
"Ocupantes presentes (014)",62,16,11,4,14,17,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",215,124,65,21,4,1,,,
"Ocupantes presentes (017)",694,337,245,97,14,1,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,,
"Ocupantes presentes (020)",1,1,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",4,3,1,,,,,,
"Ocupantes presentes (023)",10,4,6,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4021,878,1297,725,538,250,152,60,121
"Ocupantes presentes (029)",14352,2633,4559,2668,2103,994,604,246,545
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",3995,865,1292,724,534,248,152,60,120
"Ocupantes presentes (032)",14259,2603,4542,2664,2081,977,604,246,542
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",5,3,,,1,,,,1
"Ocupantes presentes (038)",20,9,,,8,,,,3
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",16,6,4,1,3,2,,,
"Ocupantes presentes (041)",62,16,11,4,14,17,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,,
"Ocupantes presentes (047)",1,1,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,3,1,,,,,,
"Ocupantes presentes (050)",10,4,6,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",3388,917,1233,622,379,126,68,18,25
"Ocupantes presentes (056)",12865,2948,4698,2521,1677,512,327,81,101
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3173,793,1168,601,375,125,68,18,25
"Ocupantes presentes (059)",12171,2611,4453,2424,1663,511,327,81,101
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",215,124,65,21,4,1,,,
"Ocupantes presentes (071)",694,337,245,97,14,1,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
