"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CAYLLOMA (000)",32911,632,10954,11418,7609,2298
"Empleado (001)",3991,39,1863,1510,543,36
"Obrero (002)",10748,126,4712,3908,1724,278
"Trabajador independiente (003)",12401,67,2791,4425,3796,1322
"Empleador o patrono (004)",1103,5,120,320,453,205
"Trabajador familiar no remunerado (005)",4359,358,1278,1202,1070,451
"Trabajador del hogar (006)",309,37,190,53,23,6
"Hombres (008)",20176,393,6504,6893,4873,1513
"Empleado (009)",2204,19,881,891,386,27
"Obrero (010)",7407,95,3216,2683,1215,198
"Trabajador independiente (011)",7992,46,1656,2716,2612,962
"Empleador o patrono (012)",848,3,83,230,363,169
"Trabajador familiar no remunerado (013)",1689,222,649,369,294,155
"Trabajador del hogar (014)",36,8,19,4,3,2
"Mujeres (016)",12735,239,4450,4525,2736,785
"Empleado (017)",1787,20,982,619,157,9
"Obrero (018)",3341,31,1496,1225,509,80
"Trabajador independiente (019)",4409,21,1135,1709,1184,360
"Empleador o patrono (020)",255,2,37,90,90,36
"Trabajador familiar no remunerado (021)",2670,136,629,833,776,296
"Trabajador del hogar (022)",273,29,171,49,20,4
,,,,,,
"URBANA (024)",21243,421,7383,7741,4566,1132
"Empleado (025)",3382,36,1595,1279,444,28
"Obrero (026)",6525,74,2812,2375,1092,172
"Trabajador independiente (027)",8429,55,2087,3235,2371,681
"Empleador o patrono (028)",476,4,86,188,147,51
"Trabajador familiar no remunerado (029)",2189,224,652,625,491,197
"Trabajador del hogar (030)",242,28,151,39,21,3
"Hombres (032)",12531,257,4259,4426,2861,728
"Empleado (033)",1845,17,750,746,311,21
"Obrero (034)",4380,57,1905,1548,751,119
"Trabajador independiente (035)",5096,39,1205,1835,1540,477
"Empleador o patrono (036)",332,3,57,120,112,40
"Trabajador familiar no remunerado (037)",858,137,330,176,144,71
"Trabajador del hogar (038)",20,4,12,1,3,
"Mujeres (040)",8712,164,3124,3315,1705,404
"Empleado (041)",1537,19,845,533,133,7
"Obrero (042)",2145,17,907,827,341,53
"Trabajador independiente (043)",3333,16,882,1400,831,204
"Empleador o patrono (044)",144,1,29,68,35,11
"Trabajador familiar no remunerado (045)",1331,87,322,449,347,126
"Trabajador del hogar (046)",222,24,139,38,18,3
,,,,,,
"RURAL (048)",11668,211,3571,3677,3043,1166
"Empleado (049)",609,3,268,231,99,8
"Obrero (050)",4223,52,1900,1533,632,106
"Trabajador independiente (051)",3972,12,704,1190,1425,641
"Empleador o patrono (052)",627,1,34,132,306,154
"Trabajador familiar no remunerado (053)",2170,134,626,577,579,254
"Trabajador del hogar (054)",67,9,39,14,2,3
"Hombres (056)",7645,136,2245,2467,2012,785
"Empleado (057)",359,2,131,145,75,6
"Obrero (058)",3027,38,1311,1135,464,79
"Trabajador independiente (059)",2896,7,451,881,1072,485
"Empleador o patrono (060)",516,,26,110,251,129
"Trabajador familiar no remunerado (061)",831,85,319,193,150,84
"Trabajador del hogar (062)",16,4,7,3,,2
"Mujeres (064)",4023,75,1326,1210,1031,381
"Empleado (065)",250,1,137,86,24,2
"Obrero (066)",1196,14,589,398,168,27
"Trabajador independiente (067)",1076,5,253,309,353,156
"Empleador o patrono (068)",111,1,8,22,55,25
"Trabajador familiar no remunerado (069)",1339,49,307,384,429,170
"Trabajador del hogar (070)",51,5,32,11,2,1
