"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ANTABAMBA (000)",101,14,87
"Sin nivel (001)",6,1,5
"Primaria (003)",32,4,28
"Secundaria (004)",49,7,42
"Superior no univ. incompleta (005)",2,,2
"Superior no univ. completa (006)",5,1,4
"Superior univ. incompleta (007)",2,,2
"Superior univ. completa (008)",5,1,4
"De 14 a 29 años (010)",37,10,27
"Sin nivel (011)",1,,1
"Primaria (013)",11,3,8
"Secundaria (014)",18,6,12
"Superior no univ. completa (016)",4,1,3
"Superior univ. incompleta (017)",1,,1
"Superior univ. completa (018)",2,,2
"De 30 a 44 años (020)",39,2,37
"Sin nivel (021)",2,,2
"Primaria (023)",11,,11
"Secundaria (024)",23,1,22
"Superior no univ. completa (026)",1,,1
"Superior univ. completa (028)",2,1,1
"De 45 a 64 años (030)",17,2,15
"Sin nivel (031)",3,1,2
"Primaria (033)",6,1,5
"Secundaria (034)",4,,4
"Superior no univ. incompleta (035)",2,,2
"Superior univ. incompleta (037)",1,,1
"Superior univ. completa (038)",1,,1
"De 65 y más años (040)",8,,8
"Primaria (043)",4,,4
"Secundaria (044)",4,,4
,,,
"AREA URBANA (050)",79,13,66
"Sin nivel (051)",6,1,5
"Primaria (053)",23,3,20
"Secundaria (054)",40,7,33
"Superior no univ. completa (056)",4,1,3
"Superior univ. incompleta (057)",1,,1
"Superior univ. completa (058)",5,1,4
"De 14 a 29 años (060)",27,9,18
"Sin nivel (061)",1,,1
"Primaria (063)",7,2,5
"Secundaria (064)",14,6,8
"Superior no univ. completa (066)",3,1,2
"Superior univ. completa (068)",2,,2
"De 30 a 44 años (070)",32,2,30
"Sin nivel (071)",2,,2
"Primaria (073)",9,,9
"Secundaria (074)",18,1,17
"Superior no univ. completa (076)",1,,1
"Superior univ. completa (078)",2,1,1
"De 45 a 64 años (080)",14,2,12
"Sin nivel (081)",3,1,2
"Primaria (083)",5,1,4
"Secundaria (084)",4,,4
"Superior univ. incompleta (087)",1,,1
"Superior univ. completa (088)",1,,1
"De 65 y más años (090)",6,,6
"Primaria (093)",2,,2
"Secundaria (094)",4,,4
,,,
"AREA RURAL (100)",22,1,21
"Primaria (103)",9,1,8
"Secundaria (104)",9,,9
"Superior no univ. incompleta (105)",2,,2
"Superior no univ. completa (106)",1,,1
"Superior univ. incompleta (107)",1,,1
"De 14 a 29 años (110)",10,1,9
"Primaria (113)",4,1,3
"Secundaria (114)",4,,4
"Superior no univ. completa (116)",1,,1
"Superior univ. incompleta (117)",1,,1
"De 30 a 44 años (120)",7,,7
"Primaria (123)",2,,2
"Secundaria (124)",5,,5
"De 45 a 64 años (130)",3,,3
"Primaria (133)",1,,1
"Superior no univ. incompleta (135)",2,,2
"De 65 y más años (140)",2,,2
"Primaria (143)",2,,2
