"CUADRO Nº 1: VIVIENDAS PARTICULARES, POR CONDICIÓN DE OCUPACIÓN DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y TIPO DE VIVIENDA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y TIPO DE VIVIENDA",TOTAL,"CONDICIÓN DE OCUPACIÓN",,,,,,,,
,,OCUPADA,,,,DESOCUPADA,,,,
,,TOTAL,"CON PERSONAS PRESENTES","CON PERSONAS AUSENTES","DE USO OCASIONAL",TOTAL,"EN ALQUILER O VENTA","EN CONSTRUCCIÓN O REPARACIÓN","ABANDONADA CERRADA","OTRA CAUSA"
,,,,,,,,,,
"Provincia PIURA (000)",155227,149016,144522,3603,891,6211,379,1125,4412,295
"Casa independiente (001)",146792,141439,137562,3058,819,5353,265,1062,3782,244
"Departamento en edificio (002)",2968,2581,2445,127,9,387,100,56,224,7
"Vivienda en quinta (003)",403,377,364,13,,26,12,1,12,1
"Vivienda en casa de vecindad (004)",313,276,259,15,2,37,2,6,25,4
"Choza o cabaña (005)",1167,1074,931,117,26,93,,,85,8
"Vivienda improvisada (006)",3447,3132,2824,273,35,315,,,284,31
"Local no dest.para hab. humana (007)",112,112,112,,,,,,,
"Otro tipo (008)",25,25,25,,,,,,,
,,,,,,,,,,
"URBANA (009)",132858,127575,124264,2905,406,5283,365,931,3718,269
"Casa independiente (010)",125597,121079,118242,2477,360,4518,251,868,3173,226
"Departamento en edificio (011)",2968,2581,2445,127,9,387,100,56,224,7
"Vivienda en quinta (012)",403,377,364,13,,26,12,1,12,1
"Vivienda en casa de vecindad (013)",313,276,259,15,2,37,2,6,25,4
"Vivienda improvisada (015)",3447,3132,2824,273,35,315,,,284,31
"Local no dest.para hab. humana (016)",107,107,107,,,,,,,
"Otro tipo (017)",23,23,23,,,,,,,
,,,,,,,,,,
"RURAL (018)",22369,21441,20258,698,485,928,14,194,694,26
"Casa independiente (019)",21195,20360,19320,581,459,835,14,194,609,18
"Choza o cabaña (023)",1167,1074,931,117,26,93,,,85,8
"Local no dest.para hab. humana (025)",5,5,5,,,,,,,
"Otro tipo (026)",2,2,2,,,,,,,
