"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CUTERVO (000)",137853,2594,50141,34376,24214,18019,8509
"Jefe o Jefa (001)",31602,,38,4864,10969,10222,5509
"Esposa(o) / compañera(o) (002)",21818,,44,5675,8403,5960,1736
"Hijo(a) / hijastro(a) (003)",64248,1855,39974,18387,3250,760,22
"Yerno / nuera (004)",1776,,31,1282,401,57,5
"Nieto(a) (005)",8619,533,6509,1488,85,4,
"Padres / suegros (006)",1087,,,,30,246,811
"Otro(a) pariente (007)",7482,196,3355,2049,840,659,383
"Trabajador(a) del hogar (008)",197,,20,148,15,13,1
"Pensionistas (009)",97,,3,55,29,9,1
"Otro(a) no pariente (010)",927,10,167,428,192,89,41
"Hombres (011)",69224,1286,25775,17259,11817,8802,4285
"Jefe o Jefa (012)",24030,,15,3780,8844,7646,3745
"Esposa(o) / compañera(o) (013)",1210,,22,288,454,326,120
"Hijo(a) / hijastro(a) (014)",34115,923,20589,10582,1669,345,7
"Yerno / nuera (015)",700,,12,405,235,45,3
"Nieto(a) (016)",4413,258,3275,838,40,2,
"Padres / suegros (017)",315,,,,11,64,240
"Otro(a) pariente (018)",3852,102,1765,1101,423,317,144
"Trabajador(a) del hogar (019)",13,,3,7,1,1,1
"Pensionistas (020)",62,,1,33,21,7,
"Otro(a) no pariente (021)",514,3,93,225,119,49,25
"Mujeres (022)",68629,1308,24366,17117,12397,9217,4224
"Jefe o Jefa (023)",7572,,23,1084,2125,2576,1764
"Esposa(o) / compañera(o) (024)",20608,,22,5387,7949,5634,1616
"Hijo(a) / hijastro(a) (025)",30133,932,19385,7805,1581,415,15
"Yerno / nuera (026)",1076,,19,877,166,12,2
"Nieto(a) (027)",4206,275,3234,650,45,2,
"Padres / suegros (028)",772,,,,19,182,571
"Otro(a) pariente (029)",3630,94,1590,948,417,342,239
"Trabajador(a) del hogar (030)",184,,17,141,14,12,
"Pensionistas (031)",35,,2,22,8,2,1
"Otro(a) no pariente (032)",413,7,74,203,73,40,16
,,,,,,,
"URBANA (033)",26520,465,7966,7162,5539,3744,1644
"Jefe o Jefa (034)",6799,,10,1022,2486,2245,1036
"Esposa(o) / compañera(o) (035)",4124,,4,959,1796,1086,279
"Hijo(a) / hijastro(a) (036)",10769,329,6097,3474,712,150,7
"Yerno / nuera (037)",418,,6,248,149,14,1
"Nieto(a) (038)",1661,98,1219,330,13,1,
"Padres / suegros (039)",272,,,,5,61,206
"Otro(a) pariente (040)",1653,31,518,668,229,113,94
"Trabajador(a) del hogar (041)",162,,16,125,11,10,
"Pensionistas (042)",45,,3,36,2,3,1
"Otro(a) no pariente (043)",617,7,93,300,136,61,20
"Hombres (044)",12961,222,4073,3426,2603,1844,793
"Jefe o Jefa (045)",4768,,3,686,1841,1583,655
"Esposa(o) / compañera(o) (046)",333,,3,93,127,82,28
"Hijo(a) / hijastro(a) (047)",5521,154,3140,1824,334,68,1
"Yerno / nuera (048)",210,,2,93,101,14,
"Nieto(a) (049)",850,44,612,191,3,,
"Padres / suegros (050)",80,,,,3,15,62
"Otro(a) pariente (051)",845,22,263,355,115,53,37
"Trabajador(a) del hogar (052)",4,,2,2,,,
"Pensionistas (053)",24,,1,20,1,2,
"Otro(a) no pariente (054)",326,2,47,162,78,27,10
"Mujeres (055)",13559,243,3893,3736,2936,1900,851
"Jefe o Jefa (056)",2031,,7,336,645,662,381
"Esposa(o) / compañera(o) (057)",3791,,1,866,1669,1004,251
"Hijo(a) / hijastro(a) (058)",5248,175,2957,1650,378,82,6
"Yerno / nuera (059)",208,,4,155,48,,1
"Nieto(a) (060)",811,54,607,139,10,1,
"Padres / suegros (061)",192,,,,2,46,144
"Otro(a) pariente (062)",808,9,255,313,114,60,57
"Trabajador(a) del hogar (063)",158,,14,123,11,10,
"Pensionistas (064)",21,,2,16,1,1,1
"Otro(a) no pariente (065)",291,5,46,138,58,34,10
,,,,,,,
"RURAL (066)",111333,2129,42175,27214,18675,14275,6865
"Jefe o Jefa (067)",24803,,28,3842,8483,7977,4473
"Esposa(o) / compañera(o) (068)",17694,,40,4716,6607,4874,1457
"Hijo(a) / hijastro(a) (069)",53479,1526,33877,14913,2538,610,15
"Yerno / nuera (070)",1358,,25,1034,252,43,4
"Nieto(a) (071)",6958,435,5290,1158,72,3,
"Padres / suegros (072)",815,,,,25,185,605
"Otro(a) pariente (073)",5829,165,2837,1381,611,546,289
"Trabajador(a) del hogar (074)",35,,4,23,4,3,1
"Pensionistas (075)",52,,,19,27,6,
"Otro(a) no pariente (076)",310,3,74,128,56,28,21
"Hombres (077)",56263,1064,21702,13833,9214,6958,3492
"Jefe o Jefa (078)",19262,,12,3094,7003,6063,3090
"Esposa(o) / compañera(o) (079)",877,,19,195,327,244,92
"Hijo(a) / hijastro(a) (080)",28594,769,17449,8758,1335,277,6
"Yerno / nuera (081)",490,,10,312,134,31,3
"Nieto(a) (082)",3563,214,2663,647,37,2,
"Padres / suegros (083)",235,,,,8,49,178
"Otro(a) pariente (084)",3007,80,1502,746,308,264,107
"Trabajador(a) del hogar (085)",9,,1,5,1,1,1
"Pensionistas (086)",38,,,13,20,5,
"Otro(a) no pariente (087)",188,1,46,63,41,22,15
"Mujeres (088)",55070,1065,20473,13381,9461,7317,3373
"Jefe o Jefa (089)",5541,,16,748,1480,1914,1383
"Esposa(o) / compañera(o) (090)",16817,,21,4521,6280,4630,1365
"Hijo(a) / hijastro(a) (091)",24885,757,16428,6155,1203,333,9
"Yerno / nuera (092)",868,,15,722,118,12,1
"Nieto(a) (093)",3395,221,2627,511,35,1,
"Padres / suegros (094)",580,,,,17,136,427
"Otro(a) pariente (095)",2822,85,1335,635,303,282,182
