"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SAN ROMAN (000)",182249,5670,23372,5366,148077
"Conviviente (001)",48939,1429,5153,1100,41300
"Separado(a) (002)",5193,117,514,93,4473
"Casado(a) (003)",47716,983,9994,1836,35035
"Viudo(a) (004)",6422,144,829,155,5298
"Divorciado(a) (005)",629,15,122,26,469
"Soltero(a) (006)",73350,2982,6760,2156,61502
"Hombres (008)",88450,2386,11395,3421,71403
"Conviviente (009)",23128,390,2580,713,19474
"Separado(a) (010)",1136,21,160,47,911
"Casado(a) (011)",23097,441,5020,1140,16590
"Viudo(a) (012)",1724,30,245,60,1391
"Divorciado(a) (013)",256,8,50,15,183
"Soltero(a) (014)",39109,1496,3340,1446,32854
"Mujeres (016)",93799,3284,11977,1945,76674
"Conviviente (017)",25811,1039,2573,387,21826
"Separado(a) (018)",4057,96,354,46,3562
"Casado(a) (019)",24619,542,4974,696,18445
"Viudo(a) (020)",4698,114,584,95,3907
"Divorciado(a) (021)",373,7,72,11,286
"Soltero(a) (022)",34241,1486,3420,710,28648
,,,,,
"URBANA (024)",167225,4735,22546,4989,135170
"Conviviente (025)",45900,1323,5059,1040,38521
"Separado(a) (026)",4779,107,507,86,4083
"Casado(a) (027)",42692,877,9532,1691,30711
"Viudo(a) (028)",5164,107,717,125,4218
"Divorciado(a) (029)",593,14,122,26,434
"Soltero(a) (030)",68097,2307,6609,2021,57203
"Hombres (032)",81445,1983,10957,3209,65442
"Conviviente (033)",21693,371,2526,674,18151
"Separado(a) (034)",1071,21,157,45,851
"Casado(a) (035)",20639,391,4758,1051,14527
"Viudo(a) (036)",1357,22,205,47,1085
"Divorciado(a) (037)",239,8,50,15,166
"Soltero(a) (038)",36446,1170,3261,1377,30662
"Mujeres (040)",85780,2752,11589,1780,69728
"Conviviente (041)",24207,952,2533,366,20370
"Separado(a) (042)",3708,86,350,41,3232
"Casado(a) (043)",22053,486,4774,640,16184
"Viudo(a) (044)",3807,85,512,78,3133
"Divorciado(a) (045)",354,6,72,11,268
"Soltero(a) (046)",31651,1137,3348,644,26541
,,,,,
"RURAL (048)",15024,935,826,377,12907
"Conviviente (049)",3039,106,94,60,2779
"Separado(a) (050)",414,10,7,7,390
"Casado(a) (051)",5024,106,462,145,4324
"Viudo(a) (052)",1258,37,112,30,1080
"Divorciado(a) (053)",36,1,,,35
"Soltero(a) (054)",5253,675,151,135,4299
"Hombres (056)",7005,403,438,212,5961
"Conviviente (057)",1435,19,54,39,1323
"Separado(a) (058)",65,,3,2,60
"Casado(a) (059)",2458,50,262,89,2063
"Viudo(a) (060)",367,8,40,13,306
"Divorciado(a) (061)",17,,,,17
"Soltero(a) (062)",2663,326,79,69,2192
"Mujeres (064)",8019,532,388,165,6946
"Conviviente (065)",1604,87,40,21,1456
"Separado(a) (066)",349,10,4,5,330
"Casado(a) (067)",2566,56,200,56,2261
"Viudo(a) (068)",891,29,72,17,774
"Divorciado(a) (069)",19,1,,,18
"Soltero(a) (070)",2590,349,72,66,2107
