"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CONTUMAZA (000)",29505,3672,652,15725,6291,663,1566,295,641
"Quechua (001)",24,4,1,5,9,2,2,,1
"Aymara (002)",6,,3,,1,,1,,1
"Ashaninca (003)",1,,,1,,,,,
"Castellano (005)",29421,3626,647,15711,6280,661,1563,295,638
"Idioma extranjero (006)",1,,,,,,,,1
"Es sordomudo/a (007)",52,42,1,8,1,,,,
"Hombres (009)",15032,1462,304,8075,3552,343,770,163,363
"Quechua (010)",11,3,,2,3,1,2,,
"Aymara (011)",2,,,,1,,1,,
"Ashaninca (012)",1,,,1,,,,,
"Castellano (014)",14984,1434,304,8065,3547,342,767,163,362
"Idioma extranjero (015)",1,,,,,,,,1
"Es sordomudo/a (016)",33,25,,7,1,,,,
"Mujeres (018)",14473,2210,348,7650,2739,320,796,132,278
"Quechua (019)",13,1,1,3,6,1,,,1
"Aymara (020)",4,,3,,,,,,1
"Castellano (023)",14437,2192,343,7646,2733,319,796,132,276
"Es sordomudo/a (025)",19,17,1,1,,,,,
,,,,,,,,,
"URBANA (027)",12606,1037,297,4827,3760,515,1328,255,587
"Quechua (028)",19,2,1,3,9,1,2,,1
"Aymara (029)",4,,1,,1,,1,,1
"Castellano (032)",12565,1023,295,4819,3750,514,1325,255,584
"Idioma extranjero (033)",1,,,,,,,,1
"Es sordomudo/a (034)",17,12,,5,,,,,
"Hombres (036)",6260,423,139,2296,2028,258,636,148,332
"Quechua (037)",8,1,,1,3,1,2,,
"Aymara (038)",2,,,,1,,1,,
"Castellano (041)",6239,416,139,2291,2024,257,633,148,331
"Idioma extranjero (042)",1,,,,,,,,1
"Es sordomudo/a (043)",10,6,,4,,,,,
"Mujeres (045)",6346,614,158,2531,1732,257,692,107,255
"Quechua (046)",11,1,1,2,6,,,,1
"Aymara (047)",2,,1,,,,,,1
"Castellano (050)",6326,607,156,2528,1726,257,692,107,253
"Es sordomudo/a (052)",7,6,,1,,,,,
,,,,,,,,,
"RURAL (054)",16899,2635,355,10898,2531,148,238,40,54
"Quechua (055)",5,2,,2,,1,,,
"Aymara (056)",2,,2,,,,,,
"Ashaninca (057)",1,,,1,,,,,
"Castellano (059)",16856,2603,352,10892,2530,147,238,40,54
"Es sordomudo/a (061)",35,30,1,3,1,,,,
"Hombres (063)",8772,1039,165,5779,1524,85,134,15,31
"Quechua (064)",3,2,,1,,,,,
"Ashaninca (066)",1,,,1,,,,,
"Castellano (068)",8745,1018,165,5774,1523,85,134,15,31
"Es sordomudo/a (070)",23,19,,3,1,,,,
"Mujeres (072)",8127,1596,190,5119,1007,63,104,25,23
"Quechua (073)",2,,,1,,1,,,
"Aymara (074)",2,,2,,,,,,
"Castellano (077)",8111,1585,187,5118,1007,62,104,25,23
"Es sordomudo/a (079)",12,11,1,,,,,,
