"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia HUARAZ (000)",74941,39057,1832,1139,30539,643,24,113,57,1537
"Hombres (001)",27434,19849,1087,528,4702,292,15,50,57,854
"Mujeres (002)",47507,19208,745,611,25837,351,9,63,,683
"De 06 a 14 años (003)",26800,25700,,,634,160,,15,,291
"Hombres (004)",13577,13082,,,265,92,,6,,132
"Mujeres (005)",13223,12618,,,369,68,,9,,159
"De 15 a 29 años (006)",22273,12890,42,239,8553,,6,32,57,454
"Hombres (007)",8311,6524,12,100,1349,,3,15,57,251
"Mujeres (008)",13962,6366,30,139,7204,,3,17,,203
"De 30 a 44 años (009)",9580,399,64,223,8591,,6,17,,280
"Hombres (010)",1387,209,25,87,874,,4,8,,180
"Mujeres (011)",8193,190,39,136,7717,,2,9,,100
"De 45 a 64 años (012)",8831,63,733,325,7444,10,6,27,,223
"Hombres (013)",1742,33,401,154,994,3,5,12,,140
"Mujeres (014)",7089,30,332,171,6450,7,1,15,,83
"De 65 y más años (015)",7457,5,993,352,5317,473,6,22,,289
"Hombres (016)",2417,1,649,187,1220,197,3,9,,151
"Mujeres (017)",5040,4,344,165,4097,276,3,13,,138
,,,,,,,,,,
"AREA URBANA (018)",53311,28916,1737,1011,20009,371,17,68,55,1127
"Hombres (019)",20360,14488,1026,448,3487,170,10,31,55,645
"Mujeres (020)",32951,14428,711,563,16522,201,7,37,,482
"De 06 a 14 años (021)",18541,17867,,,443,82,,9,,140
"Hombres (022)",9387,9040,,,223,52,,2,,70
"Mujeres (023)",9154,8827,,,220,30,,7,,70
"De 15 a 29 años (024)",16912,10622,39,219,5589,,4,19,55,365
"Hombres (025)",6610,5224,11,90,1021,,2,7,55,200
"Mujeres (026)",10302,5398,28,129,4568,,2,12,,165
"De 30 a 44 años (027)",6711,370,57,204,5824,,4,9,,243
"Hombres (028)",1117,194,24,75,664,,2,5,,153
"Mujeres (029)",5594,176,33,129,5160,,2,4,,90
"De 45 a 64 años (030)",6096,53,717,294,4822,5,5,20,,180
"Hombres (031)",1419,29,390,130,737,2,4,10,,117
"Mujeres (032)",4677,24,327,164,4085,3,1,10,,63
"De 65 y más años (033)",5051,4,924,294,3331,284,4,11,,199
"Hombres (034)",1827,1,601,153,842,116,2,7,,105
"Mujeres (035)",3224,3,323,141,2489,168,2,4,,94
,,,,,,,,,,
"AREA RURAL (036)",21630,10141,95,128,10530,272,7,45,2,410
"Hombres (037)",7074,5361,61,80,1215,122,5,19,2,209
"Mujeres (038)",14556,4780,34,48,9315,150,2,26,,201
"De 06 a 14 años (039)",8259,7833,,,191,78,,6,,151
"Hombres (040)",4190,4042,,,42,40,,4,,62
"Mujeres (041)",4069,3791,,,149,38,,2,,89
"De 15 a 29 años (042)",5361,2268,3,20,2964,,2,13,2,89
"Hombres (043)",1701,1300,1,10,328,,1,8,2,51
"Mujeres (044)",3660,968,2,10,2636,,1,5,,38
"De 30 a 44 años (045)",2869,29,7,19,2767,,2,8,,37
"Hombres (046)",270,15,1,12,210,,2,3,,27
"Mujeres (047)",2599,14,6,7,2557,,,5,,10
"De 45 a 64 años (048)",2735,10,16,31,2622,5,1,7,,43
"Hombres (049)",323,4,11,24,257,1,1,2,,23
"Mujeres (050)",2412,6,5,7,2365,4,,5,,20
"De 65 y más años (051)",2406,1,69,58,1986,189,2,11,,90
"Hombres (052)",590,,48,34,378,81,1,2,,46
"Mujeres (053)",1816,1,21,24,1608,108,1,9,,44
