"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CANCHIS (000)",55752,53861,1891
"Hombres (001)",26008,25373,635
"Mujeres (002)",29744,28488,1256
"De 18 a 29 años (003)",16857,16131,726
"Hombres (004)",8017,7656,361
"Mujeres (005)",8840,8475,365
"De 30 a 44 años (006)",17844,17728,116
"Hombres (007)",8322,8286,36
"Mujeres (008)",9522,9442,80
"De 45 a 64 años (009)",13976,13748,228
"Hombres (010)",6686,6628,58
"Mujeres (011)",7290,7120,170
"De 65 y más años (012)",7075,6254,821
"Hombres (013)",2983,2803,180
"Mujeres (014)",4092,3451,641
,,,
"URBANA (015)",33435,32565,870
"Hombres (016)",15655,15321,334
"Mujeres (017)",17780,17244,536
"De 18 a 29 años (018)",11167,10691,476
"Hombres (019)",5291,5053,238
"Mujeres (020)",5876,5638,238
"De 30 a 44 años (021)",11431,11374,57
"Hombres (022)",5323,5303,20
"Mujeres (023)",6108,6071,37
"De 45 a 64 años (024)",7749,7677,72
"Hombres (025)",3756,3733,23
"Mujeres (026)",3993,3944,49
"De 65 y más años (027)",3088,2823,265
"Hombres (028)",1285,1232,53
"Mujeres (029)",1803,1591,212
,,,
"RURAL (030)",22317,21296,1021
"Hombres (031)",10353,10052,301
"Mujeres (032)",11964,11244,720
"De 18 a 29 años (033)",5690,5440,250
"Hombres (034)",2726,2603,123
"Mujeres (035)",2964,2837,127
"De 30 a 44 años (036)",6413,6354,59
"Hombres (037)",2999,2983,16
"Mujeres (038)",3414,3371,43
"De 45 a 64 años (039)",6227,6071,156
"Hombres (040)",2930,2895,35
"Mujeres (041)",3297,3176,121
"De 65 y más años (042)",3987,3431,556
"Hombres (043)",1698,1571,127
"Mujeres (044)",2289,1860,429
