"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia OXAPAMPA (000)",81929,22612,7612,2324,49540
"Menos de 1 año (001)",1859,1109,112,20,619
"De 1 a 14 años (002)",28620,16466,2357,492,9337
"De 15 a 29 años (003)",22191,3241,1285,677,17059
"De 30 a 44 años (004)",15677,1089,1983,585,12052
"De 45 a 64 años (005)",10137,591,1454,429,7683
"De 65 y mas años (006)",3445,116,421,121,2790
"Hombres (008)",43328,11137,3851,1502,26956
"Menos de 1 año (009)",912,556,50,7,300
"De 1 a 14 años (010)",14680,8399,1187,256,4856
"De 15 a 29 años (011)",11771,1390,649,510,9287
"De 30 a 44 años (012)",8287,441,936,381,6549
"De 45 a 64 años (013)",5665,286,780,266,4346
"De 65 y mas años (014)",2013,65,249,82,1618
"Mujeres (016)",38601,11475,3761,822,22584
"Menos de 1 año (017)",947,553,62,13,319
"De 1 a 14 años (018)",13940,8067,1170,236,4481
"De 15 a 29 años (019)",10420,1851,636,167,7772
"De 30 a 44 años (020)",7390,648,1047,204,5503
"De 45 a 64 años (021)",4472,305,674,163,3337
"De 65 y mas años (022)",1432,51,172,39,1172
,,,,,
"URBANA (024)",30805,5739,5117,1376,18696
"Menos de 1 año (025)",553,273,65,5,211
"De 1 a 14 años (026)",9261,3856,1539,207,3675
"De 15 a 29 años (027)",8678,1031,849,465,6397
"De 30 a 44 años (028)",6786,346,1386,387,4691
"De 45 a 64 años (029)",4248,202,997,257,2808
"De 65 y mas años (030)",1279,31,281,55,914
"Hombres (032)",15964,2702,2573,952,9831
"Menos de 1 año (033)",265,149,29,2,86
"De 1 a 14 años (034)",4642,1930,776,99,1843
"De 15 a 29 años (035)",4516,406,435,381,3354
"De 30 a 44 años (036)",3461,114,647,266,2449
"De 45 a 64 años (037)",2348,88,516,166,1589
"De 65 y mas años (038)",732,15,170,38,510
"Mujeres (040)",14841,3037,2544,424,8865
"Menos de 1 año (041)",288,124,36,3,125
"De 1 a 14 años (042)",4619,1926,763,108,1832
"De 15 a 29 años (043)",4162,625,414,84,3043
"De 30 a 44 años (044)",3325,232,739,121,2242
"De 45 a 64 años (045)",1900,114,481,91,1219
"De 65 y mas años (046)",547,16,111,17,404
,,,,,
"RURAL (048)",51124,16873,2495,948,30844
"Menos de 1 año (049)",1306,836,47,15,408
"De 1 a 14 años (050)",19359,12610,818,285,5662
"De 15 a 29 años (051)",13513,2210,436,212,10662
"De 30 a 44 años (052)",8891,743,597,198,7361
"De 45 a 64 años (053)",5889,389,457,172,4875
"De 65 y mas años (054)",2166,85,140,66,1876
"Hombres (056)",27364,8435,1278,550,17125
"Menos de 1 año (057)",647,407,21,5,214
"De 1 a 14 años (058)",10038,6469,411,157,3013
"De 15 a 29 años (059)",7255,984,214,129,5933
"De 30 a 44 años (060)",4826,327,289,115,4100
"De 45 a 64 años (061)",3317,198,264,100,2757
"De 65 y mas años (062)",1281,50,79,44,1108
"Mujeres (064)",23760,8438,1217,398,13719
"Menos de 1 año (065)",659,429,26,10,194
"De 1 a 14 años (066)",9321,6141,407,128,2649
"De 15 a 29 años (067)",6258,1226,222,83,4729
"De 30 a 44 años (068)",4065,416,308,83,3261
"De 45 a 64 años (069)",2572,191,193,72,2118
"De 65 y mas años (070)",885,35,61,22,768
