"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia TAMBOPATA (000)",33831,9724,7157,13659,1086,1530,675
"Conviviente (001)",15259,3645,3287,6954,541,556,276
"Separado(a) (002)",1472,394,277,698,45,17,41
"Casado(a) (003)",6305,2123,903,2672,269,262,76
"Viudo(a) (004)",629,110,115,340,27,22,15
"Divorciado(a) (005)",227,78,31,109,8,,1
"Soltero(a) (006)",9939,3374,2544,2886,196,673,266
"Hombres (008)",22390,5191,6374,9272,791,683,79
"Conviviente (009)",9953,1955,2841,4597,405,138,17
"Separado(a) (010)",765,150,220,365,23,6,1
"Casado(a) (011)",4086,1280,788,1767,183,61,7
"Viudo(a) (012)",339,41,96,179,11,12,
"Divorciado(a) (013)",142,40,25,71,6,,
"Soltero(a) (014)",7105,1725,2404,2293,163,466,54
"Mujeres (016)",11441,4533,783,4387,295,847,596
"Conviviente (017)",5306,1690,446,2357,136,418,259
"Separado(a) (018)",707,244,57,333,22,11,40
"Casado(a) (019)",2219,843,115,905,86,201,69
"Viudo(a) (020)",290,69,19,161,16,10,15
"Divorciado(a) (021)",85,38,6,38,2,,1
"Soltero(a) (022)",2834,1649,140,593,33,207,212
,,,,,,,
"URBANA (024)",27473,9012,5082,10962,846,1013,558
"Conviviente (025)",12195,3339,2390,5490,396,362,218
"Separado(a) (026)",1170,358,180,549,40,12,31
"Casado(a) (027)",5347,2017,668,2175,230,194,63
"Viudo(a) (028)",478,99,88,244,21,13,13
"Divorciado(a) (029)",185,70,18,91,6,,
"Soltero(a) (030)",8098,3129,1738,2413,153,432,233
"Hombres (032)",17379,4794,4457,7086,579,407,56
"Conviviente (033)",7683,1814,2038,3444,278,96,13
"Separado(a) (034)",546,134,134,255,20,3,
"Casado(a) (035)",3334,1195,577,1362,148,46,6
"Viudo(a) (036)",222,36,70,104,7,5,
"Divorciado(a) (037)",105,34,12,54,5,,
"Soltero(a) (038)",5489,1581,1626,1867,121,257,37
"Mujeres (040)",10094,4218,625,3876,267,606,502
"Conviviente (041)",4512,1525,352,2046,118,266,205
"Separado(a) (042)",624,224,46,294,20,9,31
"Casado(a) (043)",2013,822,91,813,82,148,57
"Viudo(a) (044)",256,63,18,140,14,8,13
"Divorciado(a) (045)",80,36,6,37,1,,
"Soltero(a) (046)",2609,1548,112,546,32,175,196
,,,,,,,
"RURAL (048)",6358,712,2075,2697,240,517,117
"Conviviente (049)",3064,306,897,1464,145,194,58
"Separado(a) (050)",302,36,97,149,5,5,10
"Casado(a) (051)",958,106,235,497,39,68,13
"Viudo(a) (052)",151,11,27,96,6,9,2
"Divorciado(a) (053)",42,8,13,18,2,,1
"Soltero(a) (054)",1841,245,806,473,43,241,33
"Hombres (056)",5011,397,1917,2186,212,276,23
"Conviviente (057)",2270,141,803,1153,127,42,4
"Separado(a) (058)",219,16,86,110,3,3,1
"Casado(a) (059)",752,85,211,405,35,15,1
"Viudo(a) (060)",117,5,26,75,4,7,
"Divorciado(a) (061)",37,6,13,17,1,,
"Soltero(a) (062)",1616,144,778,426,42,209,17
"Mujeres (064)",1347,315,158,511,28,241,94
"Conviviente (065)",794,165,94,311,18,152,54
"Separado(a) (066)",83,20,11,39,2,2,9
"Casado(a) (067)",206,21,24,92,4,53,12
"Viudo(a) (068)",34,6,1,21,2,2,2
"Divorciado(a) (069)",5,2,,1,1,,1
"Soltero(a) (070)",225,101,28,47,1,32,16
