"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PAITA (000)",28103,26461,82,5687,6167,4697,5414,2647,1200,567,1642,89106
"De 12 a 14 años (001)",26,11,1,8,2,,,,,,15,12
"De 15 a 19 años (002)",827,687,7,612,62,5,1,,,,140,755
"De 20 a 24 años (003)",3369,2854,15,1821,821,163,30,4,,,515,4100
"De 25 a 29 años (004)",4263,3908,8,1384,1618,668,216,13,1,,355,7620
"De 30 a 34 años (005)",3981,3799,3,685,1349,1009,692,60,,1,182,9769
"De 35 a 39 años (006)",3567,3430,13,402,929,959,916,183,23,5,137,10491
"De 40 a 44 años (007)",2959,2861,5,238,566,735,945,297,69,6,98,10214
"De 45 a 49 años (008)",2372,2320,8,160,329,457,811,408,107,40,52,9726
"De 50 y más años (009)",6739,6591,22,377,491,701,1803,1682,1000,515,148,36419
"PEA (010)",6955,6301,14,1550,1575,1173,1261,498,163,67,654,19010
"De 12 a 14 años (011)",4,3,1,1,1,,,,,,1,3
"De 15 a 19 años (012)",99,77,,68,8,1,,,,,22,87
"De 20 a 24 años (013)",699,500,3,354,117,20,4,2,,,199,677
"De 25 a 29 años (014)",1064,865,1,392,325,111,35,1,,,199,1530
"De 30 a 34 años (015)",1115,1037,1,290,358,231,143,14,,,78,2403
"De 35 a 39 años (016)",1134,1070,1,178,315,275,255,45,1,,64,3036
"De 40 a 44 años (017)",1000,960,1,107,223,237,279,100,11,2,40,3209
"De 45 a 49 años (018)",779,759,2,79,121,163,246,114,30,4,20,2932
"De 50 y más años (019)",1061,1030,4,81,107,135,299,222,121,61,31,5133
"Ocupada (020)",6641,6048,12,1469,1512,1130,1217,481,160,67,593,18344
"De 12 a 14 años (021)",4,3,1,1,1,,,,,,1,3
