"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia SAN PABLO (000)",6208,105,2575,2077,577,222,100,24,2,,526
"Conviviente (001)",2665,48,1213,869,253,66,27,6,,,183
"Separado(a) (002)",598,15,263,190,52,35,16,3,,,24
"Casado(a) (003)",1967,19,792,718,197,83,36,10,2,,110
"Viudo(a) (004)",603,14,241,236,53,21,11,5,,,22
"Divorciado(a) (005)",18,,6,4,3,1,,,,,4
"Soltero(a) (006)",357,9,60,60,19,16,10,,,,183
,,,,,,,,,,,
"URBANA (008)",1004,8,319,350,131,61,25,11,1,,98
"Conviviente (009)",382,4,129,137,61,13,8,2,,,28
"Separado(a) (010)",86,,37,32,4,6,1,1,,,5
"Casado(a) (011)",365,,98,139,53,34,12,7,1,,21
"Viudo(a) (012)",86,3,38,25,8,5,2,1,,,4
"Divorciado(a) (013)",4,,1,,1,,,,,,2
"Soltero(a) (014)",81,1,16,17,4,3,2,,,,38
,,,,,,,,,,,
"RURAL (016)",5204,97,2256,1727,446,161,75,13,1,,428
"Conviviente (017)",2283,44,1084,732,192,53,19,4,,,155
"Separado(a) (018)",512,15,226,158,48,29,15,2,,,19
"Casado(a) (019)",1602,19,694,579,144,49,24,3,1,,89
"Viudo(a) (020)",517,11,203,211,45,16,9,4,,,18
"Divorciado(a) (021)",14,,5,4,2,1,,,,,2
"Soltero(a) (022)",276,8,44,43,15,13,8,,,,145
