"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia BONGARA",,,,,,,,,
"Viviendas particulares (001)",2850,20,14,24,44,2,3,5,2738
"Ocupantes presentes (002)",11938,72,61,116,186,10,17,21,11455
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2767,19,13,21,35,2,3,5,2669
"Ocupantes presentes (005)",11644,71,54,105,148,10,17,21,11218
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",7,,,,,,,,7
"Ocupantes presentes (008)",21,,,,,,,,21
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",44,1,,,9,,,,34
"Ocupantes presentes (011)",157,1,,,38,,,,118
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",24,,1,,,,,,23
"Ocupantes presentes (014)",86,,7,,,,,,79
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",2,,,2,,,,,
"Ocupantes presentes (017)",8,,,8,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",2,,,,,,,,2
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",5,,,1,,,,,4
"Ocupantes presentes (023)",20,,,3,,,,,17
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2267,20,14,20,44,2,3,5,2159
"Ocupantes presentes (029)",9475,72,61,98,186,10,17,21,9010
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2186,19,13,19,35,2,3,5,2090
"Ocupantes presentes (032)",9189,71,54,95,148,10,17,21,8773
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",7,,,,,,,,7
"Ocupantes presentes (035)",21,,,,,,,,21
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",44,1,,,9,,,,34
"Ocupantes presentes (038)",157,1,,,38,,,,118
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",24,,1,,,,,,23
"Ocupantes presentes (041)",86,,7,,,,,,79
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",2,,,,,,,,2
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",5,,,1,,,,,4
"Ocupantes presentes (050)",20,,,3,,,,,17
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",583,,,4,,,,,579
"Ocupantes presentes (056)",2463,,,18,,,,,2445
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",581,,,2,,,,,579
"Ocupantes presentes (059)",2455,,,10,,,,,2445
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",2,,,2,,,,,
"Ocupantes presentes (071)",8,,,8,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
