"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia LUYA (000)",22558,17671,4887
"De 3 a 5 años (001)",3634,132,3502
"De 6 a 11 años (002)",7162,6138,1024
"De 12 a 16 años (003)",6035,5899,136
"De 17 a 24 años (004)",5727,5502,225
"Hombres (005)",11759,9359,2400
"De 3 a 5 años (006)",1801,69,1732
"De 6 a 11 años (007)",3646,3133,513
"De 12 a 16 años (008)",3183,3117,66
"De 17 a 24 años (009)",3129,3040,89
"Mujeres (010)",10799,8312,2487
"De 3 a 5 años (011)",1833,63,1770
"De 6 a 11 años (012)",3516,3005,511
"De 12 a 16 años (013)",2852,2782,70
"De 17 a 24 años (014)",2598,2462,136
,,,
"URBANA (015)",8621,6966,1655
"De 3 a 5 años (016)",1337,66,1271
"De 6 a 11 años (017)",2663,2380,283
"De 12 a 16 años (018)",2472,2429,43
"De 17 a 24 años (019)",2149,2091,58
"Hombres (020)",4385,3610,775
"De 3 a 5 años (021)",631,41,590
"De 6 a 11 años (022)",1349,1211,138
"De 12 a 16 años (023)",1270,1251,19
"De 17 a 24 años (024)",1135,1107,28
"Mujeres (025)",4236,3356,880
"De 3 a 5 años (026)",706,25,681
"De 6 a 11 años (027)",1314,1169,145
"De 12 a 16 años (028)",1202,1178,24
"De 17 a 24 años (029)",1014,984,30
,,,
"RURAL (030)",13937,10705,3232
"De 3 a 5 años (031)",2297,66,2231
"De 6 a 11 años (032)",4499,3758,741
"De 12 a 16 años (033)",3563,3470,93
"De 17 a 24 años (034)",3578,3411,167
"Hombres (035)",7374,5749,1625
"De 3 a 5 años (036)",1170,28,1142
"De 6 a 11 años (037)",2297,1922,375
"De 12 a 16 años (038)",1913,1866,47
"De 17 a 24 años (039)",1994,1933,61
"Mujeres (040)",6563,4956,1607
"De 3 a 5 años (041)",1127,38,1089
"De 6 a 11 años (042)",2202,1836,366
"De 12 a 16 años (043)",1650,1604,46
"De 17 a 24 años (044)",1584,1478,106
