"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia GRAN CHIMU (000)",30399,624,9376,7382,5913,4633,2471
"Hombres (001)",16389,312,4818,4090,3298,2565,1306
"Mujeres (002)",14010,312,4558,3292,2615,2068,1165
"Viviendas particulares (003)",29400,623,9373,6983,5470,4484,2467
"Hombres (004)",15463,311,4816,3728,2881,2425,1302
"Mujeres (005)",13937,312,4557,3255,2589,2059,1165
"Viviendas colectivas (006)",969,,2,387,434,142,4
"Hombres (007)",903,,1,352,412,134,4
"Mujeres (008)",66,,1,35,22,8,
"Otro tipo (009)",30,1,1,12,9,7,
"Hombres (010)",23,1,1,10,5,6,
"Mujeres (011)",7,,,2,4,1,
,,,,,,,
"URBANA (012)",6544,107,1823,1609,1354,1048,603
"Hombres (013)",3275,60,942,800,655,534,284
"Mujeres (014)",3269,47,881,809,699,514,319
"Viviendas particulares (015)",6480,106,1822,1595,1318,1036,603
"Hombres (016)",3224,59,941,790,626,524,284
"Mujeres (017)",3256,47,881,805,692,512,319
"Viviendas colectivas (018)",38,,,4,28,6,
"Hombres (019)",31,,,2,24,5,
"Mujeres (020)",7,,,2,4,1,
"Otro tipo (021)",26,1,1,10,8,6,
"Hombres (022)",20,1,1,8,5,5,
"Mujeres (023)",6,,,2,3,1,
,,,,,,,
"RURAL (024)",23855,517,7553,5773,4559,3585,1868
"Hombres (025)",13114,252,3876,3290,2643,2031,1022
"Mujeres (026)",10741,265,3677,2483,1916,1554,846
"Viviendas particulares (027)",22920,517,7551,5388,4152,3448,1864
"Hombres (028)",12239,252,3875,2938,2255,1901,1018
"Mujeres (029)",10681,265,3676,2450,1897,1547,846
"Viviendas colectivas (030)",931,,2,383,406,136,4
"Hombres (031)",872,,1,350,388,129,4
"Mujeres (032)",59,,1,33,18,7,
"Otro tipo (033)",4,,,2,1,1,
"Hombres (034)",3,,,2,,1,
"Mujeres (035)",1,,,,1,,
