"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CALCA (000)",46996,15544,2753,837,27943
"Conviviente (001)",13052,3557,626,210,8674
"Separado(a) (002)",964,189,63,11,701
"Casado(a) (003)",13753,4507,1178,308,7806
"Viudo(a) (004)",2780,855,88,23,1816
"Divorciado(a) (005)",175,25,13,5,132
"Soltero(a) (006)",16272,6411,785,280,8814
"Hombres (008)",23574,7469,1367,534,14253
"Conviviente (009)",6375,1526,334,148,4376
"Separado(a) (010)",250,45,25,7,173
"Casado(a) (011)",6759,2100,596,197,3898
"Viudo(a) (012)",757,235,23,5,494
"Divorciado(a) (013)",62,12,5,4,41
"Soltero(a) (014)",9371,3551,384,173,5271
"Mujeres (016)",23422,8075,1386,303,13690
"Conviviente (017)",6677,2031,292,62,4298
"Separado(a) (018)",714,144,38,4,528
"Casado(a) (019)",6994,2407,582,111,3908
"Viudo(a) (020)",2023,620,65,18,1322
"Divorciado(a) (021)",113,13,8,1,91
"Soltero(a) (022)",6901,2860,401,107,3543
,,,,,
"URBANA (024)",17559,2611,2057,649,12277
"Conviviente (025)",5239,532,424,157,4132
"Separado(a) (026)",506,37,51,10,408
"Casado(a) (027)",4317,302,916,242,2877
"Viudo(a) (028)",790,58,61,16,655
"Divorciado(a) (029)",91,4,13,4,70
"Soltero(a) (030)",6616,1678,592,220,4135
"Hombres (032)",8616,1246,993,418,5983
"Conviviente (033)",2503,201,221,113,1972
"Separado(a) (034)",123,11,19,7,86
"Casado(a) (035)",2111,143,454,160,1371
"Viudo(a) (036)",175,17,17,3,138
"Divorciado(a) (037)",32,3,5,3,21
"Soltero(a) (038)",3672,871,277,132,2395
"Mujeres (040)",8943,1365,1064,231,6294
"Conviviente (041)",2736,331,203,44,2160
"Separado(a) (042)",383,26,32,3,322
"Casado(a) (043)",2206,159,462,82,1506
"Viudo(a) (044)",615,41,44,13,517
"Divorciado(a) (045)",59,1,8,1,49
"Soltero(a) (046)",2944,807,315,88,1740
,,,,,
"RURAL (048)",29437,12933,696,188,15666
"Conviviente (049)",7813,3025,202,53,4542
"Separado(a) (050)",458,152,12,1,293
"Casado(a) (051)",9436,4205,262,66,4929
"Viudo(a) (052)",1990,797,27,7,1161
"Divorciado(a) (053)",84,21,,1,62
"Soltero(a) (054)",9656,4733,193,60,4679
"Hombres (056)",14958,6223,374,116,8270
"Conviviente (057)",3872,1325,113,35,2404
"Separado(a) (058)",127,34,6,,87
"Casado(a) (059)",4648,1957,142,37,2527
"Viudo(a) (060)",582,218,6,2,356
"Divorciado(a) (061)",30,9,,1,20
"Soltero(a) (062)",5699,2680,107,41,2876
"Mujeres (064)",14479,6710,322,72,7396
"Conviviente (065)",3941,1700,89,18,2138
"Separado(a) (066)",331,118,6,1,206
"Casado(a) (067)",4788,2248,120,29,2402
"Viudo(a) (068)",1408,579,21,5,805
"Divorciado(a) (069)",54,12,,,42
"Soltero(a) (070)",3957,2053,86,19,1803
