"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia ANGARAES (000)",55528,1184,22593,13002,8426,7081,3242
"Jefe o Jefa (001)",13633,,35,2573,4378,4352,2295
"Esposa(o) / compañera(o) (002)",8186,,28,2206,3031,2293,628
"Hijo(a) / hijastro(a) (003)",28239,951,19801,6804,587,94,2
"Yerno / nuera (004)",379,,8,286,61,21,3
"Nieto(a) (005)",1694,151,1315,216,11,1,
"Padres / suegros (006)",274,,,,5,70,199
"Otro(a) pariente (007)",2774,81,1352,769,266,208,98
"Trabajador(a) del hogar (008)",19,,3,14,1,1,
"Pensionistas (009)",11,,,8,3,,
"Otro(a) no pariente (010)",319,1,51,126,83,41,17
"Hombres (011)",27151,593,11466,6373,3939,3379,1401
"Jefe o Jefa (012)",9665,,20,1949,3330,3079,1287
"Esposa(o) / compañera(o) (013)",387,,16,134,107,106,24
"Hijo(a) / hijastro(a) (014)",14455,487,10042,3612,274,38,2
"Yerno / nuera (015)",146,,3,92,34,15,2
"Nieto(a) (016)",853,67,670,110,6,,
"Padres / suegros (017)",62,,,,,21,41
"Otro(a) pariente (018)",1396,39,689,395,132,100,41
"Pensionistas (020)",10,,,7,3,,
"Otro(a) no pariente (021)",177,,26,74,53,20,4
"Mujeres (022)",28377,591,11127,6629,4487,3702,1841
"Jefe o Jefa (023)",3968,,15,624,1048,1273,1008
"Esposa(o) / compañera(o) (024)",7799,,12,2072,2924,2187,604
"Hijo(a) / hijastro(a) (025)",13784,464,9759,3192,313,56,
"Yerno / nuera (026)",233,,5,194,27,6,1
"Nieto(a) (027)",841,84,645,106,5,1,
"Padres / suegros (028)",212,,,,5,49,158
"Otro(a) pariente (029)",1378,42,663,374,134,108,57
"Trabajador(a) del hogar (030)",19,,3,14,1,1,
"Pensionistas (031)",1,,,1,,,
"Otro(a) no pariente (032)",142,1,25,52,30,21,13
,,,,,,,
"URBANA (033)",15911,268,5647,3969,2814,2264,949
"Jefe o Jefa (034)",4328,,21,761,1445,1428,673
"Esposa(o) / compañera(o) (035)",2313,,11,572,912,659,159
"Hijo(a) / hijastro(a) (036)",7309,202,4794,2030,243,39,1
"Yerno / nuera (037)",153,,2,103,35,12,1
"Nieto(a) (038)",526,41,412,69,4,,
"Padres / suegros (039)",100,,,,1,27,72
"Otro(a) pariente (040)",952,24,378,322,115,78,35
"Trabajador(a) del hogar (041)",18,,3,13,1,1,
"Pensionistas (042)",9,,,6,3,,
"Otro(a) no pariente (043)",203,1,26,93,55,20,8
"Hombres (044)",7750,145,2843,1915,1326,1117,404
"Jefe o Jefa (045)",2953,,11,548,1047,989,358
"Esposa(o) / compañera(o) (046)",155,,4,50,45,45,11
"Hijo(a) / hijastro(a) (047)",3677,107,2422,1020,115,12,1
"Yerno / nuera (048)",77,,1,46,19,10,1
"Nieto(a) (049)",269,26,208,34,1,,
"Padres / suegros (050)",28,,,,,10,18
"Otro(a) pariente (051)",479,12,185,160,64,44,14
"Pensionistas (053)",9,,,6,3,,
"Otro(a) no pariente (054)",103,,12,51,32,7,1
"Mujeres (055)",8161,123,2804,2054,1488,1147,545
"Jefe o Jefa (056)",1375,,10,213,398,439,315
"Esposa(o) / compañera(o) (057)",2158,,7,522,867,614,148
"Hijo(a) / hijastro(a) (058)",3632,95,2372,1010,128,27,
"Yerno / nuera (059)",76,,1,57,16,2,
"Nieto(a) (060)",257,15,204,35,3,,
"Padres / suegros (061)",72,,,,1,17,54
"Otro(a) pariente (062)",473,12,193,162,51,34,21
"Trabajador(a) del hogar (063)",18,,3,13,1,1,
"Otro(a) no pariente (065)",100,1,14,42,23,13,7
,,,,,,,
"RURAL (066)",39617,916,16946,9033,5612,4817,2293
"Jefe o Jefa (067)",9305,,14,1812,2933,2924,1622
"Esposa(o) / compañera(o) (068)",5873,,17,1634,2119,1634,469
"Hijo(a) / hijastro(a) (069)",20930,749,15007,4774,344,55,1
"Yerno / nuera (070)",226,,6,183,26,9,2
"Nieto(a) (071)",1168,110,903,147,7,1,
"Padres / suegros (072)",174,,,,4,43,127
"Otro(a) pariente (073)",1822,57,974,447,151,130,63
"Trabajador(a) del hogar (074)",1,,,1,,,
"Pensionistas (075)",2,,,2,,,
"Otro(a) no pariente (076)",116,,25,33,28,21,9
"Hombres (077)",19401,448,8623,4458,2613,2262,997
"Jefe o Jefa (078)",6712,,9,1401,2283,2090,929
"Esposa(o) / compañera(o) (079)",232,,12,84,62,61,13
"Hijo(a) / hijastro(a) (080)",10778,380,7620,2592,159,26,1
"Yerno / nuera (081)",69,,2,46,15,5,1
"Nieto(a) (082)",584,41,462,76,5,,
"Padres / suegros (083)",34,,,,,11,23
"Otro(a) pariente (084)",917,27,504,235,68,56,27
"Pensionistas (086)",1,,,1,,,
"Otro(a) no pariente (087)",74,,14,23,21,13,3
"Mujeres (088)",20216,468,8323,4575,2999,2555,1296
"Jefe o Jefa (089)",2593,,5,411,650,834,693
"Esposa(o) / compañera(o) (090)",5641,,5,1550,2057,1573,456
"Hijo(a) / hijastro(a) (091)",10152,369,7387,2182,185,29,
"Yerno / nuera (092)",157,,4,137,11,4,1
"Nieto(a) (093)",584,69,441,71,2,1,
"Padres / suegros (094)",140,,,,4,32,104
"Otro(a) pariente (095)",905,30,470,212,83,74,36
"Trabajador(a) del hogar (096)",1,,,1,,,
"Pensionistas (097)",1,,,1,,,
"Otro(a) no pariente (098)",42,,11,10,7,8,6
