"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SANTA (000)",375430,32884,10243,104260,126132,18692,23181,26887,33151
"Quechua (001)",9005,2659,67,3909,1501,178,234,140,317
"Aymara (002)",105,17,,35,35,5,5,3,5
"Ashaninca (003)",36,6,2,5,12,1,2,1,7
"Otra lengua nativa (004)",274,21,1,88,87,9,26,15,27
"Castellano (005)",365507,29967,10159,100134,124431,18488,22900,26718,32710
"Idioma extranjero (006)",138,3,3,10,33,3,5,8,73
"Es sordomudo/a (007)",365,211,11,79,33,8,9,2,12
"Hombres (009)",187062,12673,5244,51532,66809,9714,11381,13262,16447
"Quechua (010)",4259,682,27,2075,940,109,141,72,213
"Aymara (011)",50,4,,17,19,3,4,2,1
"Ashaninca (012)",25,4,1,2,10,1,2,1,4
"Otra lengua nativa (013)",139,11,1,46,43,3,16,7,12
"Castellano (014)",182308,11862,5203,49350,65755,9590,11210,13174,16164
"Idioma extranjero (015)",81,1,2,4,19,2,3,5,45
"Es sordomudo/a (016)",200,109,10,38,23,6,5,1,8
"Mujeres (018)",188368,20211,4999,52728,59323,8978,11800,13625,16704
"Quechua (019)",4746,1977,40,1834,561,69,93,68,104
"Aymara (020)",55,13,,18,16,2,1,1,4
"Ashaninca (021)",11,2,1,3,2,,,,3
"Otra lengua nativa (022)",135,10,,42,44,6,10,8,15
"Castellano (023)",183199,18105,4956,50784,58676,8898,11690,13544,16546
"Idioma extranjero (024)",57,2,1,6,14,1,2,3,28
"Es sordomudo/a (025)",165,102,1,41,10,2,4,1,4
,,,,,,,,,
"URBANA (027)",351058,28703,9612,92683,119308,18367,22880,26593,32912
"Quechua (028)",6144,1636,23,2466,1189,166,228,135,301
"Aymara (029)",100,15,,33,35,5,5,2,5
"Ashaninca (030)",36,6,2,5,12,1,2,1,7
"Otra lengua nativa (031)",272,20,1,87,87,9,26,15,27
"Castellano (032)",344055,26851,9573,90010,117923,18175,22606,26430,32487
"Idioma extranjero (033)",138,3,3,10,33,3,5,8,73
"Es sordomudo/a (034)",313,172,10,72,29,8,8,2,12
"Hombres (036)",173978,11043,4890,45142,62724,9543,11215,13128,16293
"Quechua (037)",2809,348,9,1223,719,102,137,72,199
"Aymara (038)",47,4,,15,19,3,4,1,1
"Ashaninca (039)",25,4,1,2,10,1,2,1,4
"Otra lengua nativa (040)",138,11,1,45,43,3,16,7,12
"Castellano (041)",170707,10585,4868,43819,61895,9426,11049,13041,16024
"Idioma extranjero (042)",81,1,2,4,19,2,3,5,45
"Es sordomudo/a (043)",171,90,9,34,19,6,4,1,8
"Mujeres (045)",177080,17660,4722,47541,56584,8824,11665,13465,16619
"Quechua (046)",3335,1288,14,1243,470,64,91,63,102
"Aymara (047)",53,11,,18,16,2,1,1,4
"Ashaninca (048)",11,2,1,3,2,,,,3
"Otra lengua nativa (049)",134,9,,42,44,6,10,8,15
"Castellano (050)",173348,16266,4705,46191,56028,8749,11557,13389,16463
"Idioma extranjero (051)",57,2,1,6,14,1,2,3,28
"Es sordomudo/a (052)",142,82,1,38,10,2,4,1,4
,,,,,,,,,
"RURAL (054)",24372,4181,631,11577,6824,325,301,294,239
"Quechua (055)",2861,1023,44,1443,312,12,6,5,16
"Aymara (056)",5,2,,2,,,,1,
"Otra lengua nativa (058)",2,1,,1,,,,,
"Castellano (059)",21452,3116,586,10124,6508,313,294,288,223
"Es sordomudo/a (061)",52,39,1,7,4,,1,,
"Hombres (063)",13084,1630,354,6390,4085,171,166,134,154
"Quechua (064)",1450,334,18,852,221,7,4,,14
"Aymara (065)",3,,,2,,,,1,
"Otra lengua nativa (067)",1,,,1,,,,,
"Castellano (068)",11601,1277,335,5531,3860,164,161,133,140
"Es sordomudo/a (070)",29,19,1,4,4,,1,,
"Mujeres (072)",11288,2551,277,5187,2739,154,135,160,85
"Quechua (073)",1411,689,26,591,91,5,2,5,2
"Aymara (074)",2,2,,,,,,,
"Otra lengua nativa (076)",1,1,,,,,,,
"Castellano (077)",9851,1839,251,4593,2648,149,133,155,83
"Es sordomudo/a (079)",23,20,,3,,,,,
