"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia PACASMAYO",,,,,,,,
"Hogares (001)",24076,16327,17745,6920,1802,7888,2150,2594
"Ocupantes presentes (002)",93464,64674,71660,28692,7233,32140,9183,8239
"Casa independiente",,,,,,,,
"Hogares (004)",23605,16052,17419,6809,1774,7785,2106,2512
"Ocupantes presentes (005)",91935,63745,70543,28278,7137,31766,9032,8023
"Departamento en edificio",,,,,,,,
"Hogares (007)",86,51,70,40,14,45,23,12
"Ocupantes presentes (008)",278,168,241,143,47,155,83,29
"Vivienda en quinta",,,,,,,,
"Hogares (010)",250,147,177,56,11,44,14,39
"Ocupantes presentes (011)",785,460,580,206,42,158,46,110
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",79,48,54,11,1,8,3,13
"Ocupantes presentes (014)",312,209,225,57,4,46,11,40
"Choza o cabaña",,,,,,,,
"Hogares (016)",10,5,2,,,,,4
"Ocupantes presentes (017)",42,26,6,,,,,13
"Vivienda improvisada",,,,,,,,
"Hogares (019)",10,8,3,2,1,1,1,2
"Ocupantes presentes (020)",26,21,7,6,2,2,2,5
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",35,16,20,2,1,5,3,11
"Ocupantes presentes (023)",85,45,58,2,1,13,9,18
"Otro tipo",,,,,,,,
"Hogares (025)",1,,,,,,,1
"Ocupantes presentes (026)",1,,,,,,,1
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",22383,15098,17055,6729,1791,7713,2133,2287
"Ocupantes presentes (029)",86805,59670,68763,27851,7184,31395,9106,7202
"Casa independiente",,,,,,,,
"Hogares (031)",21922,14828,16731,6618,1763,7610,2089,2209
"Ocupantes presentes (032)",85318,58767,67652,27437,7088,31021,8955,6999
"Departamento en edificio",,,,,,,,
"Hogares (034)",86,51,70,40,14,45,23,12
"Ocupantes presentes (035)",278,168,241,143,47,155,83,29
"Vivienda en quinta",,,,,,,,
"Hogares (037)",250,147,177,56,11,44,14,39
"Ocupantes presentes (038)",785,460,580,206,42,158,46,110
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",79,48,54,11,1,8,3,13
"Ocupantes presentes (041)",312,209,225,57,4,46,11,40
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",10,8,3,2,1,1,1,2
"Ocupantes presentes (047)",26,21,7,6,2,2,2,5
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",35,16,20,2,1,5,3,11
"Ocupantes presentes (050)",85,45,58,2,1,13,9,18
"Otro tipo",,,,,,,,
"Hogares (052)",1,,,,,,,1
"Ocupantes presentes (053)",1,,,,,,,1
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",1693,1229,690,191,11,175,17,307
"Ocupantes presentes (056)",6659,5004,2897,841,49,745,77,1037
"Casa independiente",,,,,,,,
"Hogares (058)",1683,1224,688,191,11,175,17,303
"Ocupantes presentes (059)",6617,4978,2891,841,49,745,77,1024
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",10,5,2,,,,,4
"Ocupantes presentes (071)",42,26,6,,,,,13
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
