"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia PUERTO INCA",,,,,,,,,
"Hogares (001)",7178,83,45,11,23,25,16,19,6956
"Ocupantes presentes (002)",30810,294,167,38,94,130,96,125,29866
"Casa independiente",,,,,,,,,
"Hogares (004)",4577,63,37,5,16,18,10,12,4416
"Ocupantes presentes (005)",19746,234,150,21,67,98,61,85,19030
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",6,,,,,,,,6
"Ocupantes presentes (011)",11,,,,,,,,11
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",13,,,,,,,,13
"Ocupantes presentes (014)",41,,,,,,,,41
"Choza o cabaña",,,,,,,,,
"Hogares (016)",2560,19,8,6,7,7,6,7,2500
"Ocupantes presentes (017)",10944,59,17,17,27,32,35,40,10717
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",9,,,,,,,,9
"Ocupantes presentes (020)",31,,,,,,,,31
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",7,1,,,,,,,6
"Ocupantes presentes (023)",19,1,,,,,,,18
"Otro tipo",,,,,,,,,
"Hogares (025)",6,,,,,,,,6
"Ocupantes presentes (026)",18,,,,,,,,18
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",1398,26,18,2,6,9,4,3,1330
"Ocupantes presentes (029)",5982,100,56,8,27,54,27,17,5693
"Casa independiente",,,,,,,,,
"Hogares (031)",1368,26,18,2,6,9,4,3,1300
"Ocupantes presentes (032)",5886,100,56,8,27,54,27,17,5597
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",6,,,,,,,,6
"Ocupantes presentes (038)",11,,,,,,,,11
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",13,,,,,,,,13
"Ocupantes presentes (041)",41,,,,,,,,41
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",9,,,,,,,,9
"Ocupantes presentes (047)",31,,,,,,,,31
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",2,,,,,,,,2
"Ocupantes presentes (050)",13,,,,,,,,13
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",5780,57,27,9,17,16,12,16,5626
"Ocupantes presentes (056)",24828,194,111,30,67,76,69,108,24173
"Casa independiente",,,,,,,,,
"Hogares (058)",3209,37,19,3,10,9,6,9,3116
"Ocupantes presentes (059)",13860,134,94,13,40,44,34,68,13433
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",2560,19,8,6,7,7,6,7,2500
"Ocupantes presentes (071)",10944,59,17,17,27,32,35,40,10717
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",5,1,,,,,,,4
"Ocupantes presentes (077)",6,1,,,,,,,5
"Otro tipo",,,,,,,,,
"Hogares (079)",6,,,,,,,,6
"Ocupantes presentes (080)",18,,,,,,,,18
