"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CANTA (000)",13513,3348,1011,447,8720
"Menos de 1 año (001)",230,155,18,1,56
"De 1 a 14 años (002)",3605,2457,211,49,892
"De 15 a 29 años (003)",3310,480,169,91,2573
"De 30 a 44 años (004)",2563,113,208,104,2141
"De 45 a 64 años (005)",2222,78,235,102,1810
"De 65 y mas años (006)",1583,65,170,100,1248
"Hombres (008)",7081,1636,549,286,4617
"Menos de 1 año (009)",108,75,9,1,23
"De 1 a 14 años (010)",1814,1229,112,25,450
"De 15 a 29 años (011)",1790,220,92,64,1415
"De 30 a 44 años (012)",1356,42,109,71,1136
"De 45 a 64 años (013)",1217,37,127,60,995
"De 65 y mas años (014)",796,33,100,65,598
"Mujeres (016)",6432,1712,462,161,4103
"Menos de 1 año (017)",122,80,9,,33
"De 1 a 14 años (018)",1791,1228,99,24,442
"De 15 a 29 años (019)",1520,260,77,27,1158
"De 30 a 44 años (020)",1207,71,99,33,1005
"De 45 a 64 años (021)",1005,41,108,42,815
"De 65 y mas años (022)",787,32,70,35,650
,,,,,
"URBANA (024)",6454,1662,642,228,3932
"Menos de 1 año (025)",90,61,11,,18
"De 1 a 14 años (026)",1642,1152,135,29,329
"De 15 a 29 años (027)",1373,269,79,36,990
"De 30 a 44 años (028)",1167,76,132,60,902
"De 45 a 64 años (029)",1202,57,172,54,922
"De 65 y mas años (030)",980,47,113,49,771
"Hombres (032)",3326,816,329,149,2037
"Menos de 1 año (033)",46,31,5,,10
"De 1 a 14 años (034)",837,589,73,15,161
"De 15 a 29 años (035)",745,125,40,29,551
"De 30 a 44 años (036)",590,25,55,40,472
"De 45 a 64 años (037)",623,24,86,31,484
"De 65 y mas años (038)",485,22,70,34,359
"Mujeres (040)",3128,846,313,79,1895
"Menos de 1 año (041)",44,30,6,,8
"De 1 a 14 años (042)",805,563,62,14,168
"De 15 a 29 años (043)",628,144,39,7,439
"De 30 a 44 años (044)",577,51,77,20,430
"De 45 a 64 años (045)",579,33,86,23,438
"De 65 y mas años (046)",495,25,43,15,412
,,,,,
"RURAL (048)",7059,1686,369,219,4788
"Menos de 1 año (049)",140,94,7,1,38
"De 1 a 14 años (050)",1963,1305,76,20,563
"De 15 a 29 años (051)",1937,211,90,55,1583
"De 30 a 44 años (052)",1396,37,76,44,1239
"De 45 a 64 años (053)",1020,21,63,48,888
"De 65 y mas años (054)",603,18,57,51,477
"Hombres (056)",3755,820,220,137,2580
"Menos de 1 año (057)",62,44,4,1,13
"De 1 a 14 años (058)",977,640,39,10,289
"De 15 a 29 años (059)",1045,95,52,35,864
"De 30 a 44 años (060)",766,17,54,31,664
"De 45 a 64 años (061)",594,13,41,29,511
"De 65 y mas años (062)",311,11,30,31,239
"Mujeres (064)",3304,866,149,82,2208
"Menos de 1 año (065)",78,50,3,,25
"De 1 a 14 años (066)",986,665,37,10,274
"De 15 a 29 años (067)",892,116,38,20,719
"De 30 a 44 años (068)",630,20,22,13,575
"De 45 a 64 años (069)",426,8,22,19,377
"De 65 y mas años (070)",292,7,27,20,238
