"CUADRO Nº 3: VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia PARINACOCHAS (000)",38,27,11
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",8,8,
"Casa pensión (003)",1,1,
"Hospital, clinica (004)",1,1,
"Aldea infantil, orfelinato, etc (007)",2,2,
"Otro (008)",16,10,6
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",10,5,5
