"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia YAULI (000)",44073,1371,517,12490,18563,3229,3392,1535,2976
"Hombres (001)",23425,269,280,5689,10658,1898,1924,977,1730
"Mujeres (002)",20648,1102,237,6801,7905,1331,1468,558,1246
"PEA (003)",19701,359,9,2639,9019,1944,2438,1019,2274
"Hombres (004)",14496,89,3,1615,7268,1477,1745,768,1531
"Mujeres (005)",5205,270,6,1024,1751,467,693,251,743
"Ocupada (006)",18796,351,8,2544,8529,1851,2329,986,2198
"Hombres (007)",13825,83,2,1538,6881,1414,1677,741,1489
"Mujeres (008)",4971,268,6,1006,1648,437,652,245,709
"Desocupada (009)",905,8,1,95,490,93,109,33,76
"Hombres (010)",671,6,1,77,387,63,68,27,42
"Mujeres (011)",234,2,,18,103,30,41,6,34
"No PEA (012)",24372,1012,508,9851,9544,1285,954,516,702
"Hombres (013)",8929,180,277,4074,3390,421,179,209,199
"Mujeres (014)",15443,832,231,5777,6154,864,775,307,503
,,,,,,,,,
"URBANA (018)",38742,1044,472,10382,16518,2950,3138,1458,2780
"Hombres (019)",20289,195,260,4656,9282,1698,1722,913,1563
"Mujeres (020)",18453,849,212,5726,7236,1252,1416,545,1217
"PEA (021)",17073,256,9,1906,7857,1758,2222,961,2104
"Hombres (022)",12385,60,3,1113,6241,1317,1556,716,1379
"Mujeres (023)",4688,196,6,793,1616,441,666,245,725
"Ocupada (024)",16261,250,8,1826,7421,1672,2122,930,2032
"Hombres (025)",11792,56,2,1050,5903,1259,1493,691,1338
"Mujeres (026)",4469,194,6,776,1518,413,629,239,694
"Desocupada (027)",812,6,1,80,436,86,100,31,72
"Hombres (028)",593,4,1,63,338,58,63,25,41
"Mujeres (029)",219,2,,17,98,28,37,6,31
"No PEA (030)",21669,788,463,8476,8661,1192,916,497,676
"Hombres (031)",7904,135,257,3543,3041,381,166,197,184
"Mujeres (032)",13765,653,206,4933,5620,811,750,300,492
,,,,,,,,,
"RURAL (036)",5331,327,45,2108,2045,279,254,77,196
"Hombres (037)",3136,74,20,1033,1376,200,202,64,167
"Mujeres (038)",2195,253,25,1075,669,79,52,13,29
"PEA (039)",2628,103,,733,1162,186,216,58,170
"Hombres (040)",2111,29,,502,1027,160,189,52,152
"Mujeres (041)",517,74,,231,135,26,27,6,18
"Ocupada (042)",2535,101,,718,1108,179,207,56,166
"Hombres (043)",2033,27,,488,978,155,184,50,151
"Mujeres (044)",502,74,,230,130,24,23,6,15
"Desocupada (045)",93,2,,15,54,7,9,2,4
"Hombres (046)",78,2,,14,49,5,5,2,1
"Mujeres (047)",15,,,1,5,2,4,,3
"No PEA (048)",2703,224,45,1375,883,93,38,19,26
"Hombres (049)",1025,45,20,531,349,40,13,12,15
"Mujeres (050)",1678,179,25,844,534,53,25,7,11
