"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia MANU (000)",10166,145,4763,3593,1481,184
"Empleado (001)",1838,17,1016,598,190,17
"Obrero (002)",3423,23,1927,1067,376,30
"Trabajador independiente (003)",3724,21,1256,1574,753,120
"Empleador o patrono (004)",329,,108,144,71,6
"Trabajador familiar no remunerado (005)",572,79,253,160,70,10
"Trabajador del hogar (006)",280,5,203,50,21,1
"Hombres (008)",7279,89,3249,2615,1173,153
"Empleado (009)",949,7,432,345,150,15
"Obrero (010)",3235,21,1822,1020,346,26
"Trabajador independiente (011)",2494,13,744,1060,579,98
"Empleador o patrono (012)",241,,69,104,63,5
"Trabajador familiar no remunerado (013)",300,48,147,70,27,8
"Trabajador del hogar (014)",60,,35,16,8,1
"Mujeres (016)",2887,56,1514,978,308,31
"Empleado (017)",889,10,584,253,40,2
"Obrero (018)",188,2,105,47,30,4
"Trabajador independiente (019)",1230,8,512,514,174,22
"Empleador o patrono (020)",88,,39,40,8,1
"Trabajador familiar no remunerado (021)",272,31,106,90,43,2
"Trabajador del hogar (022)",220,5,168,34,13,
,,,,,,
"URBANA (024)",3217,78,1315,1253,511,60
"Empleado (025)",870,9,449,310,95,7
"Obrero (026)",568,10,282,179,89,8
"Trabajador independiente (027)",1400,13,410,660,280,37
"Empleador o patrono (028)",73,,25,31,14,3
"Trabajador familiar no remunerado (029)",197,44,67,58,24,4
"Trabajador del hogar (030)",109,2,82,15,9,1
"Hombres (032)",1984,49,737,770,379,49
"Empleado (033)",453,3,196,177,71,6
"Obrero (034)",522,9,261,165,79,8
"Trabajador independiente (035)",849,8,222,385,205,29
"Empleador o patrono (036)",47,,13,19,13,2
"Trabajador familiar no remunerado (037)",95,29,36,19,8,3
"Trabajador del hogar (038)",18,,9,5,3,1
"Mujeres (040)",1233,29,578,483,132,11
"Empleado (041)",417,6,253,133,24,1
"Obrero (042)",46,1,21,14,10,
"Trabajador independiente (043)",551,5,188,275,75,8
"Empleador o patrono (044)",26,,12,12,1,1
"Trabajador familiar no remunerado (045)",102,15,31,39,16,1
"Trabajador del hogar (046)",91,2,73,10,6,
,,,,,,
"RURAL (048)",6949,67,3448,2340,970,124
"Empleado (049)",968,8,567,288,95,10
"Obrero (050)",2855,13,1645,888,287,22
"Trabajador independiente (051)",2324,8,846,914,473,83
"Empleador o patrono (052)",256,,83,113,57,3
"Trabajador familiar no remunerado (053)",375,35,186,102,46,6
"Trabajador del hogar (054)",171,3,121,35,12,
"Hombres (056)",5295,40,2512,1845,794,104
"Empleado (057)",496,4,236,168,79,9
"Obrero (058)",2713,12,1561,855,267,18
"Trabajador independiente (059)",1645,5,522,675,374,69
"Empleador o patrono (060)",194,,56,85,50,3
"Trabajador familiar no remunerado (061)",205,19,111,51,19,5
"Trabajador del hogar (062)",42,,26,11,5,
"Mujeres (064)",1654,27,936,495,176,20
"Empleado (065)",472,4,331,120,16,1
"Obrero (066)",142,1,84,33,20,4
"Trabajador independiente (067)",679,3,324,239,99,14
"Empleador o patrono (068)",62,,27,28,7,
"Trabajador familiar no remunerado (069)",170,16,75,51,27,1
"Trabajador del hogar (070)",129,3,95,24,7,
